block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,n_queries,n_ok,exec_ms_window_sum,wall_ms_window,qps_window,sf
5,7600,dci_gated,9,MixSurge1,1,0.913002,0.625,0.79708,1.0,0.710769,0.819282,1,2.0186,5-D,32,32,7856.47,8789.699,3.6406,1.0
5,7600,dci_gated,10,MixSurge1,0,0.978996,1.0,0.905411,1.0,0.650715,0.923438,0,2.1433,5-D,32,32,7640.749,8777.613,3.6456,1.0
5,7600,dci_gated,11,MixSurge1,0,0.9158,1.0,0.754893,1.0,0.758839,0.893755,0,2.1386,5-D,32,32,7501.523,8533.846,3.7498,1.0
5,7600,dci_gated,12,MixSurge1,0,0.894461,1.0,0.704768,1.0,0.780378,0.881626,0,2.1395,5-D,32,32,7072.857,8058.291,3.9711,1.0
5,7600,dci_gated,13,MixShift2,1,0.644619,1.0,0.445075,0.807882,0.703887,0.717329,1,2.0433,5-D,32,32,14353.509,15258.644,2.0972,1.0
5,7600,dci_gated,14,MixShift2,0,0.898586,1.0,0.773816,1.0,0.709015,0.885762,0,2.0425,5-D,32,32,10654.286,11726.247,2.7289,1.0
5,7600,dci_gated,15,MixShift2,0,0.970274,1.0,0.883732,1.0,0.75525,0.932602,0,2.042,5-D,32,32,11003.639,11684.223,2.7387,1.0
5,7600,dci_gated,16,MixShift2,0,0.944342,1.0,0.86968,1.0,0.713441,0.917038,0,2.0306,5-D,32,32,11681.145,12470.208,2.5661,1.0
5,7600,dci_gated,17,MixCalm,1,0.882346,0.625,0.619108,1.0,0.698205,0.774139,1,2.3731,5-D,20,20,7469.506,8028.948,2.491,1.0
5,7600,dci_gated,18,MixCalm,0,0.9579,1.0,0.809174,1.0,0.808718,0.922618,0,2.3659,5-D,20,20,9063.008,9836.129,2.0333,1.0
5,7600,dci_gated,19,MixCalm,0,0.731397,1.0,0.329628,0.854497,0.796795,0.739193,0,2.2482,5-D,20,20,10560.974,11320.777,1.7667,1.0
5,7600,dci_gated,20,MixCalm,0,0.811623,1.0,0.622508,0.854497,0.768333,0.813557,0,2.2421,5-D,20,20,8873.819,9657.797,2.0709,1.0
