block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,gate_R4s,gate_audit,det_ms,features_used,sp_out_of_band,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
0,9000,dci_gated,1,edge,0,0.8175445350038288,1.0,0.7788603733587827,0.8,0.7903846153846155,0.8387159007304061,0,1.0,cheap,1.0,0,0.6574,cheap,1,20,20,0,414.726,415.01,48.1916
0,9000,dci_gated,2,edge,0,0.8568140293617765,1.0,0.6505670034399254,0.9,0.8894871794871796,0.8577399849515062,0,1.5734,cheap,1.0,0,0.337,cheap,1,20,20,0,375.017,375.356,53.2828
0,9000,dci_gated,3,edge,0,0.8126696968621718,1.0,0.6490735743448681,0.8,0.765897435897436,0.807866754469132,0,1.6829,cheap,1.0,0,0.3118,cheap,1,20,20,0,543.45,543.723,36.7834
0,9000,dci_gated,4,edge,0,0.8657676528570004,1.0,0.5105933039520065,0.875,0.7703846153846154,0.8091182663123437,0,1.3079,cheap,1.0,0,0.3144,cheap,1,20,20,0,306.036,306.399,65.2743
0,9000,dci_gated,5,geo,1,0.4166952732048943,1.0,0.0,0.17142857142857143,0.7885897435897437,0.45674799412539946,1,1.093,cheap,0.6725,0,0.3314,cheap,1,20,20,0,7036.499,7037.143,2.8421
0,9000,dci_gated,6,geo,0,0.6707436088633502,1.0,0.4705343330096934,0.43333333333333335,0.6837179487179488,0.6510171277921352,1,1.0988,cheap,0.591,0,0.3334,cheap,1,20,20,0,3774.93,3775.376,5.2975
0,9000,dci_gated,7,geo,0,0.7644618960149923,1.0,0.6132316586056861,0.7166666666666667,0.7719230769230769,0.7728836005966802,0,1.0975,cheap,0.61,0,0.3222,cheap,1,20,20,0,2039.187,2039.639,9.8057
0,9000,dci_gated,8,geo,0,0.7038117241571322,1.0,0.6784903932235818,0.43333333333333335,0.7111538461538461,0.704990753273743,1,1.1608,cheap,0.5393,0,0.3233,cheap,1,20,20,0,1857.227,1857.692,10.766
0,9000,dci_gated,9,geo,1,0.7798857320966481,0.4166666666666667,0.7229002652685388,0.5166666666666667,0.8892307692307693,0.6596027681291519,1,1.0008,cheap,0.9996,0,0.3592,cheap,1,48,48,0,5377.301,5378.176,8.925
0,9000,dci_gated,10,geo,0,0.8651043846441083,1.0,0.8012294315017471,0.9,0.8295570079883806,0.8809555336596336,0,1.0009,cheap,0.9996,0,0.3212,cheap,1,48,48,0,3680.73,3681.651,13.0376
0,9000,dci_gated,11,geo,0,0.8185792599470637,1.0,0.717979596395753,0.8,0.684241103848947,0.8108768998432586,0,1.0009,cheap,0.9996,0,0.3283,cheap,1,48,48,0,2758.621,2759.496,17.3945
0,9000,dci_gated,12,geo,0,0.8673824235724212,1.0,0.7774343356900039,0.9,0.6916485112563544,0.8560797497195594,0,1.0009,cheap,0.9996,0,0.3411,cheap,1,48,48,0,3139.915,3140.802,15.2827
0,9000,dci_gated,13,review,1,0.49268928470822393,1.0,0.061680684201312896,0.625,0.6897966594045026,0.5639779569279939,1,1.0012,cheap,0.9994,0,0.3222,cheap,1,48,48,0,20699.024,20699.786,2.3189
0,9000,dci_gated,14,review,0,0.9746560095889856,1.0,0.8645974648316603,1.0,0.7856935366739288,0.9344375258646678,0,1.0012,cheap,0.9994,0,0.3454,cheap,1,48,48,0,1430.984,1431.524,33.5307
0,9000,dci_gated,15,review,0,0.8493820531950165,1.0,0.7305544206461717,0.9,0.7379448075526507,0.8491481185608861,0,1.0012,cheap,0.9994,0,0.3462,cheap,1,48,48,0,801.7,802.19,59.8362
0,9000,dci_gated,16,review,0,0.8532692316004895,1.0,0.5097697957329224,0.9,0.7220406681190996,0.8035773672645719,0,1.0013,cheap,0.9994,0,0.3333,cheap,1,48,48,0,1244.102,1244.553,38.5681
0,9000,dci_gated,17,review,1,0.9142924900465794,0.4166666666666667,0.6858986867614657,1.0,0.7107692307692308,0.755701577812656,1,1.0007,cheap,0.9997,0,0.3339,cheap,1,20,20,0,780.354,780.543,25.6232
0,9000,dci_gated,18,review,0,0.8282667471598971,1.0,0.5256060811481686,0.9,0.7892307692307692,0.8105725184042234,0,1.0007,cheap,0.9997,0,0.3061,cheap,1,20,20,0,514.529,514.73,38.8554
0,9000,dci_gated,19,review,0,0.8488575160432829,1.0,0.8043062325516624,0.9,0.7803846153846155,0.8701333178288455,0,1.0007,cheap,0.9997,0,0.294,cheap,1,20,20,0,312.319,312.51,63.9979
0,9000,dci_gated,20,review,0,0.8183277117007426,1.0,0.6971788830652785,0.9,0.8541025641025641,0.8521330891536261,0,1.0007,cheap,0.9997,0,0.3141,cheap,1,20,20,0,499.22,499.439,40.045
0,9000,dci_gated,21,edge,1,0.5387363925604041,1.0,0.055772826813598075,0.46590909090909094,0.7507692307692309,0.5516358663000235,1,1.0008,cheap,0.9996,0,0.3172,cheap,1,20,20,0,499.948,500.21,39.9832
0,9000,dci_gated,22,edge,0,0.7453375586942754,1.0,0.790973357025115,0.625,0.6573076923076924,0.7681252149247457,0,1.0009,cheap,0.9996,0,0.3222,cheap,1,20,20,0,472.491,472.773,42.3036
