block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,n_queries,n_ok,exec_ms_window_sum,wall_ms_window,qps_window,sf
8,7900,dci_gated,20,MultiJoin,0,0.936549,1.0,0.809387,1.0,0.705897,0.901899,0,20,20,13101.062,13473.502,1.4844,1.0
8,7900,dci_gated,21,MultiJoin,0,0.949813,1.0,0.752184,1.0,0.805128,0.908659,0,20,20,9226.259,10316.623,1.9386,1.0
8,7900,dci_gated,22,MultiJoin,0,0.949813,1.0,0.61935,1.0,0.730385,0.870881,0,20,20,12027.633,13173.289,1.5182,1.0
8,7900,dci_gated,23,MultiJoin,0,0.922224,1.0,0.565302,1.0,0.682179,0.845943,0,20,20,15979.65,17052.392,1.1729,1.0
8,7900,dci_gated,24,MultiJoin,0,0.912884,1.0,0.660394,1.0,0.822564,0.883684,0,20,20,10571.846,11575.05,1.7279,1.0
9,8000,dci_gated,1,Reporting,0,0.950539,1.0,0.714518,1.0,0.916923,0.918077,0,20,20,5596.132,5973.133,3.3483,1.0
9,8000,dci_gated,2,Reporting,0,0.934427,1.0,0.742415,1.0,0.738974,0.892936,0,20,20,5119.162,5473.492,3.654,1.0
9,8000,dci_gated,3,Reporting,0,0.925489,1.0,0.697044,1.0,0.826538,0.894762,0,20,20,3640.716,4105.437,4.8716,1.0
9,8000,dci_gated,4,Reporting,0,1.0,1.0,0.869461,1.0,0.82859,0.948181,0,20,20,3973.67,4294.924,4.6567,1.0
9,8000,dci_gated,5,Reporting,0,0.910499,1.0,0.678998,1.0,0.742051,0.874732,0,20,20,6114.689,6563.606,3.0471,1.0
9,8000,dci_gated,6,Reporting,0,1.0,1.0,0.810454,1.0,0.812051,0.933899,0,20,20,5150.886,5564.584,3.5942,1.0
9,8000,dci_gated,7,JoinHeavy,1,0.371371,1.0,0.0,0.145503,0.685256,0.424732,1,20,20,5614.582,6129.064,3.2631,1.0
9,8000,dci_gated,8,JoinHeavy,0,0.955171,1.0,0.730612,1.0,0.810641,0.906511,0,20,20,4443.605,5070.795,3.9442,1.0
9,8000,dci_gated,9,JoinHeavy,0,0.880795,1.0,0.509486,1.0,0.753462,0.835115,0,20,20,5856.836,6689.207,2.9899,1.0
9,8000,dci_gated,10,JoinHeavy,0,0.922224,1.0,0.714518,1.0,0.818974,0.896306,0,20,20,5327.619,5880.4,3.4011,1.0
9,8000,dci_gated,11,JoinHeavy,0,0.922224,1.0,0.795316,1.0,0.806795,0.910638,0,20,20,5767.716,6454.272,3.0987,1.0
9,8000,dci_gated,12,JoinHeavy,0,0.922224,1.0,0.650541,1.0,0.674103,0.86178,0,20,20,5191.859,5680.543,3.5208,1.0
9,8000,dci_gated,13,Aggregation,1,0.341931,1.0,0.0,0.457589,0.585128,0.46477,1,20,20,2722.324,3410.208,5.8647,1.0
9,8000,dci_gated,14,Aggregation,0,0.864263,1.0,0.821123,1.0,0.700513,0.885367,0,20,20,2882.937,3420.448,5.8472,1.0
9,8000,dci_gated,15,Aggregation,0,0.940591,1.0,0.694481,1.0,0.691923,0.877832,0,20,20,2101.532,2566.479,7.7928,1.0
9,8000,dci_gated,16,Aggregation,0,0.874336,1.0,0.407147,1.0,0.833846,0.82509,0,20,20,3400.005,3899.159,5.1293,1.0
9,8000,dci_gated,17,Aggregation,0,0.912474,1.0,0.61346,1.0,0.722051,0.859118,0,20,20,2744.058,3294.154,6.0714,1.0
9,8000,dci_gated,18,Aggregation,0,0.961015,1.0,0.915486,1.0,0.813974,0.945447,0,20,20,2873.164,3457.629,5.7843,1.0
9,8000,dci_gated,19,MultiJoin,1,0.341503,1.0,0.0,0.411765,0.740769,0.478844,1,20,20,8352.932,9407.406,2.126,1.0
9,8000,dci_gated,20,MultiJoin,0,0.847129,1.0,0.753248,0.956522,0.708718,0.860044,1,20,20,8242.137,9392.934,2.1293,1.0
9,8000,dci_gated,21,MultiJoin,0,0.853253,1.0,0.78479,0.956522,0.748462,0.873845,1,20,20,9318.849,10082.753,1.9836,1.0
9,8000,dci_gated,22,MultiJoin,0,0.949813,1.0,0.777968,1.0,0.778846,0.909874,0,20,20,11965.934,12599.405,1.5874,1.0
9,8000,dci_gated,23,MultiJoin,0,0.977529,1.0,0.857102,1.0,0.852308,0.943649,0,20,20,11454.848,12366.411,1.6173,1.0
9,8000,dci_gated,24,MultiJoin,0,1.0,1.0,0.883428,1.0,0.618974,0.919532,0,20,20,10562.903,11327.739,1.7656,1.0
10,8100,dci_gated,1,Reporting,0,0.910499,1.0,0.522606,1.0,0.718974,0.839992,0,20,20,4618.408,5048.65,3.9615,1.0
10,8100,dci_gated,2,Reporting,0,0.975269,1.0,0.814882,1.0,0.700641,0.91189,0,20,20,4066.854,4530.001,4.415,1.0
10,8100,dci_gated,3,Reporting,0,0.934427,1.0,0.775227,1.0,0.792051,0.90746,0,20,20,5326.063,5682.211,3.5198,1.0
10,8100,dci_gated,4,Reporting,0,0.934427,1.0,0.775227,1.0,0.715385,0.89596,0,20,20,4188.402,4679.913,4.2736,1.0
10,8100,dci_gated,5,Reporting,0,0.975269,1.0,0.925348,1.0,0.762051,0.943195,0,20,20,4363.464,4747.941,4.2124,1.0
10,8100,dci_gated,6,Reporting,0,0.925489,1.0,0.592485,1.0,0.755256,0.863158,0,20,20,2790.581,3178.707,6.2919,1.0
10,8100,dci_gated,7,JoinHeavy,1,0.37062,1.0,0.0,0.145503,0.763077,0.436217,1,20,20,5149.808,5880.76,3.4009,1.0
10,8100,dci_gated,8,JoinHeavy,0,0.961088,1.0,0.812806,1.0,0.789359,0.921237,0,20,20,5337.428,6096.916,3.2803,1.0
10,8100,dci_gated,9,JoinHeavy,0,0.864263,1.0,0.595377,1.0,0.775641,0.851487,0,20,20,4437.409,5183.75,3.8582,1.0
10,8100,dci_gated,10,JoinHeavy,0,0.870291,1.0,0.684621,1.0,0.788974,0.872843,0,20,20,5067.64,5911.993,3.383,1.0
10,8100,dci_gated,11,JoinHeavy,0,0.968274,1.0,0.914733,1.0,0.695385,0.929323,0,20,20,4932.448,5667.819,3.5287,1.0
10,8100,dci_gated,12,JoinHeavy,0,0.944682,1.0,0.672428,1.0,0.687564,0.873791,0,20,20,4184.45,5120.443,3.9059,1.0
10,8100,dci_gated,13,Aggregation,1,0.340195,1.0,0.0,0.457589,0.582051,0.463874,1,20,20,2136.198,2597.463,7.6998,1.0
10,8100,dci_gated,14,Aggregation,0,0.977529,1.0,0.799955,1.0,0.782179,0.9217,0,20,20,2808.289,3305.929,6.0497,1.0
10,8100,dci_gated,15,Aggregation,0,0.949687,1.0,0.911431,1.0,0.707564,0.925843,0,20,20,2821.803,3291.554,6.0762,1.0
10,8100,dci_gated,16,Aggregation,0,0.977585,1.0,0.878461,1.0,0.877564,0.951723,0,20,20,2494.28,2976.044,6.7203,1.0
10,8100,dci_gated,17,Aggregation,0,0.896792,1.0,0.563742,1.0,0.773974,0.853042,0,20,20,3013.659,3469.481,5.7646,1.0
10,8100,dci_gated,18,Aggregation,0,0.78624,1.0,0.668913,0.518182,0.649872,0.73146,1,20,20,2717.987,3344.122,5.9806,1.0
10,8100,dci_gated,19,MultiJoin,1,0.371371,1.0,0.0,0.259524,0.78359,0.462286,1,20,20,14425.957,15232.026,1.313,1.0
10,8100,dci_gated,20,MultiJoin,0,0.880795,1.0,0.594258,1.0,0.708846,0.845377,0,20,20,13129.195,13847.43,1.4443,1.0
10,8100,dci_gated,21,MultiJoin,0,0.955171,1.0,0.915616,1.0,0.69859,0.926704,0,20,20,14075.964,14863.43,1.3456,1.0
10,8100,dci_gated,22,MultiJoin,0,0.955171,1.0,0.888002,1.0,0.809103,0.937758,0,20,20,13629.33,14387.107,1.3901,1.0
10,8100,dci_gated,23,MultiJoin,0,0.880795,1.0,0.464559,1.0,0.794231,0.832245,0,20,20,9621.273,10426.984,1.9181,1.0
10,8100,dci_gated,24,MultiJoin,0,0.922224,1.0,0.658425,1.0,0.743846,0.873818,0,20,20,14853.707,15612.218,1.281,1.0
