workload,config,seed,dci_raw,dci_white
pgbench,mixed,2,1.9258701617145726,1.9258701617145733
pgbench,mixed,3,1.9212558655226142,1.9212558655226142
pgbench,mixed,4,1.9948166681778605,1.994816668177861
pgbench,mixed,5,1.9950670938381534,1.9950670938381534
pgbench,mixed,6,1.7233484323009696,1.7233484323009698
pgbench,mixed,7,1.5401317064202509,1.5401317064202504
pgbench,mixed,8,1.7305236619992188,1.7305236619992188
pgbench,mixed,9,1.9635793412215363,1.9635793412215359
pgbench,mixed,10,1.7267528011629667,1.7267528011629676
pgbench,mixed,11,1.5392839304036012,1.5392839304036017
pgbench,mixed,12,1.844770496538774,1.8447704965387748
pgbench,mixed,13,1.951990069830613,1.9519900698306127
pgbench,mixed,14,1.0,1.0
pgbench,mixed,15,1.6564437133794068,1.6564437133794072
pgbench,mixed,16,1.790493249734913,1.7904932497349126
pgbench,mixed,17,1.9323980708513486,1.9323980708513482
pgbench,mixed,18,2.0198253156301007,2.0198253156301016
pgbench,mixed,19,1.9344817892467618,1.9344817892467625
pgbench,mixed,20,1.9775376179248034,1.9775376179248025
pgbench,mixed,21,1.7459846808421087,1.7459846808421078
pgbench,mixed,22,1.7535170212025435,1.7535170212025435
pgbench,mixed,23,1.9948166681778605,1.994816668177861
pgbench,mixed,24,1.7305236619992188,1.7305236619992188
pgbench,mixed,25,1.5672035069999979,1.5672035069999988
pgbench,mixed,26,1.824109151348201,1.8241091513482006
pgbench,mixed,27,1.7305236619992188,1.7305236619992188
pgbench,mixed,28,1.973512228237782,1.9735122282377817
pgbench,mixed,29,1.0,1.0
pgbench,mixed,30,1.7355923811248823,1.735592381124883
pgbench,mixed,31,1.0092955699187012,1.0092955699187012
pgbench,mixed,32,1.990300027308018,1.990300027308018
pgbench,mixed,33,1.0035596986892943,1.0035596986892945
pgbench,mixed,34,1.896389023137015,1.896389023137014
pgbench,mixed,35,1.5538266526005522,1.5538266526005526
pgbench,mixed,36,1.7190952121587513,1.7190952121587506
pgbench,mixed,37,1.9999557638832928,1.9999557638832932
pgbench,mixed,38,1.8697928965975832,1.8697928965975843
pgbench,mixed,39,1.5329316671344315,1.5329316671344322
pgbench,mixed,40,1.8773718830733932,1.8773718830733936
pgbench,mixed,41,1.7231443708776457,1.7231443708776468
pgbench,mixed,42,1.8629686075972787,1.8629686075972798
pgbench,mixed,43,1.7986952156021232,1.7986952156021236
pgbench,mixed,44,1.9976108272223636,1.9976108272223638
pgbench,mixed,45,1.8727093875342145,1.8727093875342145
pgbench,mixed,46,1.8659655247338511,1.8659655247338514
pgbench,mixed,47,1.627983031071612,1.6279830310716117
pgbench,mixed,48,1.844770496538774,1.8447704965387748
pgbench,mixed,49,1.7388315757424544,1.7388315757424542
