workload,config,seed,dci_raw,dci_w,auc_multiD,auc_w1D,auc_raw1D_best,gap_md_w1,vargap_md_w1,dci_w_r1e-08,dci_w_r1e-06,dci_w_r0.0001,dci_w_r0.01
job,volume_only,26,1.075356,1.008561,1.0,1.0,1.0,0.0,0.0,1.008547,1.008561,1.009711,1.033875
job,volume_only,27,1.200047,1.00932,1.0,1.0,1.0,0.0,0.0,1.009296,1.00932,1.011507,1.08019
job,volume_only,28,1.081996,1.006586,1.0,1.0,1.0,0.0,0.0,1.006578,1.006586,1.007345,1.033146
job,volume_only,29,1.04733,1.00858,1.0,1.0,1.0,0.0,0.0,1.008547,1.00858,1.009529,1.029622
job,volume_only,30,1.293788,1.001023,1.0,1.0,1.0,0.0,0.0,1.000997,1.001023,1.003252,1.113702
job,volume_only,31,1.040884,1.006955,1.0,1.0,1.0,0.0,0.0,1.006945,1.006955,1.007774,1.019661
job,volume_only,32,1.030154,1.005119,1.0,1.0,1.0,0.0,0.0,1.005117,1.005119,1.005318,1.014661
job,volume_only,33,1.135298,1.005195,1.0,1.0,1.0,0.0,0.0,1.005178,1.005195,1.006553,1.048
job,volume_only,34,1.025565,1.010144,1.0,1.0,1.0,0.0,0.0,1.010136,1.010144,1.01077,1.018298
job,volume_only,35,1.148862,1.007889,1.0,1.0,1.0,0.0,0.0,1.007878,1.007889,1.008896,1.051027
job,volume_only,36,1.089714,1.00857,1.0,1.0,1.0,0.0,0.0,1.008547,1.00857,1.010166,1.040006
job,volume_only,37,1.056653,1.005194,1.0,1.0,1.0,0.0,0.0,1.005178,1.005194,1.005991,1.023947
job,volume_only,38,1.123247,1.00101,1.0,1.0,1.0,0.0,0.0,1.000997,1.00101,1.002204,1.049682
job,volume_only,39,1.204626,1.009307,1.0,1.0,1.0,0.0,0.0,1.009296,1.009307,1.010382,1.071599
job,volume_only,40,1.056962,1.006864,1.0,1.0,1.0,0.0,0.0,1.006845,1.006864,1.007839,1.028648
job,volume_only,41,1.094204,1.006856,1.0,1.0,1.0,0.0,0.0,1.006845,1.006856,1.007747,1.03186
job,volume_only,42,1.234691,1.006858,1.0,1.0,1.0,0.0,0.0,1.006845,1.006858,1.007885,1.064633
job,volume_only,43,1.013806,1.009298,1.0,1.0,1.0,0.0,0.0,1.009296,1.009298,1.0095,1.012118
job,volume_only,44,1.063006,1.007893,1.0,1.0,1.0,0.0,0.0,1.007878,1.007893,1.008723,1.026549
job,volume_only,45,1.129238,1.010271,1.0,1.0,1.0,0.0,0.0,1.010221,1.010271,1.012447,1.05744
job,volume_only,46,1.046958,1.000008,1.0,1.0,1.0,0.0,0.0,1.0,1.000008,1.000787,1.021827
job,volume_only,47,1.055689,1.010156,1.0,1.0,1.0,0.0,0.0,1.010137,1.010156,1.011951,1.039994
job,volume_only,48,1.087045,1.007882,1.0,1.0,1.0,0.0,0.0,1.007878,1.007882,1.008319,1.030504
job,volume_only,49,1.075597,1.006585,1.0,1.0,1.0,0.0,0.0,1.006578,1.006585,1.007199,1.033405
job,mixed,0,1.601055,1.027609,1.0,1.0,0.75,0.0,0.0,1.009495,1.027609,1.209599,1.407704
job,mixed,1,1.947428,1.024144,1.0,1.0,0.769048,0.0,0.0,1.003777,1.024144,1.321157,1.539821
job,mixed,2,1.431969,1.004297,1.0,1.0,0.871429,0.0,0.0,1.003567,1.004297,1.041778,1.172129
job,mixed,3,1.962297,1.012648,1.0,1.0,0.816667,0.0,0.0,1.009329,1.012648,1.228458,1.708041
job,mixed,4,2.093636,1.003043,1.0,1.0,0.807143,0.0,0.0,1.000031,1.003043,1.207823,1.866639
job,mixed,5,1.889153,1.036426,1.0,1.0,0.75,0.0,0.0,1.007294,1.036426,1.190426,1.423572
job,mixed,6,2.027698,1.023155,1.0,1.0,0.75,0.0,0.0,1.001283,1.023155,1.722755,2.059741
job,mixed,7,1.909495,1.030039,1.0,1.0,0.757143,0.0,0.0,1.009519,1.030039,1.269148,1.490192
job,mixed,8,1.941306,1.004516,1.0,0.895238,0.780952,0.104762,0.011165799653194612,1.000053,1.004516,1.051662,1.899918
job,mixed,9,2.100282,1.007725,0.942857,0.866667,0.795238,0.07619,0.006101107109510472,1.001125,1.007725,1.324067,1.842484
job,mixed,10,1.871267,1.055196,1.0,1.0,0.797619,0.0,0.0,1.000676,1.055196,1.284465,1.458013
job,mixed,11,1.566017,1.02641,1.0,1.0,0.752381,0.0,0.0,1.007163,1.02641,1.176331,1.310767
job,mixed,12,1.988466,1.001781,1.0,0.980952,0.75,0.019048,0.000445511537948513,1.000018,1.001781,1.108107,2.004693
job,mixed,13,1.878764,1.277583,1.0,1.0,0.809524,0.0,0.0,1.27751,1.277583,1.28464,1.572372
job,mixed,14,2.031542,1.003212,1.0,0.971429,0.761905,0.028571,0.0005594237695078033,1.001019,1.003212,1.150386,1.667544
job,mixed,15,2.038968,1.049185,1.0,1.0,0.75,0.0,0.0,1.000523,1.049185,1.630789,1.834408
job,mixed,16,1.580626,1.00818,1.0,1.0,0.864286,0.0,0.0,1.006958,1.00818,1.083953,1.303685
job,mixed,17,1.860233,1.021599,1.0,1.0,0.795238,0.0,0.0,1.009425,1.021599,1.215643,1.527254
job,mixed,18,2.063445,1.067043,1.0,1.0,0.75,0.0,0.0,1.001857,1.067043,1.359021,1.875079
job,mixed,19,1.864501,1.039864,1.0,1.0,0.795238,0.0,0.0,1.000415,1.039864,1.69723,2.099127
job,mixed,20,2.027994,1.016207,1.0,1.0,0.807143,0.0,0.0,1.009365,1.016207,1.33269,1.815539
job,mixed,21,2.045803,1.111385,1.0,1.0,0.761905,0.0,0.0,1.010743,1.111385,1.345961,1.656906
job,mixed,22,1.971867,1.010263,1.0,0.857143,0.752381,0.142857,0.020508203281312528,1.006979,1.010263,1.113887,1.451022
job,mixed,23,2.237413,1.027401,1.0,1.0,0.75,0.0,0.0,1.001272,1.027401,1.508783,1.985056
job,mixed,24,2.004975,1.0106,1.0,1.0,0.814286,0.0,0.0,1.003631,1.0106,1.243756,1.637227
job,mixed,25,1.900857,1.007691,1.0,1.0,0.75,0.0,0.0,1.001126,1.007691,1.206769,1.504777
job,mixed,26,1.551135,1.0103,0.895238,0.966667,0.75,-0.071429,0.005302120848339337,1.003631,1.0103,1.102336,1.231741
job,mixed,27,1.91434,1.756435,1.0,1.0,0.75,0.0,0.0,1.7563,1.756435,1.768921,2.010865
job,mixed,28,2.016069,1.002729,1.0,1.0,0.847619,0.0,0.0,1.001075,1.002729,1.117142,1.911398
job,mixed,29,1.862051,1.044387,1.0,1.0,0.75,0.0,0.0,1.004078,1.044387,1.190994,1.426619
job,mixed,30,2.089394,1.026312,1.0,1.0,0.75,0.0,0.0,1.001276,1.026312,1.254244,1.754084
job,mixed,31,1.923927,1.011081,1.0,1.0,0.75,0.0,0.0,1.009313,1.011081,1.136901,1.588569
job,mixed,32,1.9553,1.023236,1.0,1.0,0.82619,0.0,0.0,1.000344,1.023236,1.073536,1.29825
job,mixed,33,2.032073,1.002789,1.0,1.0,0.835714,0.0,0.0,1.000028,1.002789,1.176786,1.957165
job,mixed,34,2.125189,1.276154,1.0,1.0,0.82619,0.0,0.0,1.005179,1.276154,1.56161,1.926579
job,mixed,35,1.83225,1.137461,1.0,1.0,0.75,0.0,0.0,1.137259,1.137461,1.156206,1.643805
job,mixed,36,1.724244,1.00354,1.0,1.0,0.75,0.0,0.0,1.000037,1.00354,1.066839,1.41222
job,mixed,37,2.178142,1.950451,1.0,1.0,0.847619,0.0,0.0,1.950377,1.950451,1.957506,2.189408
job,mixed,38,2.225424,1.012651,1.0,0.938095,0.75,0.061905,0.004022942510337468,1.000129,1.012651,1.40846,1.93911
job,mixed,39,2.021233,1.248174,1.0,1.0,0.75,0.0,0.0,1.004539,1.248174,1.718866,1.942287
job,mixed,40,1.824503,1.015851,1.0,1.0,0.852381,0.0,0.0,1.009362,1.015851,1.276767,1.577761
job,mixed,41,1.982005,1.506565,1.0,0.942857,0.819048,0.057143,0.001428304655195411,1.506414,1.506565,1.521295,2.014305
job,mixed,42,1.841867,1.086241,1.0,1.0,0.828571,0.0,0.0,1.086178,1.086241,1.09247,1.411126
job,mixed,43,1.779737,1.004582,1.0,0.971429,0.85,0.028571,0.0009323729491796715,1.00357,1.004582,1.086111,1.564223
job,mixed,44,1.813875,1.010594,0.87619,0.947619,0.75,-0.071429,0.005302120848339337,1.006983,1.010594,1.089093,1.332068
job,mixed,45,1.588703,1.007505,1.0,0.719048,0.75,0.280952,0.01787915166066427,1.006951,1.007505,1.045302,1.305766
job,mixed,46,1.761318,1.003912,0.995238,0.909524,0.75,0.085714,0.004200346805388822,1.003563,1.003912,1.035545,1.416532
job,mixed,47,2.0113,1.011564,1.0,0.980952,0.785714,0.019048,0.0003289315726290517,1.009318,1.011564,1.159093,1.577124
job,mixed,48,2.044607,1.0108,1.0,1.0,0.795238,0.0,0.0,1.001101,1.0108,1.153303,1.724434
job,mixed,49,1.996825,1.028083,1.0,1.0,0.75,0.0,0.0,1.009499,1.028083,1.230619,1.589884
pgbench,template_only,0,1.045738,1.045738,0.75,0.75,0.75,0.0,0.0,1.045738,1.045738,1.045738,1.045738
pgbench,template_only,1,1.0,1.0,0.916667,0.916667,0.916667,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,template_only,2,1.017159,1.017159,0.916667,0.916667,0.916667,0.0,0.0,1.017159,1.017159,1.017159,1.017159
pgbench,template_only,3,1.030119,1.030119,0.916667,0.916667,0.916667,0.0,0.0,1.030119,1.030119,1.030119,1.030119
pgbench,template_only,4,1.040727,1.040727,0.833333,0.833333,0.833333,0.0,0.0,1.040727,1.040727,1.040727,1.040727
pgbench,template_only,5,1.017786,1.017786,0.833333,0.833333,0.833333,0.0,0.0,1.017786,1.017786,1.017786,1.017786
pgbench,template_only,6,1.033273,1.033273,1.0,1.0,1.0,0.0,0.0,1.033273,1.033273,1.033273,1.033273
pgbench,template_only,7,1.0,1.0,0.666667,0.666667,0.666667,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,template_only,8,1.060898,1.060898,0.916667,0.916667,0.916667,0.0,0.0,1.060898,1.060898,1.060898,1.060898
pgbench,template_only,9,1.08828,1.08828,0.916667,0.916667,0.916667,0.0,0.0,1.08828,1.08828,1.08828,1.08828
pgbench,template_only,10,1.035094,1.035094,0.916667,0.916667,0.916667,0.0,0.0,1.035094,1.035094,1.035094,1.035094
pgbench,template_only,11,1.037642,1.037642,0.916667,0.916667,0.916667,0.0,0.0,1.037642,1.037642,1.037642,1.037642
pgbench,template_only,12,1.0,1.0,0.75,0.75,0.75,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,template_only,13,1.029922,1.029922,0.833333,0.833333,0.833333,0.0,0.0,1.029922,1.029922,1.029922,1.029922
pgbench,template_only,14,1.064135,1.064135,0.916667,0.916667,0.916667,0.0,0.0,1.064135,1.064135,1.064135,1.064135
pgbench,template_only,15,1.099468,1.099468,0.75,0.75,0.75,0.0,0.0,1.099468,1.099468,1.099468,1.099468
pgbench,template_only,16,1.031513,1.031513,0.833333,0.833333,0.833333,0.0,0.0,1.031513,1.031513,1.031513,1.031513
pgbench,template_only,17,1.07498,1.07498,0.75,0.75,0.75,0.0,0.0,1.07498,1.07498,1.07498,1.07498
pgbench,template_only,18,1.027452,1.027452,0.916667,0.916667,0.916667,0.0,0.0,1.027452,1.027452,1.027452,1.027452
pgbench,template_only,19,1.002717,1.002717,0.75,0.75,0.75,0.0,0.0,1.002717,1.002717,1.002717,1.002717
pgbench,template_only,20,1.027452,1.027452,0.916667,0.916667,0.916667,0.0,0.0,1.027452,1.027452,1.027452,1.027452
pgbench,template_only,21,1.0,1.0,0.75,0.75,0.75,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,template_only,22,1.037625,1.037625,1.0,1.0,1.0,0.0,0.0,1.037625,1.037625,1.037625,1.037625
pgbench,template_only,23,1.02018,1.02018,0.916667,0.916667,0.916667,0.0,0.0,1.02018,1.02018,1.02018,1.02018
pgbench,template_only,24,1.030679,1.030679,0.75,0.75,0.75,0.0,0.0,1.030679,1.030679,1.030679,1.030679
pgbench,template_only,25,1.0,1.0,0.75,0.75,0.75,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,template_only,26,1.017159,1.017159,0.916667,0.916667,0.916667,0.0,0.0,1.017159,1.017159,1.017159,1.017159
pgbench,template_only,27,1.045738,1.045738,0.75,0.75,0.75,0.0,0.0,1.045738,1.045738,1.045738,1.045738
pgbench,template_only,28,1.0,1.0,0.583333,0.583333,0.583333,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,template_only,29,1.034386,1.034386,0.833333,0.833333,0.833333,0.0,0.0,1.034386,1.034386,1.034386,1.034386
pgbench,template_only,30,1.017194,1.017194,1.0,1.0,1.0,0.0,0.0,1.017194,1.017194,1.017194,1.017194
pgbench,template_only,31,1.024384,1.024384,0.833333,0.833333,0.833333,0.0,0.0,1.024384,1.024384,1.024384,1.024384
pgbench,template_only,32,1.014624,1.014624,0.75,0.75,0.75,0.0,0.0,1.014624,1.014624,1.014624,1.014624
pgbench,template_only,33,1.01744,1.01744,0.916667,0.916667,0.916667,0.0,0.0,1.01744,1.01744,1.01744,1.01744
pgbench,template_only,34,1.056342,1.056342,0.833333,0.833333,0.833333,0.0,0.0,1.056342,1.056342,1.056342,1.056342
pgbench,template_only,35,1.018529,1.018529,1.0,1.0,1.0,0.0,0.0,1.018529,1.018529,1.018529,1.018529
pgbench,template_only,36,1.11797,1.11797,0.916667,0.916667,0.916667,0.0,0.0,1.11797,1.11797,1.11797,1.11797
pgbench,template_only,37,1.02858,1.02858,0.916667,0.916667,0.916667,0.0,0.0,1.02858,1.02858,1.02858,1.02858
pgbench,template_only,38,1.02858,1.02858,0.916667,0.916667,0.916667,0.0,0.0,1.02858,1.02858,1.02858,1.02858
pgbench,template_only,39,1.096351,1.096351,0.75,0.75,0.75,0.0,0.0,1.096351,1.096351,1.096351,1.096351
pgbench,template_only,40,1.02289,1.02289,0.75,0.75,0.75,0.0,0.0,1.02289,1.02289,1.02289,1.02289
pgbench,template_only,41,1.002717,1.002717,0.75,0.75,0.75,0.0,0.0,1.002717,1.002717,1.002717,1.002717
pgbench,template_only,42,1.020447,1.020447,0.75,0.75,0.75,0.0,0.0,1.020447,1.020447,1.020447,1.020447
pgbench,template_only,43,1.045121,1.045121,0.916667,0.916667,0.916667,0.0,0.0,1.045121,1.045121,1.045121,1.045121
pgbench,template_only,44,1.020447,1.020447,0.75,0.75,0.75,0.0,0.0,1.020447,1.020447,1.020447,1.020447
pgbench,template_only,45,1.028735,1.028735,0.916667,0.916667,0.916667,0.0,0.0,1.028735,1.028735,1.028735,1.028735
pgbench,template_only,46,1.0,1.0,0.833333,0.833333,0.833333,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,template_only,47,1.050935,1.050935,1.0,1.0,1.0,0.0,0.0,1.050935,1.050935,1.050935,1.050935
pgbench,template_only,48,1.037625,1.037625,1.0,1.0,1.0,0.0,0.0,1.037625,1.037625,1.037625,1.037625
pgbench,template_only,49,1.029922,1.029922,0.833333,0.833333,0.833333,0.0,0.0,1.029922,1.029922,1.029922,1.029922
pgbench,volume_only,0,1.009296,1.009296,1.0,1.0,1.0,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,volume_only,1,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,volume_only,3,1.009067,1.009067,1.0,1.0,1.0,0.0,0.0,1.009067,1.009067,1.009067,1.009067
pgbench,volume_only,4,1.003423,1.003423,1.0,1.0,1.0,0.0,0.0,1.003423,1.003423,1.003423,1.003423
pgbench,volume_only,5,1.006008,1.006008,1.0,1.0,1.0,0.0,0.0,1.006008,1.006008,1.006008,1.006008
pgbench,volume_only,6,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,7,1.009296,1.009296,1.0,1.0,1.0,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,volume_only,8,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,9,1.011074,1.011074,1.0,1.0,1.0,0.0,0.0,1.011074,1.011074,1.011074,1.011074
pgbench,volume_only,10,1.006845,1.006845,1.0,1.0,1.0,0.0,0.0,1.006845,1.006845,1.006845,1.006845
pgbench,volume_only,11,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,12,1.008547,1.008547,1.0,1.0,1.0,0.0,0.0,1.008547,1.008547,1.008547,1.008547
pgbench,volume_only,13,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,14,1.008547,1.008547,1.0,1.0,1.0,0.0,0.0,1.008547,1.008547,1.008547,1.008547
pgbench,volume_only,15,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,16,1.010136,1.010136,1.0,1.0,1.0,0.0,0.0,1.010136,1.010136,1.010136,1.010136
pgbench,volume_only,17,1.010136,1.010136,1.0,1.0,1.0,0.0,0.0,1.010136,1.010136,1.010136,1.010136
pgbench,volume_only,18,1.010136,1.010136,1.0,1.0,1.0,0.0,0.0,1.010136,1.010136,1.010136,1.010136
pgbench,volume_only,19,1.009067,1.009067,1.0,1.0,1.0,0.0,0.0,1.009067,1.009067,1.009067,1.009067
pgbench,volume_only,20,1.009296,1.009296,1.0,1.0,1.0,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,volume_only,21,1.006845,1.006845,1.0,1.0,1.0,0.0,0.0,1.006845,1.006845,1.006845,1.006845
pgbench,volume_only,22,1.009296,1.009296,1.0,1.0,1.0,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,volume_only,23,1.005117,1.005117,1.0,1.0,1.0,0.0,0.0,1.005117,1.005117,1.005117,1.005117
pgbench,volume_only,24,1.009296,1.009296,1.0,1.0,1.0,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,volume_only,25,1.006008,1.006008,1.0,1.0,1.0,0.0,0.0,1.006008,1.006008,1.006008,1.006008
pgbench,volume_only,26,1.006845,1.006845,1.0,1.0,1.0,0.0,0.0,1.006845,1.006845,1.006845,1.006845
pgbench,volume_only,27,1.001058,1.001058,1.0,1.0,1.0,0.0,0.0,1.001058,1.001058,1.001058,1.001058
pgbench,volume_only,28,1.001058,1.001058,1.0,1.0,1.0,0.0,0.0,1.001058,1.001058,1.001058,1.001058
pgbench,volume_only,29,1.008547,1.008547,1.0,1.0,1.0,0.0,0.0,1.008547,1.008547,1.008547,1.008547
pgbench,volume_only,30,1.012361,1.012361,1.0,1.0,1.0,0.0,0.0,1.012361,1.012361,1.012361,1.012361
pgbench,volume_only,31,1.006845,1.006845,1.0,1.0,1.0,0.0,0.0,1.006845,1.006845,1.006845,1.006845
pgbench,volume_only,32,1.009067,1.009067,1.0,1.0,1.0,0.0,0.0,1.009067,1.009067,1.009067,1.009067
pgbench,volume_only,33,1.006578,1.006578,1.0,1.0,1.0,0.0,0.0,1.006578,1.006578,1.006578,1.006578
pgbench,volume_only,34,1.01022,1.01022,1.0,1.0,1.0,0.0,0.0,1.01022,1.01022,1.01022,1.01022
pgbench,volume_only,35,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,36,1.006578,1.006578,1.0,1.0,1.0,0.0,0.0,1.006578,1.006578,1.006578,1.006578
pgbench,volume_only,37,1.010136,1.010136,1.0,1.0,1.0,0.0,0.0,1.010136,1.010136,1.010136,1.010136
pgbench,volume_only,38,1.009296,1.009296,1.0,1.0,1.0,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,volume_only,39,1.006008,1.006008,1.0,1.0,1.0,0.0,0.0,1.006008,1.006008,1.006008,1.006008
pgbench,volume_only,40,1.001058,1.001058,1.0,1.0,1.0,0.0,0.0,1.001058,1.001058,1.001058,1.001058
pgbench,volume_only,41,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,42,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,43,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,volume_only,44,1.001058,1.001058,1.0,1.0,1.0,0.0,0.0,1.001058,1.001058,1.001058,1.001058
pgbench,volume_only,45,1.009296,1.009296,1.0,1.0,1.0,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,volume_only,46,1.008547,1.008547,1.0,1.0,1.0,0.0,0.0,1.008547,1.008547,1.008547,1.008547
pgbench,volume_only,47,1.010136,1.010136,1.0,1.0,1.0,0.0,0.0,1.010136,1.010136,1.010136,1.010136
pgbench,volume_only,48,1.006578,1.006578,1.0,1.0,1.0,0.0,0.0,1.006578,1.006578,1.006578,1.006578
pgbench,volume_only,49,1.007878,1.007878,1.0,1.0,1.0,0.0,0.0,1.007878,1.007878,1.007878,1.007878
pgbench,mixed,0,1.662791,1.662791,0.916667,0.916667,0.75,0.0,0.0,1.662791,1.662791,1.662791,1.662791
pgbench,mixed,1,1.984341,1.984341,0.833333,0.833333,0.75,0.0,0.0,1.984341,1.984341,1.984341,1.984341
pgbench,mixed,2,1.92587,1.92587,0.916667,0.666667,0.75,0.25,0.012500000000000004,1.92587,1.92587,1.92587,1.92587
pgbench,mixed,3,1.921256,1.921256,0.916667,0.916667,0.75,0.0,0.0,1.921256,1.921256,1.921256,1.921256
pgbench,mixed,4,1.994817,1.994817,0.833333,0.833333,0.75,0.0,0.0,1.994817,1.994817,1.994817,1.994817
pgbench,mixed,5,1.995067,1.995067,0.916667,0.916667,0.75,0.0,0.0,1.995067,1.995067,1.995067,1.995067
pgbench,mixed,6,1.723348,1.723348,0.916667,0.916667,0.75,0.0,0.0,1.723348,1.723348,1.723348,1.723348
pgbench,mixed,7,1.540132,1.540132,1.0,1.0,0.75,0.0,0.0,1.540132,1.540132,1.540132,1.540132
pgbench,mixed,8,1.730524,1.730524,0.916667,0.666667,0.75,0.25,0.012500000000000004,1.730524,1.730524,1.730524,1.730524
pgbench,mixed,9,1.963579,1.963579,0.833333,0.833333,0.75,0.0,0.0,1.963579,1.963579,1.963579,1.963579
pgbench,mixed,10,1.726753,1.726753,0.916667,0.916667,0.75,0.0,0.0,1.726753,1.726753,1.726753,1.726753
pgbench,mixed,11,1.539284,1.539284,1.0,1.0,0.75,0.0,0.0,1.539284,1.539284,1.539284,1.539284
pgbench,mixed,12,1.84477,1.84477,1.0,1.0,0.75,0.0,0.0,1.84477,1.84477,1.84477,1.84477
pgbench,mixed,13,1.95199,1.95199,0.833333,0.833333,0.75,0.0,0.0,1.95199,1.95199,1.95199,1.95199
pgbench,mixed,14,1.0,1.0,0.75,0.75,0.75,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,mixed,15,1.656444,1.656444,0.916667,0.666667,0.75,0.25,0.012500000000000004,1.656444,1.656444,1.656444,1.656444
pgbench,mixed,16,1.790493,1.790493,1.0,1.0,0.75,0.0,0.0,1.790493,1.790493,1.790493,1.790493
pgbench,mixed,17,1.932398,1.932398,0.833333,0.583333,0.75,0.25,0.012500000000000004,1.932398,1.932398,1.932398,1.932398
pgbench,mixed,18,2.019825,2.019825,0.916667,0.916667,0.75,0.0,0.0,2.019825,2.019825,2.019825,2.019825
pgbench,mixed,19,1.934482,1.934482,0.916667,0.916667,0.75,0.0,0.0,1.934482,1.934482,1.934482,1.934482
pgbench,mixed,20,1.977538,1.977538,0.916667,0.916667,0.75,0.0,0.0,1.977538,1.977538,1.977538,1.977538
pgbench,mixed,21,1.745985,1.745985,0.916667,0.916667,0.75,0.0,0.0,1.745985,1.745985,1.745985,1.745985
pgbench,mixed,22,1.753517,1.753517,0.916667,0.916667,0.75,0.0,0.0,1.753517,1.753517,1.753517,1.753517
pgbench,mixed,23,1.994817,1.994817,0.833333,0.833333,0.75,0.0,0.0,1.994817,1.994817,1.994817,1.994817
pgbench,mixed,24,1.730524,1.730524,0.916667,0.666667,0.75,0.25,0.012500000000000004,1.730524,1.730524,1.730524,1.730524
pgbench,mixed,25,1.567204,1.567204,1.0,1.0,0.75,0.0,0.0,1.567204,1.567204,1.567204,1.567204
pgbench,mixed,26,1.824109,1.824109,0.916667,0.916667,0.75,0.0,0.0,1.824109,1.824109,1.824109,1.824109
pgbench,mixed,27,1.730524,1.730524,0.916667,0.666667,0.75,0.25,0.012500000000000004,1.730524,1.730524,1.730524,1.730524
pgbench,mixed,28,1.973512,1.973512,0.833333,0.833333,0.75,0.0,0.0,1.973512,1.973512,1.973512,1.973512
pgbench,mixed,29,1.0,1.0,0.75,0.75,0.75,0.0,0.0,1.0,1.0,1.0,1.0
pgbench,mixed,30,1.735592,1.735592,1.0,1.0,0.75,0.0,0.0,1.735592,1.735592,1.735592,1.735592
pgbench,mixed,31,1.009296,1.009296,0.75,0.75,0.75,0.0,0.0,1.009296,1.009296,1.009296,1.009296
pgbench,mixed,32,1.9903,1.9903,0.916667,0.916667,0.75,0.0,0.0,1.9903,1.9903,1.9903,1.9903
pgbench,mixed,33,1.00356,1.00356,0.75,0.75,0.75,0.0,0.0,1.00356,1.00356,1.00356,1.00356
pgbench,mixed,34,1.896389,1.896389,0.916667,0.916667,0.75,0.0,0.0,1.896389,1.896389,1.896389,1.896389
pgbench,mixed,35,1.553827,1.553827,1.0,1.0,0.75,0.0,0.0,1.553827,1.553827,1.553827,1.553827
pgbench,mixed,36,1.719095,1.719095,0.916667,0.916667,0.75,0.0,0.0,1.719095,1.719095,1.719095,1.719095
pgbench,mixed,37,1.999956,1.999956,0.833333,0.833333,0.75,0.0,0.0,1.999956,1.999956,1.999956,1.999956
pgbench,mixed,38,1.869793,1.869793,1.0,1.0,0.75,0.0,0.0,1.869793,1.869793,1.869793,1.869793
pgbench,mixed,39,1.532932,1.532932,1.0,1.0,0.75,0.0,0.0,1.532932,1.532932,1.532932,1.532932
pgbench,mixed,40,1.877372,1.877372,0.833333,0.833333,0.75,0.0,0.0,1.877372,1.877372,1.877372,1.877372
pgbench,mixed,41,1.723144,1.723144,0.916667,0.666667,0.75,0.25,0.012500000000000004,1.723144,1.723144,1.723144,1.723144
pgbench,mixed,42,1.862969,1.862969,1.0,1.0,0.75,0.0,0.0,1.862969,1.862969,1.862969,1.862969
pgbench,mixed,43,1.798695,1.798695,1.0,1.0,0.75,0.0,0.0,1.798695,1.798695,1.798695,1.798695
pgbench,mixed,44,1.997611,1.997611,0.833333,0.833333,0.75,0.0,0.0,1.997611,1.997611,1.997611,1.997611
pgbench,mixed,45,1.872709,1.872709,1.0,1.0,0.75,0.0,0.0,1.872709,1.872709,1.872709,1.872709
pgbench,mixed,46,1.865966,1.865966,0.833333,0.833333,0.75,0.0,0.0,1.865966,1.865966,1.865966,1.865966
pgbench,mixed,47,1.627983,1.627983,0.916667,0.916667,0.75,0.0,0.0,1.627983,1.627983,1.627983,1.627983
pgbench,mixed,48,1.84477,1.84477,1.0,1.0,0.75,0.0,0.0,1.84477,1.84477,1.84477,1.84477
pgbench,mixed,49,1.738832,1.738832,0.916667,0.916667,0.75,0.0,0.0,1.738832,1.738832,1.738832,1.738832
