workload,config,seed,policy,n,onsets,recall,recall_lag3,mean_delay,T_hits,T_n,V_hits,V_n,fa,fa_lag3,auc,feat_ms_per_win,feat_pct,arith_s,note
tpch,template_only,0,dci_v2_P1,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9095,2.32325,100.0,0.00137,
tpch,template_only,0,dci_v2_P2,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9214,1.25067,53.83,0.00114,
tpch,template_only,0,dci_v2_P4,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9214,0.74261,31.96,0.00105,
tpch,template_only,0,dci_v2_P8,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9214,0.46035,19.82,0.00104,
tpch,template_only,0,dci_v1,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9619,2.32325,100.0,0.0039,
tpch,template_only,0,always_multiD,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9167,2.32325,100.0,0.00075,
tpch,template_only,0,best_axis_oracle,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9167,0.09575,4.12,0.00231,S_R
tpch,template_only,0,union4_raw,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9167,0.11528,4.96,0.00195,
tpch,template_only,0,union4_bonf,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9167,0.11528,4.96,0.00196,
tpch,template_only,0,every_k2,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,,1.13329,48.78,6e-05,offset=1
tpch,template_only,0,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=1
tpch,template_only,0,every_k4,41,6,0.5,0.5,0.0,3,6,0,0,0,0,,0.56665,24.39,2e-05,offset=1
tpch,template_only,0,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,0.07232,
tpch,template_only,0,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,0,mcusum,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9167,2.32325,100.0,6e-05,
tpch,template_only,0,sketch1,41,6,0.8333,0.8333,0.0,5,6,0,0,0,0,0.9167,2.32325,100.0,0.00079,
tpch,template_only,1,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00109,
tpch,template_only,1,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00111,
tpch,template_only,1,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00105,
tpch,template_only,1,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00102,
tpch,template_only,1,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00164,
tpch,template_only,1,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,1,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00231,S_R
tpch,template_only,1,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00194,
tpch,template_only,1,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00195,
tpch,template_only,1,every_k2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,1.13329,48.78,7e-05,offset=1
tpch,template_only,1,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=1
tpch,template_only,1,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.56665,24.39,2e-05,offset=2
tpch,template_only,1,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,1,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,1,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,6e-05,
tpch,template_only,1,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00075,
tpch,template_only,2,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00105,
tpch,template_only,2,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00111,
tpch,template_only,2,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00104,
tpch,template_only,2,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00101,
tpch,template_only,2,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00161,
tpch,template_only,2,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00075,
tpch,template_only,2,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00231,S_R
tpch,template_only,2,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,2,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00194,
tpch,template_only,2,every_k2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,1.13329,48.78,5e-05,offset=1
tpch,template_only,2,every_k3,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,0.73664,31.71,3e-05,offset=2
tpch,template_only,2,every_k4,41,6,0.5,0.5,0.0,3,6,0,0,0,0,,0.56665,24.39,2e-05,offset=3
tpch,template_only,2,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,2,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,2,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,6e-05,
tpch,template_only,2,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00075,
tpch,template_only,3,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00106,
tpch,template_only,3,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00111,
tpch,template_only,3,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00104,
tpch,template_only,3,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00102,
tpch,template_only,3,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00167,
tpch,template_only,3,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,3,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.0023,S_R
tpch,template_only,3,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00194,
tpch,template_only,3,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00194,
tpch,template_only,3,every_k2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,1.13329,48.78,4e-05,offset=1
tpch,template_only,3,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=0
tpch,template_only,3,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.62331,26.83,2e-05,offset=0
tpch,template_only,3,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,3,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,3,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,3,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,4,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00105,
tpch,template_only,4,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00112,
tpch,template_only,4,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00106,
tpch,template_only,4,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00103,
tpch,template_only,4,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00163,
tpch,template_only,4,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00075,
tpch,template_only,4,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00231,S_R
tpch,template_only,4,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00198,
tpch,template_only,4,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,4,every_k2,41,6,0.0,0.0,,0,6,0,0,0,0,,1.18996,51.22,5e-05,offset=0
tpch,template_only,4,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=0
tpch,template_only,4,every_k4,41,6,0.5,0.5,0.0,3,6,0,0,0,0,,0.56665,24.39,2e-05,offset=1
tpch,template_only,4,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,4,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,4,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,4,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,5,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00103,
tpch,template_only,5,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.0011,
tpch,template_only,5,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00104,
tpch,template_only,5,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00101,
tpch,template_only,5,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00159,
tpch,template_only,5,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,5,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00233,S_R
tpch,template_only,5,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00197,
tpch,template_only,5,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00195,
tpch,template_only,5,every_k2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,1.13329,48.78,4e-05,offset=1
tpch,template_only,5,every_k3,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,0.73664,31.71,3e-05,offset=2
tpch,template_only,5,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.56665,24.39,2e-05,offset=2
tpch,template_only,5,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,5,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,5,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,6e-05,
tpch,template_only,5,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,6,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00103,
tpch,template_only,6,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.0011,
tpch,template_only,6,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00104,
tpch,template_only,6,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00101,
tpch,template_only,6,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.0016,
tpch,template_only,6,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,6,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00232,S_R
tpch,template_only,6,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,6,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00195,
tpch,template_only,6,every_k2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,1.13329,48.78,5e-05,offset=1
tpch,template_only,6,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=0
tpch,template_only,6,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.62331,26.83,3e-05,offset=0
tpch,template_only,6,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,6,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,6,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,6,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,7,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00102,
tpch,template_only,7,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00111,
tpch,template_only,7,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00107,
tpch,template_only,7,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00103,
tpch,template_only,7,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00169,
tpch,template_only,7,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00076,
tpch,template_only,7,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00231,S_R
tpch,template_only,7,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00197,
tpch,template_only,7,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00195,
tpch,template_only,7,every_k2,41,6,0.0,0.0,,0,6,0,0,0,0,,1.18996,51.22,4e-05,offset=0
tpch,template_only,7,every_k3,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,0.73664,31.71,3e-05,offset=2
tpch,template_only,7,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.56665,24.39,2e-05,offset=2
tpch,template_only,7,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,7,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,7,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,7,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,8,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00103,
tpch,template_only,8,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00111,
tpch,template_only,8,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00104,
tpch,template_only,8,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00101,
tpch,template_only,8,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00161,
tpch,template_only,8,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,8,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00231,S_R
tpch,template_only,8,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00198,
tpch,template_only,8,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,8,every_k2,41,6,0.0,0.0,,0,6,0,0,0,0,,1.18996,51.22,5e-05,offset=0
tpch,template_only,8,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=1
tpch,template_only,8,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.56665,24.39,2e-05,offset=2
tpch,template_only,8,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,8,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,8,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,8,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00075,
tpch,template_only,9,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00103,
tpch,template_only,9,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00111,
tpch,template_only,9,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00105,
tpch,template_only,9,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00102,
tpch,template_only,9,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00161,
tpch,template_only,9,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,9,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00232,S_R
tpch,template_only,9,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00195,
tpch,template_only,9,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00194,
tpch,template_only,9,every_k2,41,6,0.0,0.0,,0,6,0,0,0,0,,1.18996,51.22,5e-05,offset=0
tpch,template_only,9,every_k3,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,0.73664,31.71,3e-05,offset=2
tpch,template_only,9,every_k4,41,6,0.5,0.5,0.0,3,6,0,0,0,0,,0.56665,24.39,2e-05,offset=3
tpch,template_only,9,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,9,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,9,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,6e-05,
tpch,template_only,9,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,10,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00104,
tpch,template_only,10,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.00111,
tpch,template_only,10,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00105,
tpch,template_only,10,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00101,
tpch,template_only,10,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00161,
tpch,template_only,10,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,10,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.0023,S_R
tpch,template_only,10,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,10,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00194,
tpch,template_only,10,every_k2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,1.13329,48.78,4e-05,offset=1
tpch,template_only,10,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=0
tpch,template_only,10,every_k4,41,6,0.5,0.5,0.0,3,6,0,0,0,0,,0.56665,24.39,2e-05,offset=1
tpch,template_only,10,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,10,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,10,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,10,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,11,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00102,
tpch,template_only,11,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.0011,
tpch,template_only,11,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00104,
tpch,template_only,11,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00101,
tpch,template_only,11,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00159,
tpch,template_only,11,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00073,
tpch,template_only,11,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00232,S_R
tpch,template_only,11,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,11,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00195,
tpch,template_only,11,every_k2,41,6,0.0,0.0,,0,6,0,0,0,0,,1.18996,51.22,4e-05,offset=0
tpch,template_only,11,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=0
tpch,template_only,11,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.56665,24.39,2e-05,offset=2
tpch,template_only,11,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,11,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,11,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,11,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,12,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00103,
tpch,template_only,12,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.0011,
tpch,template_only,12,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00105,
tpch,template_only,12,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00101,
tpch,template_only,12,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.0016,
tpch,template_only,12,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,12,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00231,S_R
tpch,template_only,12,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00197,
tpch,template_only,12,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00195,
tpch,template_only,12,every_k2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,,1.13329,48.78,4e-05,offset=1
tpch,template_only,12,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=1
tpch,template_only,12,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.62331,26.83,2e-05,offset=0
tpch,template_only,12,adwin,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,12,adwin_s,41,6,0.0,0.0,,0,6,0,0,0,0,,2.32325,100.0,2e-05,
tpch,template_only,12,mcusum,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,5e-05,
tpch,template_only,12,sketch1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00075,
tpch,template_only,13,dci_v2_P1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00103,
tpch,template_only,13,dci_v2_P2,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,1.25067,53.83,0.0011,
tpch,template_only,13,dci_v2_P4,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.74261,31.96,0.00104,
tpch,template_only,13,dci_v2_P8,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.46035,19.82,0.00102,
tpch,template_only,13,dci_v1,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.0016,
tpch,template_only,13,always_multiD,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,2.32325,100.0,0.00074,
tpch,template_only,13,best_axis_oracle,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.09575,4.12,0.00231,S_R
tpch,template_only,13,union4_raw,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,13,union4_bonf,41,6,1.0,1.0,0.0,6,6,0,0,0,0,1.0,0.11528,4.96,0.00196,
tpch,template_only,13,every_k2,41,6,0.0,0.0,,0,6,0,0,0,0,,1.18996,51.22,4e-05,offset=0
tpch,template_only,13,every_k3,41,6,0.0,0.0,,0,6,0,0,0,0,,0.79331,34.15,3e-05,offset=0
tpch,template_only,13,every_k4,41,6,0.0,0.0,,0,6,0,0,0,0,,0.56665,24.39,2e-05,offset=2
