workload,config,seed,policy,n_windows,n_onsets,onsets_hit,recall,mean_lag,false_alarms,advisor_calls,frac_5d_windows,monitor_cost_ms_per_window
tpch,template_only,37,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,37,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,38,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,38,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,38,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,39,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,39,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,39,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,40,always_5D,41,6,5,0.8333333333333334,0.0,0,5,1.0,2.348561333337177
tpch,template_only,40,dci_gated,41,6,5,0.8333333333333334,0.0,0,5,0.04878048780487805,0.12287928998031117
tpch,template_only,40,always_1D,41,6,5,0.8333333333333334,0.0,0,5,0.04878048780487805,0.12287928998031117
tpch,template_only,41,always_5D,41,6,5,0.8333333333333334,0.0,0,5,1.0,2.348561333337177
tpch,template_only,41,dci_gated,41,6,5,0.8333333333333334,0.0,0,5,0.04878048780487805,0.12287928998031117
tpch,template_only,41,always_1D,41,6,5,0.8333333333333334,0.0,0,5,0.04878048780487805,0.12287928998031117
tpch,template_only,42,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,42,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,42,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,43,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,43,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,43,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,44,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,44,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,44,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,45,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,45,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,45,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,46,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,46,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,46,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,47,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,47,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,47,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,48,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,48,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,48,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,49,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
tpch,template_only,49,dci_gated,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,template_only,49,always_1D,41,6,6,1.0,0.0,0,6,0.04878048780487805,0.12287928998031117
tpch,volume_only,0,always_5D,41,6,6,1.0,0.0,16,22,1.0,2.348561333337177
tpch,volume_only,0,dci_gated,41,6,6,1.0,0.0,16,22,0.12195121951219512,0.2940856010077628
tpch,volume_only,0,always_1D,41,6,6,1.0,0.0,16,22,0.04878048780487805,0.12287928998031117
tpch,volume_only,1,always_5D,41,6,6,1.0,0.0,23,29,1.0,2.348561333337177
tpch,volume_only,1,dci_gated,41,6,6,1.0,0.0,23,29,0.2682926829268293,0.6364982230626651
tpch,volume_only,1,always_1D,41,6,6,1.0,0.0,23,29,0.04878048780487805,0.12287928998031117
tpch,volume_only,2,always_5D,41,6,6,1.0,0.0,25,31,1.0,2.348561333337177
tpch,volume_only,2,dci_gated,41,6,6,1.0,0.0,25,31,0.17073170731707318,0.40822314169272955
tpch,volume_only,2,always_1D,41,6,6,1.0,0.0,25,31,0.04878048780487805,0.12287928998031117
tpch,volume_only,3,always_5D,41,6,6,1.0,0.0,22,28,1.0,2.348561333337177
tpch,volume_only,3,dci_gated,41,6,6,1.0,0.0,22,28,0.17073170731707318,0.40822314169272966
tpch,volume_only,3,always_1D,41,6,6,1.0,0.0,22,28,0.04878048780487805,0.12287928998031117
tpch,volume_only,4,always_5D,41,6,6,1.0,0.0,16,22,1.0,2.348561333337177
tpch,volume_only,4,dci_gated,41,6,6,1.0,0.0,16,22,0.6341463414634146,1.4925297781999218
tpch,volume_only,4,always_1D,41,6,6,1.0,0.0,16,22,0.04878048780487805,0.12287928998031117
tpch,volume_only,5,always_5D,41,6,6,1.0,0.0,22,28,1.0,2.348561333337177
tpch,volume_only,5,dci_gated,41,6,6,1.0,0.0,22,28,0.24390243902439024,0.5794294527201809
tpch,volume_only,5,always_1D,41,6,6,1.0,0.0,22,28,0.04878048780487805,0.12287928998031117
tpch,volume_only,6,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,6,dci_gated,41,6,6,1.0,0.0,19,25,0.07317073170731707,0.17994806032279492
tpch,volume_only,6,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,7,always_5D,41,6,6,1.0,0.0,13,19,1.0,2.348561333337177
tpch,volume_only,7,dci_gated,41,6,6,1.0,0.0,13,19,0.07317073170731707,0.17994806032279492
tpch,volume_only,7,always_1D,41,6,6,1.0,0.0,13,19,0.04878048780487805,0.12287928998031117
tpch,volume_only,8,always_5D,41,6,6,1.0,0.0,29,35,1.0,2.348561333337177
tpch,volume_only,8,dci_gated,41,6,6,1.0,0.0,29,35,0.12195121951219512,0.29408560100776293
tpch,volume_only,8,always_1D,41,6,6,1.0,0.0,29,35,0.04878048780487805,0.12287928998031117
tpch,volume_only,9,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,9,dci_gated,41,6,6,1.0,0.0,18,24,0.5365853658536586,1.2642546968299875
tpch,volume_only,9,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,10,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,10,dci_gated,41,6,6,1.0,0.0,19,25,0.07317073170731707,0.17994806032279492
tpch,volume_only,10,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,11,always_5D,41,6,6,1.0,0.0,16,22,1.0,2.348561333337177
tpch,volume_only,11,dci_gated,41,6,6,1.0,0.0,16,22,0.6097560975609756,1.4354610078574384
tpch,volume_only,11,always_1D,41,6,6,1.0,0.0,16,22,0.04878048780487805,0.12287928998031117
tpch,volume_only,12,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,12,dci_gated,41,6,6,1.0,0.0,18,24,0.07317073170731707,0.17994806032279492
tpch,volume_only,12,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,13,always_5D,41,6,6,1.0,0.0,20,26,1.0,2.348561333337177
tpch,volume_only,13,dci_gated,41,6,6,1.0,0.0,20,26,0.0975609756097561,0.2370168306652793
tpch,volume_only,13,always_1D,41,6,6,1.0,0.0,20,26,0.04878048780487805,0.12287928998031117
tpch,volume_only,14,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,14,dci_gated,41,6,6,1.0,0.0,18,24,0.17073170731707318,0.4082231416927299
tpch,volume_only,14,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,15,always_5D,41,6,6,1.0,0.0,20,26,1.0,2.348561333337177
tpch,volume_only,15,dci_gated,41,6,6,1.0,0.0,20,26,0.07317073170731707,0.17994806032279492
tpch,volume_only,15,always_1D,41,6,6,1.0,0.0,20,26,0.04878048780487805,0.12287928998031117
tpch,volume_only,16,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,16,dci_gated,41,6,6,1.0,0.0,18,24,0.6829268292682927,1.6066673188848892
tpch,volume_only,16,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,17,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,17,dci_gated,41,6,6,1.0,0.0,18,24,0.17073170731707318,0.4082231416927299
tpch,volume_only,17,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,18,always_5D,41,6,6,1.0,0.0,24,30,1.0,2.348561333337177
tpch,volume_only,18,dci_gated,41,6,6,1.0,0.0,24,30,0.14634146341463414,0.3511543713502469
tpch,volume_only,18,always_1D,41,6,6,1.0,0.0,24,30,0.04878048780487805,0.12287928998031117
tpch,volume_only,19,always_5D,41,6,6,1.0,0.0,17,23,1.0,2.348561333337177
tpch,volume_only,19,dci_gated,41,6,6,1.0,0.0,17,23,0.3170731707317073,0.7506357637476319
tpch,volume_only,19,always_1D,41,6,6,1.0,0.0,17,23,0.04878048780487805,0.12287928998031117
tpch,volume_only,20,always_5D,41,6,6,1.0,0.0,20,26,1.0,2.348561333337177
tpch,volume_only,20,dci_gated,41,6,6,1.0,0.0,20,26,0.07317073170731707,0.17994806032279492
tpch,volume_only,20,always_1D,41,6,6,1.0,0.0,20,26,0.04878048780487805,0.12287928998031117
tpch,volume_only,21,always_5D,41,6,6,1.0,0.0,23,29,1.0,2.348561333337177
tpch,volume_only,21,dci_gated,41,6,6,1.0,0.0,23,29,0.21951219512195122,0.5223606823776972
tpch,volume_only,21,always_1D,41,6,6,1.0,0.0,23,29,0.04878048780487805,0.12287928998031117
tpch,volume_only,22,always_5D,41,6,6,1.0,0.0,20,26,1.0,2.348561333337177
tpch,volume_only,22,dci_gated,41,6,6,1.0,0.0,20,26,0.12195121951219512,0.2940856010077628
tpch,volume_only,22,always_1D,41,6,6,1.0,0.0,20,26,0.04878048780487805,0.12287928998031117
tpch,volume_only,23,always_5D,41,6,6,1.0,0.0,12,18,1.0,2.348561333337177
tpch,volume_only,23,dci_gated,41,6,6,1.0,0.0,12,18,0.8048780487804879,1.8920111705973075
tpch,volume_only,23,always_1D,41,6,6,1.0,0.0,12,18,0.04878048780487805,0.12287928998031117
tpch,volume_only,24,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,24,dci_gated,41,6,6,1.0,0.0,18,24,0.8780487804878049,2.0632174816247586
tpch,volume_only,24,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,25,always_5D,41,6,6,1.0,0.0,20,26,1.0,2.348561333337177
tpch,volume_only,25,dci_gated,41,6,6,1.0,0.0,20,26,0.07317073170731707,0.17994806032279492
tpch,volume_only,25,always_1D,41,6,6,1.0,0.0,20,26,0.04878048780487805,0.12287928998031117
tpch,volume_only,26,always_5D,41,6,6,1.0,0.0,24,30,1.0,2.348561333337177
tpch,volume_only,26,dci_gated,41,6,6,1.0,0.0,24,30,0.7073170731707317,1.663736089227373
tpch,volume_only,26,always_1D,41,6,6,1.0,0.0,24,30,0.04878048780487805,0.12287928998031117
tpch,volume_only,27,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,27,dci_gated,41,6,6,1.0,0.0,19,25,0.14634146341463414,0.35115437135024674
tpch,volume_only,27,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,28,always_5D,41,6,6,1.0,0.0,17,23,1.0,2.348561333337177
tpch,volume_only,28,dci_gated,41,6,6,1.0,0.0,17,23,0.3902439024390244,0.9218420747750836
tpch,volume_only,28,always_1D,41,6,6,1.0,0.0,17,23,0.04878048780487805,0.12287928998031117
tpch,volume_only,29,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,29,dci_gated,41,6,6,1.0,0.0,18,24,0.6585365853658537,1.5495985485424062
tpch,volume_only,29,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,30,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,30,dci_gated,41,6,6,1.0,0.0,19,25,0.12195121951219512,0.2940856010077629
tpch,volume_only,30,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,31,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,31,dci_gated,41,6,6,1.0,0.0,19,25,0.07317073170731707,0.17994806032279492
tpch,volume_only,31,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,32,always_5D,41,6,6,1.0,0.0,23,29,1.0,2.348561333337177
tpch,volume_only,32,dci_gated,41,6,6,1.0,0.0,23,29,0.12195121951219512,0.2940856010077631
tpch,volume_only,32,always_1D,41,6,6,1.0,0.0,23,29,0.04878048780487805,0.12287928998031117
tpch,volume_only,33,always_5D,41,6,6,1.0,0.0,11,17,1.0,2.348561333337177
tpch,volume_only,33,dci_gated,41,6,6,1.0,0.0,11,17,0.8780487804878049,2.0632174816247586
tpch,volume_only,33,always_1D,41,6,6,1.0,0.0,11,17,0.04878048780487805,0.12287928998031117
tpch,volume_only,34,always_5D,41,6,6,1.0,0.0,12,18,1.0,2.348561333337177
tpch,volume_only,34,dci_gated,41,6,6,1.0,0.0,12,18,0.43902439024390244,1.035979615460052
tpch,volume_only,34,always_1D,41,6,6,1.0,0.0,12,18,0.04878048780487805,0.12287928998031117
tpch,volume_only,35,always_5D,41,6,6,1.0,0.0,22,28,1.0,2.348561333337177
tpch,volume_only,35,dci_gated,41,6,6,1.0,0.0,22,28,0.34146341463414637,0.8077045340901162
tpch,volume_only,35,always_1D,41,6,6,1.0,0.0,22,28,0.04878048780487805,0.12287928998031117
tpch,volume_only,36,always_5D,41,6,6,1.0,0.0,13,19,1.0,2.348561333337177
tpch,volume_only,36,dci_gated,41,6,6,1.0,0.0,13,19,0.7804878048780488,1.8349424002548242
tpch,volume_only,36,always_1D,41,6,6,1.0,0.0,13,19,0.04878048780487805,0.12287928998031117
tpch,volume_only,37,always_5D,41,6,6,1.0,0.0,13,19,1.0,2.348561333337177
tpch,volume_only,37,dci_gated,41,6,6,1.0,0.0,13,19,0.5365853658536586,1.2642546968299868
tpch,volume_only,37,always_1D,41,6,6,1.0,0.0,13,19,0.04878048780487805,0.12287928998031117
tpch,volume_only,38,always_5D,41,6,6,1.0,0.0,14,20,1.0,2.348561333337177
tpch,volume_only,38,dci_gated,41,6,6,1.0,0.0,14,20,0.7560975609756098,1.7778736299123408
tpch,volume_only,38,always_1D,41,6,6,1.0,0.0,14,20,0.04878048780487805,0.12287928998031117
tpch,volume_only,39,always_5D,41,6,6,1.0,0.0,16,22,1.0,2.348561333337177
tpch,volume_only,39,dci_gated,41,6,6,1.0,0.0,16,22,0.5121951219512195,1.2071859264875031
tpch,volume_only,39,always_1D,41,6,6,1.0,0.0,16,22,0.04878048780487805,0.12287928998031117
tpch,volume_only,40,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
tpch,volume_only,40,dci_gated,41,6,6,1.0,0.0,18,24,0.5853658536585366,1.3783922375149547
tpch,volume_only,40,always_1D,41,6,6,1.0,0.0,18,24,0.04878048780487805,0.12287928998031117
tpch,volume_only,41,always_5D,41,6,6,1.0,0.0,21,27,1.0,2.348561333337177
tpch,volume_only,41,dci_gated,41,6,6,1.0,0.0,21,27,0.0975609756097561,0.2370168306652793
tpch,volume_only,41,always_1D,41,6,6,1.0,0.0,21,27,0.04878048780487805,0.12287928998031117
tpch,volume_only,42,always_5D,41,6,6,1.0,0.0,23,29,1.0,2.348561333337177
tpch,volume_only,42,dci_gated,41,6,6,1.0,0.0,23,29,0.12195121951219512,0.2940856010077631
tpch,volume_only,42,always_1D,41,6,6,1.0,0.0,23,29,0.04878048780487805,0.12287928998031117
tpch,volume_only,43,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,43,dci_gated,41,6,6,1.0,0.0,19,25,0.7073170731707317,1.663736089227373
tpch,volume_only,43,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,44,always_5D,41,6,6,1.0,0.0,17,23,1.0,2.348561333337177
tpch,volume_only,44,dci_gated,41,6,6,1.0,0.0,17,23,0.5853658536585366,1.3783922375149544
tpch,volume_only,44,always_1D,41,6,6,1.0,0.0,17,23,0.04878048780487805,0.12287928998031117
tpch,volume_only,45,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,45,dci_gated,41,6,6,1.0,0.0,19,25,0.17073170731707318,0.4082231416927295
tpch,volume_only,45,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,46,always_5D,41,6,6,1.0,0.0,23,29,1.0,2.348561333337177
tpch,volume_only,46,dci_gated,41,6,6,1.0,0.0,23,29,0.12195121951219512,0.294085601007763
tpch,volume_only,46,always_1D,41,6,6,1.0,0.0,23,29,0.04878048780487805,0.12287928998031117
tpch,volume_only,47,always_5D,41,6,6,1.0,0.0,14,20,1.0,2.348561333337177
tpch,volume_only,47,dci_gated,41,6,6,1.0,0.0,14,20,0.36585365853658536,0.8647733044326006
tpch,volume_only,47,always_1D,41,6,6,1.0,0.0,14,20,0.04878048780487805,0.12287928998031117
tpch,volume_only,48,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,48,dci_gated,41,6,6,1.0,0.0,19,25,0.7560975609756098,1.77787362991234
tpch,volume_only,48,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
tpch,volume_only,49,always_5D,41,6,6,1.0,0.0,19,25,1.0,2.348561333337177
tpch,volume_only,49,dci_gated,41,6,6,1.0,0.0,19,25,0.12195121951219512,0.2940856010077631
tpch,volume_only,49,always_1D,41,6,6,1.0,0.0,19,25,0.04878048780487805,0.12287928998031117
job,mixed,0,always_5D,41,6,6,1.0,0.0,2,8,1.0,2.348561333337177
job,mixed,0,dci_gated,41,6,6,1.0,0.0,4,10,0.7804878048780488,1.8349424002548238
job,mixed,0,always_1D,41,6,4,0.6666666666666666,0.0,2,6,0.04878048780487805,0.12287928998031117
job,mixed,1,always_5D,41,6,6,1.0,0.0,2,8,1.0,2.348561333337177
job,mixed,1,dci_gated,41,6,6,1.0,0.0,2,8,0.926829268292683,2.177355022309726
job,mixed,1,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,2,always_5D,41,6,6,1.0,0.0,18,24,1.0,2.348561333337177
job,mixed,2,dci_gated,41,6,6,1.0,0.0,15,21,0.7073170731707317,1.663736089227373
job,mixed,2,always_1D,41,6,4,0.6666666666666666,0.0,5,9,0.04878048780487805,0.12287928998031117
job,mixed,3,always_5D,41,6,6,1.0,0.0,10,16,1.0,2.348561333337177
job,mixed,3,dci_gated,41,6,6,1.0,0.0,9,15,0.5853658536585366,1.3783922375149542
job,mixed,3,always_1D,41,6,4,0.6666666666666666,0.0,1,5,0.04878048780487805,0.12287928998031117
job,mixed,4,always_5D,41,6,6,1.0,0.0,12,18,1.0,2.348561333337177
job,mixed,4,dci_gated,41,6,6,1.0,0.0,13,19,0.7804878048780488,1.8349424002548238
job,mixed,4,always_1D,41,6,4,0.6666666666666666,0.0,4,8,0.04878048780487805,0.12287928998031117
job,mixed,5,always_5D,41,6,6,1.0,0.0,2,8,1.0,2.348561333337177
job,mixed,5,dci_gated,41,6,6,1.0,0.0,2,8,0.7804878048780488,1.8349424002548238
job,mixed,5,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,6,always_5D,41,6,6,1.0,0.0,4,10,1.0,2.348561333337177
job,mixed,6,dci_gated,41,6,6,1.0,0.0,4,10,0.926829268292683,2.177355022309726
job,mixed,6,always_1D,41,6,4,0.6666666666666666,0.0,3,7,0.04878048780487805,0.12287928998031117
job,mixed,7,always_5D,41,6,6,1.0,0.0,6,12,1.0,2.348561333337177
job,mixed,7,dci_gated,41,6,5,0.8333333333333334,0.0,4,9,0.5853658536585366,1.3783922375149542
job,mixed,7,always_1D,41,6,4,0.6666666666666666,0.0,1,5,0.04878048780487805,0.12287928998031117
job,mixed,8,always_5D,41,6,6,1.0,0.0,2,8,1.0,2.348561333337177
job,mixed,8,dci_gated,41,6,6,1.0,0.0,2,8,0.7804878048780488,1.8349424002548238
job,mixed,8,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,9,always_5D,41,6,5,0.8333333333333334,0.0,3,8,1.0,2.348561333337177
job,mixed,9,dci_gated,41,6,5,0.8333333333333334,0.0,3,8,0.926829268292683,2.177355022309726
job,mixed,9,always_1D,41,6,4,0.6666666666666666,0.0,3,7,0.04878048780487805,0.12287928998031117
job,mixed,10,always_5D,41,6,6,1.0,0.0,2,8,1.0,2.348561333337177
job,mixed,10,dci_gated,41,6,6,1.0,0.0,1,7,0.7804878048780488,1.8349424002548238
job,mixed,10,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,11,always_5D,41,6,6,1.0,0.0,5,11,1.0,2.348561333337177
job,mixed,11,dci_gated,41,6,6,1.0,0.0,5,11,0.7804878048780488,1.8349424002548238
job,mixed,11,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,12,always_5D,41,6,6,1.0,0.0,2,8,1.0,2.348561333337177
job,mixed,12,dci_gated,41,6,5,0.8333333333333334,0.0,2,7,0.4878048780487805,1.150117156145019
job,mixed,12,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,13,always_5D,41,6,6,1.0,0.0,1,7,1.0,2.348561333337177
job,mixed,13,dci_gated,41,6,6,1.0,0.0,2,8,0.7804878048780488,1.8349424002548238
job,mixed,13,always_1D,41,6,4,0.6666666666666666,0.0,1,5,0.04878048780487805,0.12287928998031117
job,mixed,14,always_5D,41,6,6,1.0,0.0,9,15,1.0,2.348561333337177
job,mixed,14,dci_gated,41,6,6,1.0,0.0,9,15,0.7560975609756098,1.7778736299123403
job,mixed,14,always_1D,41,6,4,0.6666666666666666,0.0,2,6,0.04878048780487805,0.12287928998031117
job,mixed,15,always_5D,41,6,6,1.0,0.0,3,9,1.0,2.348561333337177
job,mixed,15,dci_gated,41,6,5,0.8333333333333334,0.0,0,5,0.4634146341463415,1.0930483858025353
job,mixed,15,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,16,always_5D,41,6,6,1.0,0.0,15,21,1.0,2.348561333337177
job,mixed,16,dci_gated,41,6,6,1.0,0.0,15,21,0.7804878048780488,1.8349424002548238
job,mixed,16,always_1D,41,6,4,0.6666666666666666,0.0,3,7,0.04878048780487805,0.12287928998031117
job,mixed,17,always_5D,41,6,6,1.0,0.0,1,7,1.0,2.348561333337177
job,mixed,17,dci_gated,41,6,6,1.0,0.0,1,7,0.7804878048780488,1.8349424002548238
job,mixed,17,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,18,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
job,mixed,18,dci_gated,41,6,6,1.0,0.0,0,6,0.7804878048780488,1.8349424002548238
job,mixed,18,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,19,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
job,mixed,19,dci_gated,41,6,6,1.0,0.0,1,7,0.7804878048780488,1.8349424002548238
job,mixed,19,always_1D,41,6,4,0.6666666666666666,0.0,1,5,0.04878048780487805,0.12287928998031117
job,mixed,20,always_5D,41,6,6,1.0,0.0,5,11,1.0,2.348561333337177
job,mixed,20,dci_gated,41,6,6,1.0,0.0,6,12,0.7804878048780488,1.8349424002548238
job,mixed,20,always_1D,41,6,4,0.6666666666666666,0.0,5,9,0.04878048780487805,0.12287928998031117
job,mixed,21,always_5D,41,6,6,1.0,0.0,0,6,1.0,2.348561333337177
job,mixed,21,dci_gated,41,6,6,1.0,0.0,2,8,0.7804878048780488,1.8349424002548238
job,mixed,21,always_1D,41,6,4,0.6666666666666666,0.0,2,6,0.04878048780487805,0.12287928998031117
job,mixed,22,always_5D,41,6,6,1.0,0.0,5,11,1.0,2.348561333337177
job,mixed,22,dci_gated,41,6,6,1.0,0.0,5,11,0.7804878048780488,1.8349424002548238
job,mixed,22,always_1D,41,6,4,0.6666666666666666,0.0,3,7,0.04878048780487805,0.12287928998031117
job,mixed,23,always_5D,41,6,6,1.0,0.0,1,7,1.0,2.348561333337177
job,mixed,23,dci_gated,41,6,6,1.0,0.0,1,7,0.926829268292683,2.177355022309726
job,mixed,23,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,24,always_5D,41,6,6,1.0,0.0,4,10,1.0,2.348561333337177
job,mixed,24,dci_gated,41,6,6,1.0,0.0,4,10,0.7804878048780488,1.8349424002548238
job,mixed,24,always_1D,41,6,4,0.6666666666666666,0.0,1,5,0.04878048780487805,0.12287928998031117
job,mixed,25,always_5D,41,6,6,1.0,0.0,5,11,1.0,2.348561333337177
job,mixed,25,dci_gated,41,6,6,1.0,0.0,3,9,0.7804878048780488,1.8349424002548238
job,mixed,25,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,26,always_5D,41,6,5,0.8333333333333334,0.0,5,10,1.0,2.348561333337177
job,mixed,26,dci_gated,41,6,5,0.8333333333333334,0.0,4,9,0.6829268292682927,1.6066673188848892
job,mixed,26,always_1D,41,6,4,0.6666666666666666,0.0,1,5,0.04878048780487805,0.12287928998031117
job,mixed,27,always_5D,41,6,6,1.0,0.0,1,7,1.0,2.348561333337177
job,mixed,27,dci_gated,41,6,6,1.0,0.0,1,7,0.7560975609756098,1.7778736299123403
job,mixed,27,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
job,mixed,28,always_5D,41,6,6,1.0,0.0,12,18,1.0,2.348561333337177
job,mixed,28,dci_gated,41,6,6,1.0,0.0,13,19,0.7804878048780488,1.8349424002548238
job,mixed,28,always_1D,41,6,4,0.6666666666666666,0.0,4,8,0.04878048780487805,0.12287928998031117
job,mixed,29,always_5D,41,6,6,1.0,0.0,3,9,1.0,2.348561333337177
job,mixed,29,dci_gated,41,6,5,0.8333333333333334,0.0,2,7,0.6097560975609756,1.435461007857438
job,mixed,29,always_1D,41,6,4,0.6666666666666666,0.0,0,4,0.04878048780487805,0.12287928998031117
