block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,gate_R4s,gate_audit,det_ms,features_used,sp_out_of_band,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
0,9000,dci_gated,11,geo,0,0.8185792599470637,1.0,0.717979596395753,0.8,0.6817719680464779,0.8105065294728883,0,1.0009,cheap,0.9996,0,0.3291,cheap,1,48,48,0,2769.008,2769.922,17.329
0,9000,dci_gated,12,geo,0,0.8673824235724212,1.0,0.7774343356900039,0.9,0.696078431372549,0.8567442377369885,0,1.0009,cheap,0.9996,0,0.3237,cheap,1,48,48,0,3148.365,3149.221,15.2419
0,9000,dci_gated,13,review,1,0.49268928470822393,1.0,0.061680684201312896,0.625,0.6897966594045026,0.5639779569279939,1,1.0012,cheap,0.9994,0,0.3298,cheap,1,48,48,0,20789.948,20790.743,2.3087
0,9000,dci_gated,14,review,0,0.9746560095889856,1.0,0.8645974648316603,1.0,0.7832244008714597,0.9340671554942974,0,1.0012,cheap,0.9994,0,0.321,cheap,1,48,48,0,1387.59,1388.098,34.5797
0,9000,dci_gated,15,review,0,0.8493820531950165,1.0,0.7305544206461717,0.9,0.7204429920116195,0.8465228462297314,0,1.0012,cheap,0.9994,0,0.299,cheap,1,48,48,0,809.973,810.425,59.2282
0,9000,dci_gated,16,review,0,0.8532692316004895,1.0,0.5097697957329224,0.9,0.7109295570079884,0.8019107005979051,0,1.0013,cheap,0.9994,0,0.3224,cheap,1,48,48,0,1234.708,1235.198,38.8602
0,9000,dci_gated,17,review,1,0.9142924900465794,0.4166666666666667,0.6858986867614657,1.0,0.7174358974358975,0.756701577812656,1,1.0007,cheap,0.9997,0,0.278,cheap,1,20,20,0,777.33,777.52,25.7228
0,9000,dci_gated,18,review,0,0.8282667471598971,1.0,0.5256060811481686,0.9,0.7892307692307692,0.8105725184042234,0,1.0007,cheap,0.9997,0,0.3003,cheap,1,20,20,0,506.514,506.708,39.4705
0,9000,dci_gated,19,review,0,0.8488575160432829,1.0,0.8043062325516624,0.9,0.7855128205128206,0.8709025485980764,0,1.0007,cheap,0.9997,0,0.329,cheap,1,20,20,0,311.088,311.284,64.25
0,9000,dci_gated,20,review,0,0.8183277117007426,1.0,0.6971788830652785,0.9,0.848974358974359,0.8513638583843953,0,1.0007,cheap,0.9997,0,0.3299,cheap,1,20,20,0,495.695,495.907,40.3301
0,9000,dci_gated,21,edge,1,0.5387363925604041,1.0,0.055772826813598075,0.46590909090909094,0.7507692307692309,0.5516358663000235,1,1.0008,cheap,0.9996,0,0.2957,cheap,1,20,20,0,499.035,499.282,40.0575
0,9000,dci_gated,22,edge,0,0.7453375586942754,1.0,0.790973357025115,0.625,0.6573076923076924,0.7681252149247457,0,1.0009,cheap,0.9996,0,0.3295,cheap,1,20,20,0,466.139,466.409,42.8809
0,9000,dci_gated,23,edge,0,0.8501775419428053,1.0,0.7442574154968986,0.8333333333333333,0.8337179487179488,0.8531202275594401,0,1.0009,cheap,0.9996,0,0.2999,cheap,1,20,20,0,297.312,297.61,67.2021
0,9000,dci_gated,24,edge,0,0.7607370766594177,1.0,0.8337420285188094,0.7,0.8378205128205128,0.8226057517916933,0,1.0009,cheap,0.9996,0,0.3327,cheap,1,20,20,0,294.662,294.951,67.8078
1,9100,dci_gated,1,edge,0,0.7377621311029372,1.0,0.6065163135330657,0.625,0.7437179487179487,0.7423014877900398,0,1.0,cheap,1.0,0,0.2955,cheap,1,20,20,0,278.054,278.389,71.842
1,9100,dci_gated,2,edge,0,0.8023583963705514,1.0,0.7811740311516991,0.75,0.8671794871794872,0.8369013283999008,0,1.3285,cheap,1.0,0,0.3258,cheap,1,20,20,0,368.001,368.304,54.3029
1,9100,dci_gated,3,edge,0,0.8011682796979015,1.0,0.7973637282067566,0.75,0.7776923076923077,0.8264186617196729,0,1.6624,cheap,1.0,0,0.2354,cheap,1,20,20,0,96.75,97.069,206.0381
1,9100,dci_gated,4,edge,0,0.7266973441742279,1.0,0.8522150475328516,0.625,0.7894871794871796,0.7955404224732043,0,1.5672,cheap,1.0,0,0.3078,cheap,1,20,20,0,215.488,215.801,92.6779
1,9100,dci_gated,5,geo,1,0.4639699768845813,1.0,0.004989503928299777,0.375,0.7984615384615386,0.5117596257760361,1,1.2154,cheap,0.8254,0,0.3238,cheap,1,20,20,0,6922.924,6923.52,2.8887
1,9100,dci_gated,6,geo,0,0.9599686796632493,1.0,0.8082770218208601,1.0,0.7002564102564103,0.906686035818446,0,1.2207,cheap,0.8201,0,1.0509,cheap,1,20,20,0,2562.474,2562.99,7.8034
1,9100,dci_gated,7,geo,0,0.8592950836629896,1.0,0.6292863483241348,0.875,0.5252564102564103,0.794469502119036,0,1.2434,cheap,0.8673,0,0.3253,cheap,1,20,20,0,749.347,749.705,26.6772
1,9100,dci_gated,8,geo,0,0.8848003962680133,1.0,0.8078315726308664,0.7916666666666667,0.825897435897436,0.8649843623111253,0,1.2556,cheap,0.7837,0,0.3256,cheap,1,20,20,0,1362.173,1362.579,14.678
1,9100,dci_gated,9,geo,1,0.7851629822903892,0.4166666666666667,0.7396034083420171,0.6166666666666667,0.7371794871794872,0.6614550169845905,1,1.0006,cheap,0.9998,0,0.3061,cheap,1,48,48,0,2635.166,2635.96,18.2097
1,9100,dci_gated,10,geo,0,0.8852730262587669,1.0,0.850054124261597,0.9,0.6684095860566449,0.8715905193255079,0,1.0006,cheap,0.9998,0,0.3213,cheap,1,48,48,0,2220.079,2220.87,21.6131
1,9100,dci_gated,11,geo,0,0.8663708329773616,1.0,0.71089488837567,0.9,0.6367465504720408,0.8342836684902806,0,1.0006,cheap,0.9998,0,0.3278,cheap,1,48,48,0,1943.522,1944.28,24.6878
1,9100,dci_gated,12,geo,0,0.8221901242892975,1.0,0.6353358242897831,0.8,0.5905954974582426,0.7812040205490174,0,1.0006,cheap,0.9998,0,0.327,cheap,1,48,48,0,2919.717,2920.646,16.4347
1,9100,dci_gated,13,review,1,0.43513085851010846,1.0,0.015185416042606592,0.3833333333333333,0.8195715323166304,0.5114221943502096,1,1.0011,cheap,0.9997,0,0.3405,cheap,1,48,48,0,22238.28,22239.078,2.1584
1,9100,dci_gated,14,review,0,0.8659090845677841,1.0,0.7207059742241875,0.8444444444444444,0.6972403776325345,0.8340934115205526,0,1.0011,cheap,0.9997,0,0.3446,cheap,1,48,48,0,1243.009,1243.57,38.5985
1,9100,dci_gated,15,review,0,0.9829197728790905,1.0,0.8002969944550988,1.0,0.8198257080610023,0.9287631983199428,0,1.0011,cheap,0.9997,0,0.3042,cheap,1,48,48,0,1234.701,1235.171,38.861
1,9100,dci_gated,16,review,0,0.9061340949801014,1.0,0.645206854763099,1.0,0.7910675381263617,0.8742350254165995,0,1.0012,cheap,0.9997,0,0.3368,cheap,1,48,48,0,886.343,886.841,54.1247
1,9100,dci_gated,17,review,1,0.8343088634737803,0.4166666666666667,0.6783433712258631,0.7444444444444445,0.8325641025641026,0.7013527277204553,1,1.0006,cheap,0.9998,0,0.3288,cheap,1,20,20,0,429.846,430.049,46.5064
1,9100,dci_gated,18,review,0,0.6987811230180054,1.0,0.5335588036272452,0.43333333333333335,0.7974358974358975,0.6876890927620016,1,1.0006,cheap,0.9998,0,0.2865,cheap,1,20,20,0,597.749,597.924,33.4491
1,9100,dci_gated,19,review,0,0.7697655149738658,1.0,0.44635349582275285,0.8888888888888888,0.7707692307692308,0.7751052403011794,0,1.0006,cheap,0.9998,0,0.3382,cheap,1,20,20,0,432.591,432.793,46.2115
1,9100,dci_gated,20,review,0,0.6980180511453791,1.0,0.44804665425294254,0.5694444444444444,0.8107692307692309,0.6996181171412068,0,1.0007,cheap,0.9998,0,0.2775,cheap,1,20,20,0,473.049,473.244,42.2615
1,9100,dci_gated,21,edge,1,0.5122410911516139,1.0,0.039840665813421605,0.29545454545454547,0.6705128205128205,0.49569623811841995,1,1.0009,cheap,0.9997,0,0.3025,cheap,1,20,20,0,495.934,496.187,40.3074
1,9100,dci_gated,22,edge,0,0.8758291863952269,1.0,0.8553125839255101,0.9,0.7356410256410257,0.8803659672300627,0,1.0009,cheap,0.9997,0,0.3161,cheap,1,20,20,0,398.618,398.865,50.1423
1,9100,dci_gated,23,edge,0,0.8758445046064223,1.0,0.8784609690653701,0.9,0.7206410256410256,0.8827494738108335,0,1.0009,cheap,0.9997,0,0.2844,cheap,1,20,20,0,527.57,527.82,37.8917
1,9100,dci_gated,24,edge,0,0.8561388285897877,1.0,0.7775282210454202,0.875,0.8226923076923078,0.8679441975103772,0,1.0009,cheap,0.9997,0,0.3152,cheap,1,20,20,0,588.469,588.747,33.9705
2,9200,dci_gated,1,edge,0,0.8682972782400727,1.0,0.8148758831487549,0.875,0.658974358974359,0.853895650035923,0,1.0,cheap,1.0,0,0.3263,cheap,1,20,20,0,533.185,533.495,37.4886
2,9200,dci_gated,2,edge,0,0.976892054630154,1.0,0.8362904532015769,1.0,0.7757692307692308,0.9278464889132384,0,1.0462,cheap,1.0,0,0.3436,cheap,1,20,20,0,441.034,441.304,45.3203
2,9200,dci_gated,3,edge,0,0.8265711565012832,1.0,0.8108459312778248,0.8,0.7937179487179488,0.8478696676885782,0,1.1625,cheap,1.0,0,0.2905,cheap,1,20,20,0,268.702,268.971,74.3576
2,9200,dci_gated,4,edge,0,0.8256494585299246,1.0,0.4786395772662131,0.8,0.808846153846154,0.7834672031626468,0,1.5154,cheap,1.0,0,0.2865,cheap,1,20,20,0,384.997,385.31,51.9063
2,9200,dci_gated,5,geo,1,0.5423384042731032,1.0,0.043757672249943314,0.425,0.7753846153846154,0.5456438278259568,1,1.1085,cheap,1.0858,0,0.313,cheap,1,20,20,0,6991.613,6992.088,2.8604
2,9200,dci_gated,6,geo,0,0.7675187116963861,1.0,0.6474064091640066,0.6333333333333333,0.7524358974358974,0.7608930110389491,0,1.1404,cheap,0.9242,0,0.6045,cheap,1,20,20,0,4139.424,4139.902,4.831
2,9200,dci_gated,7,geo,0,0.6846839869196966,1.0,0.35547574444646346,0.55,0.7305128205128205,0.6618430686961398,1,1.1177,cheap,0.8479,0,0.296,cheap,1,20,20,0,1251.829,1252.162,15.9724
2,9200,dci_gated,8,geo,0,0.7715106640479703,1.0,0.6850200224480734,0.7333333333333334,0.6073076923076923,0.7676444910144279,0,1.1242,cheap,0.8944,0,0.322,cheap,1,20,20,0,1022.815,1023.191,19.5467
2,9200,dci_gated,9,geo,1,0.8567799735987254,0.4166666666666667,0.7322422278296491,0.9166666666666667,0.6334615384615385,0.7223293364015086,1,1.0006,cheap,0.9999,0,0.3268,cheap,1,48,48,0,2248.356,2249.287,21.3401
2,9200,dci_gated,10,geo,0,0.8870904647300609,1.0,0.7603038404028006,0.9,0.8653231663035585,0.8836318592086092,0,1.0006,cheap,0.9999,0,0.3241,cheap,1,48,48,0,2348.949,2349.805,20.4272
2,9200,dci_gated,11,geo,0,0.8873300023769842,1.0,0.664143874107521,0.9,0.7210602759622369,0.8428203168100858,0,1.0006,cheap,0.9999,0,0.3238,cheap,1,48,48,0,3155.424,3156.255,15.2079
2,9200,dci_gated,12,geo,0,0.8592143362075808,1.0,0.4457405128609171,0.9,0.842084241103849,0.810264322789656,0,1.0006,cheap,0.9999,0,0.3223,cheap,1,48,48,0,3858.415,3859.266,12.4376
2,9200,dci_gated,13,review,1,0.44699686941163186,1.0,0.014522700340317996,0.425,0.8542120551924474,0.5277855656998387,1,1.001,cheap,0.9997,0,0.4003,cheap,1,48,48,0,23344.477,23345.477,2.0561
2,9200,dci_gated,14,review,0,0.7881822592374996,1.0,0.5956368476772915,0.788888888888889,0.7659041394335513,0.7888363330376438,0,1.0011,cheap,0.9997,0,0.3445,cheap,1,48,48,0,1016.824,1017.306,47.1834
2,9200,dci_gated,15,review,0,0.8534417801898818,1.0,0.6761377150415979,0.8888888888888888,0.7266521423384169,0.8353635871843305,0,1.0011,cheap,0.9997,0,0.2897,cheap,1,48,48,0,863.133,863.61,55.5806
2,9200,dci_gated,16,review,0,0.8467592193077512,1.0,0.7493531482419908,0.9,0.6946986201888163,0.8457652275036585,0,1.0011,cheap,0.9997,0,0.3302,cheap,1,48,48,0,916.995,917.443,52.3193
2,9200,dci_gated,17,review,1,0.8125051963481574,0.4166666666666667,0.6042973624225192,0.8,0.8150000000000001,0.6895691049048766,1,1.0005,cheap,0.9999,0,0.3386,cheap,1,20,20,0,707.109,707.297,28.2767
2,9200,dci_gated,18,review,0,0.7507443988361635,1.0,0.5222885531523712,0.6444444444444444,0.7048717948717949,0.7267634684591733,0,1.0006,cheap,0.9999,0,0.306,cheap,1,20,20,0,439.516,439.712,45.4843
2,9200,dci_gated,19,review,0,0.7558321731953874,1.0,0.5277517559016467,0.75,0.8141025641025641,0.7666237790945609,0,1.0006,cheap,0.9999,0,0.2923,cheap,1,20,20,0,435.715,435.886,45.8836
2,9200,dci_gated,20,review,0,0.7675778869440619,1.0,0.5033506922607982,0.7444444444444445,0.7838461538461539,0.7590304221539872,0,1.0006,cheap,0.9999,0,0.305,cheap,1,20,20,0,488.104,488.288,40.9594
2,9200,dci_gated,21,edge,1,0.5645919980419004,1.0,0.05485937645220518,0.49090909090909096,0.7574358974358976,0.563917077598119,1,1.0007,cheap,0.9998,0,0.2666,cheap,1,20,20,0,295.651,295.976,67.5731
2,9200,dci_gated,22,edge,0,0.8029243130069971,1.0,0.5022538470031984,0.8,0.7038461538461539,0.7667587707293121,0,1.0007,cheap,0.9998,0,0.3305,cheap,1,20,20,0,436.707,437.048,45.7615
2,9200,dci_gated,23,edge,0,0.7856097738565375,1.0,0.5952589989579273,0.9,0.7553846153846154,0.8087619355634122,0,1.0007,cheap,0.9998,0,0.2975,cheap,1,20,20,0,192.03,192.307,104.0005
2,9200,dci_gated,24,edge,0,0.7398426896668466,1.0,0.7000699263164454,0.8,0.7256410256410257,0.7938208115261546,0,1.0007,cheap,0.9998,0,0.3276,cheap,1,20,20,0,385.238,385.513,51.8789
3,9300,dci_gated,1,edge,0,0.7848421927924534,1.0,0.7780860822788062,0.7,0.7474358974358974,0.8039431492692592,0,1.0,cheap,1.0,0,0.3203,cheap,1,20,20,0,426.184,426.472,46.8964
3,9300,dci_gated,2,edge,0,0.798088603661685,1.0,0.7205638552359652,0.75,0.7885897435897435,0.8119233835010758,0,1.0123,cheap,1.0,0,0.317,cheap,1,20,20,0,514.208,514.461,38.8756
3,9300,dci_gated,3,edge,0,0.7940898643434111,1.0,0.7768159288260112,0.8,0.7405128205128205,0.8249625749279782,0,1.2696,cheap,1.0,0,0.308,cheap,1,20,20,0,325.524,325.788,61.3896
3,9300,dci_gated,4,edge,0,0.7439550637154713,1.0,0.7943758476211935,0.8,0.7524358974358976,0.8177293200684912,0,1.4997,cheap,1.0,0,0.2753,cheap,1,20,20,0,146.232,146.513,136.5069
3,9300,dci_gated,5,geo,1,0.4696621285141145,1.0,0.011136821281616416,0.2625,0.8624358974358974,0.5015082810002365,1,1.0964,cheap,0.6528,0,0.3131,cheap,1,20,20,0,5664.049,5664.567,3.5307
3,9300,dci_gated,6,geo,0,0.8754383845797199,1.0,0.5195056013330157,0.875,0.7421794871794872,0.8090876394884562,0,1.1772,cheap,0.6771,0,0.3266,cheap,1,20,20,0,3234.314,3234.714,6.1829
3,9300,dci_gated,7,geo,0,0.8673897936944323,1.0,0.48248411775529754,0.8166666666666667,0.7234615384615385,0.7851968360772317,0,1.2526,cheap,0.6691,0,0.3196,cheap,1,20,20,0,853.955,854.315,23.4106
3,9300,dci_gated,8,geo,0,0.8623841308747962,1.0,0.5782018227282031,0.8166666666666667,0.6757692307692308,0.7959351152130576,0,1.2838,cheap,0.6684,0,0.322,cheap,1,20,20,0,2007.325,2007.656,9.9619
3,9300,dci_gated,9,geo,1,0.8685389092543,0.4166666666666667,0.7700324925875676,0.8166666666666667,0.7725641025641026,0.7336925078823706,1,1.0006,cheap,0.9998,0,0.3243,cheap,1,48,48,0,4850.375,4851.319,9.8942
3,9300,dci_gated,10,geo,0,0.9654854868160316,1.0,0.9339952805910978,1.0,0.7041757443718228,0.9337967894780009,0,1.0006,cheap,0.9998,0,0.3424,cheap,1,48,48,0,2314.844,2315.678,20.7283
3,9300,dci_gated,11,geo,0,0.9375999806248132,1.0,0.8385816703143975,1.0,0.8457879448075527,0.9289845209402157,0,1.0007,cheap,0.9998,0,0.3498,cheap,1,48,48,0,2345.147,2346.065,20.4598
3,9300,dci_gated,12,geo,0,0.9412387034491367,1.0,0.8020745272260241,1.0,0.8039941902687001,0.9163237098477941,0,1.0007,cheap,0.9998,0,0.3235,cheap,1,48,48,0,3885.48,3886.29,12.3511
3,9300,dci_gated,13,review,1,0.46571320915813863,1.0,0.03460106180842304,0.525,0.6352941176470588,0.5236426322982781,1,1.0011,cheap,0.9996,0,0.3242,cheap,1,48,48,0,22413.686,22414.458,2.1415
3,9300,dci_gated,14,review,0,0.8822542928489153,1.0,0.6863551654019643,0.9,0.7706608569353668,0.8534337348329268,0,1.0011,cheap,0.9997,0,0.3329,cheap,1,48,48,0,1506.629,1507.21,31.8469
3,9300,dci_gated,15,review,0,0.870967135251195,1.0,0.6817650114048859,0.9,0.7543936092955701,0.8472538274881115,0,1.0011,cheap,0.9997,0,0.3343,cheap,1,48,48,0,1313.848,1314.307,36.5211
3,9300,dci_gated,16,review,0,0.8681098729717852,1.0,0.6048275266444578,0.9,0.7823892519970952,0.8353513613714023,0,1.0011,cheap,0.9997,0,0.341,cheap,1,48,48,0,1001.084,1001.609,47.9229
3,9300,dci_gated,17,review,1,0.8530104911252304,0.4166666666666667,0.756836123134813,0.9,0.6758974358974359,0.729337796126219,1,1.0006,cheap,0.9998,0,0.3243,cheap,1,20,20,0,485.714,485.931,41.1581
3,9300,dci_gated,18,review,0,0.9444078082336262,1.0,0.6468364152647221,1.0,0.795897435897436,0.8848538504959664,0,1.0006,cheap,0.9998,0,0.3262,cheap,1,20,20,0,425.109,425.302,47.0254
3,9300,dci_gated,19,review,0,0.7640383071860306,1.0,0.6826574975798749,0.7,0.782051282051282,0.7848487686201749,0,1.0006,cheap,0.9998,0,0.2846,cheap,1,20,20,0,208.265,208.454,95.9443
3,9300,dci_gated,20,review,0,0.7325271831591738,1.0,0.5669249647541343,0.6444444444444444,0.7642307692307693,0.7400402930141246,0,1.0006,cheap,0.9998,0,0.3112,cheap,1,20,20,0,527.555,527.738,37.8976
3,9300,dci_gated,21,edge,1,0.49580990700783856,1.0,0.06384869000623805,0.24545454545454548,0.6843589743589744,0.4884669699979625,1,1.0008,cheap,0.9998,0,0.2655,cheap,1,20,20,0,341.942,342.233,58.4397
3,9300,dci_gated,22,edge,0,0.827438127052845,1.0,0.6682811101454841,0.875,0.5624358974358974,0.7998811384076927,0,1.0008,cheap,0.9998,0,0.3041,cheap,1,20,20,0,342.105,342.325,58.424
3,9300,dci_gated,23,edge,0,0.7037847429728492,1.0,0.6699582708060721,0.6,0.7501282051282052,0.7424570706736575,0,1.0008,cheap,0.9998,0,0.3023,cheap,1,20,20,0,524.772,524.99,38.0959
3,9300,dci_gated,24,edge,0,0.8669403007611096,1.0,0.8249898218973224,0.8333333333333333,0.7852564102564104,0.8661881677748701,0,1.0008,cheap,0.9998,0,0.2949,cheap,1,20,20,0,438.869,439.097,45.548
4,9400,dci_gated,1,edge,0,0.7593571611647671,1.0,0.7427707771203448,0.7,0.6626923076923078,0.777797291869107,0,1.0,cheap,1.0,0,0.5614,cheap,1,20,20,0,571.891,572.104,34.9587
4,9400,dci_gated,2,edge,0,0.863582117928692,1.0,0.47902359745565637,0.875,0.8475641025641026,0.8138348643579196,0,1.2442,cheap,1.0,0,0.3388,cheap,1,20,20,0,343.449,343.814,58.1711
4,9400,dci_gated,3,edge,0,0.7643296512767884,1.0,0.6486149994907953,0.7,0.6937179487179488,0.7648631050250485,0,1.6304,cheap,1.0,0,0.287,cheap,1,20,20,0,400.737,401.09,49.8641
4,9400,dci_gated,4,edge,0,0.744039871145453,1.0,0.4647447548978205,0.7,0.6691025641025641,0.7193243033813119,0,1.941,cheap,1.0,0,0.3614,cheap,1,20,20,0,436.138,436.447,45.8245
4,9400,dci_gated,5,geo,1,0.5067067993269458,1.0,0.031530264136603314,0.325,0.7721794871794873,0.5138096757359802,1,1.1502,cheap,0.8869,0,0.334,cheap,1,20,20,0,6906.948,6907.48,2.8954
4,9400,dci_gated,6,geo,0,0.8234893318690265,1.0,0.7795482586675891,0.75,0.7191025641025641,0.8196473693161592,0,1.1686,cheap,0.8989,0,0.3533,cheap,1,20,20,0,3486.076,3486.499,5.7364
4,9400,dci_gated,7,geo,0,0.8314197590867656,1.0,0.8746737234739219,0.75,0.6525641025641027,0.8306742998510912,0,1.2134,cheap,0.9047,0,0.322,cheap,1,20,20,0,1833.518,1833.926,10.9056
4,9400,dci_gated,8,geo,0,0.7864770209080968,1.0,0.6237803953684338,0.7,0.7014102564102564,0.7665868727622496,0,1.2157,cheap,0.8971,0,0.3325,cheap,1,20,20,0,2950.576,2950.977,6.7774
4,9400,dci_gated,9,geo,1,0.8361768112946512,0.4166666666666667,0.6162120199955653,0.9,0.788846153846154,0.7139468632330322,1,1.0005,cheap,0.9999,0,0.3237,cheap,1,48,48,0,3600.795,3601.698,13.327
4,9400,dci_gated,10,geo,0,0.9171613540597655,1.0,0.6699730375936412,1.0,0.7393972403776325,0.8741945320903146,0,1.0006,cheap,0.9999,0,0.3275,cheap,1,48,48,0,2411.249,2412.075,19.8999
4,9400,dci_gated,11,geo,0,0.8835611234595582,1.0,0.6774503444471558,0.8166666666666667,0.7945533769063181,0.8388966896236018,0,1.0006,cheap,0.9998,0,0.3371,cheap,1,48,48,0,5283.325,5284.215,9.0837
4,9400,dci_gated,12,geo,0,0.8974957515831579,1.0,0.8304959638479036,0.8166666666666667,0.7118010167029775,0.8605766165041502,0,1.0006,cheap,0.9998,0,0.3204,cheap,1,48,48,0,3197.948,3198.789,15.0057
4,9400,dci_gated,13,review,1,0.47280131636221523,1.0,0.03983863260082188,0.48333333333333334,0.7060639070442992,0.5287443083340297,1,1.0009,cheap,0.9997,0,0.3254,cheap,1,48,48,0,22761.769,22762.595,2.1087
4,9400,dci_gated,14,review,0,0.8587157137027586,1.0,0.8024431918718281,0.8444444444444444,0.6735657225853304,0.8450913140767438,0,1.001,cheap,0.9997,0,0.5461,cheap,1,48,48,0,1042.832,1043.35,46.0056
4,9400,dci_gated,15,review,0,0.9783970943350327,1.0,0.8309576667550429,1.0,0.5720406681190996,0.8965969071526316,0,1.001,cheap,0.9997,0,0.345,cheap,1,48,48,0,1498.988,1499.505,32.0106
4,9400,dci_gated,16,review,0,0.9504470639856402,1.0,0.8312605804577103,1.0,0.6821713870733479,0.9061895901489544,0,1.0011,cheap,0.9997,0,0.337,cheap,1,48,48,0,1261.524,1261.984,38.0353
4,9400,dci_gated,17,review,1,0.8277425485955304,0.4166666666666667,0.6902260905291018,0.8,0.6021794871794872,0.6786411116649593,1,1.0005,cheap,0.9999,0,0.3294,cheap,1,20,20,0,502.284,502.464,39.8038
4,9400,dci_gated,18,review,0,0.929136157772559,1.0,0.594630056478412,1.0,0.736923076923077,0.8617485122772838,0,1.0006,cheap,0.9998,0,0.2877,cheap,1,20,20,0,699.069,699.262,28.6016
4,9400,dci_gated,19,review,0,0.7666769481855499,1.0,0.6022693342810326,0.8,0.7653846153846154,0.7869307962102863,0,1.0006,cheap,0.9998,0,0.3254,cheap,1,20,20,0,339.75,339.939,58.8341
4,9400,dci_gated,20,review,0,0.8817030191313457,1.0,0.6971788830652789,1.0,0.757948717948718,0.8735538390882,0,1.0006,cheap,0.9998,0,0.3205,cheap,1,20,20,0,369.807,370.018,54.0515
4,9400,dci_gated,21,edge,1,0.5316237356496294,1.0,0.05007549676067502,0.3909090909090909,0.628974358974359,0.5154490052925145,1,1.0007,cheap,0.9998,0,0.305,cheap,1,20,20,0,459.633,459.9,43.4877
4,9400,dci_gated,22,edge,0,0.792886813871965,1.0,0.6828826538796757,0.75,0.8237179487179488,0.8083559265516187,0,1.0007,cheap,0.9998,0,0.2973,cheap,1,20,20,0,214.204,214.406,93.2809
4,9400,dci_gated,23,edge,0,0.8548515779726948,1.0,0.8125826881817946,0.875,0.8002564102564103,0.8712678936679943,0,1.0008,cheap,0.9998,0,0.2845,cheap,1,20,20,0,361.543,361.77,55.2837
4,9400,dci_gated,24,edge,0,0.9723372271911159,1.0,0.4633919887390051,1.0,0.8138461538461539,0.8578396276225032,0,1.0008,cheap,0.9998,0,0.3081,cheap,1,20,20,0,223.708,224.09,89.2498
5,9500,dci_gated,1,edge,0,0.864519507751577,1.0,0.7463667751642247,0.875,0.8341025641025641,0.8655186165861238,0,1.0,cheap,1.0,0,0.354,cheap,1,20,20,0,199.21,199.443,100.2792
5,9500,dci_gated,2,edge,0,0.7902447472442267,1.0,0.6326801330135639,0.75,0.8591025641025641,0.8029625980291542,0,1.0515,cheap,1.0,0,0.3436,cheap,1,20,20,0,601.838,602.083,33.218
5,9500,dci_gated,3,edge,0,0.7172850788062028,1.0,0.5572691833504877,0.75,0.7756410256410257,0.7571212602178021,0,1.1025,cheap,1.0,0,0.291,cheap,1,20,20,0,150.324,150.657,132.752
