block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
0,9000,dci_gated,24,edge,0,0.7607370766594177,1.0,0.8337420285188094,0.7,0.8378205128205128,0.8226057517916933,0,2.024,5-D,20,20,0,302.321,302.686,66.0751
1,9100,dci_gated,1,edge,0,0.7377621311029372,1.0,0.6065163135330657,0.625,0.727051282051282,0.7398014877900398,0,,5-D,20,20,0,281.312,281.672,71.0046
1,9100,dci_gated,2,edge,0,0.8023583963705514,1.0,0.7811740311516991,0.75,0.8671794871794872,0.8369013283999008,0,,5-D,20,20,0,377.531,377.868,52.9286
1,9100,dci_gated,3,edge,0,0.8011682796979015,1.0,0.7973637282067566,0.75,0.7776923076923077,0.8264186617196729,0,2.1188,5-D,20,20,0,98.014,98.329,203.3992
1,9100,dci_gated,4,edge,0,0.7266973441742279,1.0,0.8522150475328516,0.625,0.7894871794871796,0.7955404224732043,0,1.8773,5-D,20,20,0,218.978,219.33,91.1869
1,9100,dci_gated,5,geo,1,0.4639699768845813,1.0,0.004989503928299777,0.375,0.7984615384615386,0.5117596257760361,1,1.2718,5-D,20,20,0,6912.212,6913.025,2.8931
1,9100,dci_gated,6,geo,0,0.9599686796632493,1.0,0.8082770218208601,1.0,0.6985897435897437,0.906436035818446,0,1.2857,5-D,20,20,0,2528.025,2528.499,7.9098
1,9100,dci_gated,7,geo,0,0.8592950836629896,1.0,0.6292863483241348,0.875,0.5535897435897437,0.798719502119036,1,1.4059,5-D,20,20,0,768.266,768.696,26.0181
1,9100,dci_gated,8,geo,0,0.8848003962680133,1.0,0.8078315726308664,0.7916666666666667,0.825897435897436,0.8649843623111253,0,1.4284,5-D,20,20,0,1398.933,1399.457,14.2913
1,9100,dci_gated,9,geo,1,0.7851629822903892,0.4166666666666667,0.7396034083420171,0.6166666666666667,0.7305128205128205,0.6604550169845904,1,2.1799,5-D,48,48,0,2727.905,2729.056,17.5885
1,9100,dci_gated,10,geo,0,0.8852730262587669,1.0,0.850054124261597,0.9,0.6634713144517066,0.8708497785847672,0,2.1582,5-D,48,48,0,2272.265,2273.34,21.1143
1,9100,dci_gated,11,geo,0,0.8663708329773616,1.0,0.71089488837567,0.9,0.6336601307189543,0.8338207055273177,0,2.1917,5-D,48,48,0,1958.607,1959.5,24.496
1,9100,dci_gated,12,geo,0,0.8221901242892975,1.0,0.6353358242897831,0.8,0.5914306463326071,0.781329292880172,0,2.2602,5-D,48,48,0,2946.77,2947.878,16.2829
1,9100,dci_gated,13,review,1,0.43513085851010846,1.0,0.015185416042606592,0.3833333333333333,0.8195715323166304,0.5114221943502096,1,1.7362,5-D,48,48,0,23454.623,23455.511,2.0464
1,9100,dci_gated,14,review,0,0.8659090845677841,1.0,0.7207059742241875,0.8444444444444444,0.7083514887436456,0.8357600781872192,0,1.7383,5-D,48,48,0,1244.99,1245.56,38.5369
1,9100,dci_gated,15,review,0,0.9829197728790905,1.0,0.8002969944550988,1.0,0.8270152505446624,0.9298416296924918,0,1.7445,5-D,48,48,0,1280.457,1281.06,37.469
1,9100,dci_gated,16,review,0,0.9061340949801014,1.0,0.645206854763099,1.0,0.7554466230936819,0.8688918881616976,0,1.7873,5-D,48,48,0,952.831,953.653,50.3328
1,9100,dci_gated,17,review,1,0.8343088634737803,0.4166666666666667,0.6783433712258631,0.7444444444444445,0.8325641025641026,0.7013527277204553,1,2.1003,5-D,20,20,0,444.297,444.61,44.9832
1,9100,dci_gated,18,review,0,0.6987811230180054,1.0,0.5335588036272452,0.43333333333333335,0.7974358974358975,0.6876890927620016,1,2.0854,5-D,20,20,0,619.061,619.287,32.2952
1,9100,dci_gated,19,review,0,0.7697655149738658,1.0,0.44635349582275285,0.8888888888888888,0.7707692307692308,0.7751052403011794,1,2.1296,5-D,20,20,0,442.677,442.906,45.1563
1,9100,dci_gated,20,review,0,0.6980180511453791,1.0,0.44804665425294254,0.5694444444444444,0.8107692307692309,0.6996181171412068,0,2.0739,5-D,20,20,0,481.674,481.882,41.5039
1,9100,dci_gated,21,edge,1,0.5122410911516139,1.0,0.039840665813421605,0.29545454545454547,0.6705128205128205,0.49569623811841995,1,1.8237,5-D,20,20,0,506.408,506.713,39.47
1,9100,dci_gated,22,edge,0,0.8758291863952269,1.0,0.8553125839255101,0.9,0.718974358974359,0.8778659672300626,0,1.8147,5-D,20,20,0,406.744,407.019,49.1377
1,9100,dci_gated,23,edge,0,0.8758445046064223,1.0,0.8784609690653701,0.9,0.7373076923076923,0.8852494738108335,0,1.8042,5-D,20,20,0,536.83,537.112,37.2362
1,9100,dci_gated,24,edge,0,0.8561388285897877,1.0,0.7775282210454202,0.875,0.7893589743589744,0.8629441975103772,0,1.8018,5-D,20,20,0,599.871,600.161,33.3244
2,9200,dci_gated,1,edge,0,0.8682972782400727,1.0,0.8148758831487549,0.875,0.658974358974359,0.853895650035923,0,,5-D,20,20,0,527.527,527.777,37.8948
2,9200,dci_gated,2,edge,0,0.976892054630154,1.0,0.8362904532015769,1.0,0.7757692307692308,0.9278464889132384,0,,5-D,20,20,0,446.518,446.819,44.7609
2,9200,dci_gated,3,edge,0,0.8265711565012832,1.0,0.8108459312778248,0.8,0.7937179487179488,0.8478696676885782,0,1.419,5-D,20,20,0,269.679,269.975,74.0808
2,9200,dci_gated,4,edge,0,0.8256494585299246,1.0,0.4786395772662131,0.8,0.808846153846154,0.7834672031626468,0,1.7101,5-D,20,20,0,387.931,388.285,51.5086
2,9200,dci_gated,5,geo,1,0.5423384042731032,1.0,0.043757672249943314,0.425,0.7837179487179488,0.5468938278259567,1,1.1297,5-D,20,20,0,7004.822,7005.342,2.855
2,9200,dci_gated,6,geo,0,0.7675187116963861,1.0,0.6474064091640066,0.6333333333333333,0.7524358974358974,0.7608930110389491,0,1.1649,5-D,20,20,0,3892.919,3893.364,5.1369
2,9200,dci_gated,7,geo,0,0.6846839869196966,1.0,0.35547574444646346,0.55,0.7305128205128205,0.6618430686961398,1,1.1394,5-D,20,20,0,1244.536,1244.875,16.0659
2,9200,dci_gated,8,geo,0,0.7715106640479703,1.0,0.6850200224480734,0.7333333333333334,0.6073076923076923,0.7676444910144279,0,1.193,5-D,20,20,0,1018.723,1019.054,19.626
2,9200,dci_gated,9,geo,1,0.8567799735987254,0.4166666666666667,0.7322422278296491,0.9166666666666667,0.6417948717948718,0.7235793364015086,1,1.8476,5-D,48,48,0,2256.363,2257.379,21.2636
2,9200,dci_gated,10,geo,0,0.8870904647300609,1.0,0.7603038404028006,0.9,0.8461873638344227,0.8807614888382389,0,1.864,5-D,48,48,0,2348.061,2348.97,20.4345
2,9200,dci_gated,11,geo,0,0.8873300023769842,1.0,0.664143874107521,0.9,0.723529411764706,0.8431906871804562,0,1.8943,5-D,48,48,0,3138.087,3138.897,15.292
2,9200,dci_gated,12,geo,0,0.8592143362075808,1.0,0.4457405128609171,0.9,0.842084241103849,0.810264322789656,0,2.019,5-D,48,48,0,3833.689,3834.545,12.5178
2,9200,dci_gated,13,review,1,0.44699686941163186,1.0,0.014522700340317996,0.425,0.8542120551924474,0.5277855656998387,1,1.6316,5-D,48,48,0,23156.62,23157.443,2.0728
2,9200,dci_gated,14,review,0,0.7881822592374996,1.0,0.5956368476772915,0.788888888888889,0.7698257080610023,0.7894245683317613,0,1.6306,5-D,48,48,0,1049.257,1049.71,45.7269
2,9200,dci_gated,15,review,0,0.8534417801898818,1.0,0.6761377150415979,0.8888888888888888,0.7169934640522876,0.8339147854414111,0,1.6413,5-D,48,48,0,888.718,889.229,53.9793
2,9200,dci_gated,16,review,0,0.8467592193077512,1.0,0.7493531482419908,0.9,0.6835875090777052,0.8440985608369918,0,1.6468,5-D,48,48,0,933.875,934.316,51.3745
2,9200,dci_gated,17,review,1,0.8125051963481574,0.4166666666666667,0.6042973624225192,0.8,0.8150000000000001,0.6895691049048766,1,1.963,5-D,20,20,0,730.33,730.557,27.3764
2,9200,dci_gated,18,review,0,0.7507443988361635,1.0,0.5222885531523712,0.6444444444444444,0.7048717948717949,0.7267634684591733,0,1.9495,5-D,20,20,0,449.708,449.927,44.4516
2,9200,dci_gated,19,review,0,0.7558321731953874,1.0,0.5277517559016467,0.75,0.8141025641025641,0.7666237790945609,0,1.9403,5-D,20,20,0,440.183,440.389,45.4144
2,9200,dci_gated,20,review,0,0.7675778869440619,1.0,0.5033506922607982,0.7444444444444445,0.7771794871794873,0.7580304221539871,0,1.9278,5-D,20,20,0,494.029,494.252,40.4652
2,9200,dci_gated,21,edge,1,0.5645919980419004,1.0,0.05485937645220518,0.49090909090909096,0.7641025641025642,0.5649170775981189,1,1.7438,5-D,20,20,0,298.652,298.928,66.9058
2,9200,dci_gated,22,edge,0,0.8029243130069971,1.0,0.5022538470031984,0.8,0.7038461538461539,0.7667587707293121,0,1.7507,5-D,20,20,0,438.176,438.519,45.608
2,9200,dci_gated,23,edge,0,0.7856097738565375,1.0,0.5952589989579273,0.9,0.7553846153846154,0.8087619355634122,0,1.7669,5-D,20,20,0,194.051,194.356,102.9038
2,9200,dci_gated,24,edge,0,0.7398426896668466,1.0,0.7000699263164454,0.8,0.7256410256410257,0.7938208115261546,0,1.7727,5-D,20,20,0,391.207,391.525,51.0822
3,9300,dci_gated,1,edge,0,0.7848421927924534,1.0,0.7780860822788062,0.7,0.7423076923076923,0.8031739185000285,0,,5-D,20,20,0,436.739,437.046,45.7618
3,9300,dci_gated,2,edge,0,0.798088603661685,1.0,0.7205638552359652,0.75,0.7834615384615384,0.8111541527318451,0,,5-D,20,20,0,526.93,527.212,37.9354
3,9300,dci_gated,3,edge,0,0.7940898643434111,1.0,0.7768159288260112,0.8,0.7405128205128205,0.8249625749279782,0,1.3742,5-D,20,20,0,330.502,330.782,60.4628
3,9300,dci_gated,4,edge,0,0.7439550637154713,1.0,0.7943758476211935,0.8,0.7524358974358976,0.8177293200684912,0,1.529,5-D,20,20,0,149.08,149.378,133.8889
3,9300,dci_gated,5,geo,1,0.4696621285141145,1.0,0.011136821281616416,0.2625,0.7957692307692308,0.4915082810002365,1,1.0922,5-D,20,20,0,5601.124,5601.608,3.5704
3,9300,dci_gated,6,geo,0,0.8754383845797199,1.0,0.5195056013330157,0.875,0.7421794871794872,0.8090876394884562,0,1.1708,5-D,20,20,0,3136.744,3137.133,6.3752
3,9300,dci_gated,7,geo,0,0.8673897936944323,1.0,0.48248411775529754,0.8166666666666667,0.7234615384615385,0.7851968360772317,0,1.2358,5-D,20,20,0,861.675,862.007,23.2017
3,9300,dci_gated,8,geo,0,0.8623841308747962,1.0,0.5782018227282031,0.8166666666666667,0.6757692307692308,0.7959351152130576,0,1.2755,5-D,20,20,0,2026.432,2026.875,9.8674
3,9300,dci_gated,9,geo,1,0.8685389092543,0.4166666666666667,0.7700324925875676,0.8166666666666667,0.7725641025641026,0.7336925078823706,1,1.9665,5-D,48,48,0,4863.484,4864.565,9.8673
3,9300,dci_gated,10,geo,0,0.9654854868160316,1.0,0.9339952805910978,1.0,0.6597312999273783,0.9271301228113342,0,1.891,5-D,48,48,0,2297.449,2298.316,20.8849
3,9300,dci_gated,11,geo,0,0.9375999806248132,1.0,0.8385816703143975,1.0,0.8482570806100218,0.929354891310586,0,1.883,5-D,48,48,0,2331.651,2332.491,20.5789
3,9300,dci_gated,12,geo,0,0.9412387034491367,1.0,0.8020745272260241,1.0,0.8039941902687001,0.9163237098477941,0,1.8709,5-D,48,48,0,3880.241,3881.073,12.3677
3,9300,dci_gated,13,review,1,0.46571320915813863,1.0,0.03460106180842304,0.525,0.6227305737109659,0.5217581007078641,1,1.6396,5-D,48,48,0,22909.109,22909.96,2.0952
3,9300,dci_gated,14,review,0,0.8822542928489153,1.0,0.6863551654019643,0.9,0.729920116194626,0.8473226237218157,0,1.6507,5-D,48,48,0,1472.411,1472.94,32.5879
3,9300,dci_gated,15,review,0,0.870967135251195,1.0,0.6817650114048859,0.9,0.743282498184459,0.8455871608214448,0,1.6609,5-D,48,48,0,1340.597,1341.106,35.7913
3,9300,dci_gated,16,review,0,0.8681098729717852,1.0,0.6048275266444578,0.9,0.775998547567175,0.8343927557069143,0,1.687,5-D,48,48,0,1009.206,1009.722,47.5378
3,9300,dci_gated,17,review,1,0.8530104911252304,0.4166666666666667,0.756836123134813,0.9,0.6758974358974359,0.729337796126219,1,1.9926,5-D,20,20,0,495.262,495.514,40.3622
3,9300,dci_gated,18,review,0,0.9444078082336262,1.0,0.6468364152647221,1.0,0.795897435897436,0.8848538504959664,0,2.0436,5-D,20,20,0,429.11,429.306,46.5868
3,9300,dci_gated,19,review,0,0.7640383071860306,1.0,0.6826574975798749,0.7,0.782051282051282,0.7848487686201749,0,2.0497,5-D,20,20,0,214.77,214.987,93.0289
3,9300,dci_gated,20,review,0,0.7325271831591738,1.0,0.5669249647541343,0.6444444444444444,0.7642307692307693,0.7400402930141246,0,2.0335,5-D,20,20,0,537.398,537.601,37.2023
3,9300,dci_gated,21,edge,1,0.49580990700783856,1.0,0.06384869000623805,0.24545454545454548,0.6843589743589744,0.4884669699979625,1,1.7585,5-D,20,20,0,346.15,346.46,57.7268
3,9300,dci_gated,22,edge,0,0.827438127052845,1.0,0.6682811101454841,0.875,0.5624358974358974,0.7998811384076927,1,1.7977,5-D,20,20,0,350.352,350.613,57.043
3,9300,dci_gated,23,edge,0,0.7037847429728492,1.0,0.6699582708060721,0.6,0.7501282051282052,0.7424570706736575,0,1.8091,5-D,20,20,0,539.345,539.574,37.0663
3,9300,dci_gated,24,edge,0,0.8669403007611096,1.0,0.8249898218973224,0.8333333333333333,0.7852564102564104,0.8661881677748701,0,1.8071,5-D,20,20,0,443.998,444.242,45.0205
4,9400,dci_gated,1,edge,0,0.7593571611647671,1.0,0.7427707771203448,0.7,0.6626923076923078,0.777797291869107,0,,5-D,20,20,0,584.606,584.839,34.1974
4,9400,dci_gated,2,edge,0,0.863582117928692,1.0,0.47902359745565637,0.875,0.8475641025641026,0.8138348643579196,0,,5-D,20,20,0,349.68,350.061,57.1328
4,9400,dci_gated,3,edge,0,0.7643296512767884,1.0,0.6486149994907953,0.7,0.6937179487179488,0.7648631050250485,0,1.5604,5-D,20,20,0,402.4,402.685,49.6666
4,9400,dci_gated,4,edge,0,0.744039871145453,1.0,0.4647447548978205,0.7,0.6357692307692309,0.714324303381312,0,1.9783,5-D,20,20,0,446.818,447.154,44.7273
4,9400,dci_gated,5,geo,1,0.5067067993269458,1.0,0.031530264136603314,0.325,0.743974358974359,0.509578906505211,1,1.2263,5-D,20,20,0,6877.581,6878.103,2.9078
4,9400,dci_gated,6,geo,0,0.8234893318690265,1.0,0.7795482586675891,0.75,0.7223076923076923,0.8201281385469285,0,1.2485,5-D,20,20,0,3347.677,3348.091,5.9736
4,9400,dci_gated,7,geo,0,0.8314197590867656,1.0,0.8746737234739219,0.75,0.6942307692307693,0.8369242998510913,0,1.3022,5-D,20,20,0,1792.545,1792.928,11.1549
4,9400,dci_gated,8,geo,0,0.7864770209080968,1.0,0.6237803953684338,0.7,0.7080769230769232,0.7675868727622495,0,1.3072,5-D,20,20,0,2923.85,2924.267,6.8393
4,9400,dci_gated,9,geo,1,0.8361768112946512,0.4166666666666667,0.6162120199955653,0.9,0.7903846153846155,0.7141776324638015,1,2.046,5-D,48,48,0,3573.618,3574.507,13.4284
4,9400,dci_gated,10,geo,0,0.9171613540597655,1.0,0.6699730375936412,1.0,0.7393972403776325,0.8741945320903146,0,2.1218,5-D,48,48,0,2413.51,2414.309,19.8815
4,9400,dci_gated,11,geo,0,0.8835611234595582,1.0,0.6774503444471558,0.8166666666666667,0.7945533769063181,0.8388966896236018,0,2.1385,5-D,48,48,0,5216.163,5217.052,9.2006
4,9400,dci_gated,12,geo,0,0.8974957515831579,1.0,0.8304959638479036,0.8166666666666667,0.7157225853304285,0.8611648517982678,0,2.1383,5-D,48,48,0,3122.728,3123.644,15.3667
4,9400,dci_gated,13,review,1,0.47280131636221523,1.0,0.03983863260082188,0.48333333333333334,0.7060639070442992,0.5287443083340297,1,1.7228,5-D,48,48,0,22687.221,22688.056,2.1157
4,9400,dci_gated,14,review,0,0.8587157137027586,1.0,0.8024431918718281,0.8444444444444444,0.6696441539578795,0.8445030787826261,0,1.7297,5-D,48,48,0,1060.679,1061.297,45.2277
4,9400,dci_gated,15,review,0,0.9783970943350327,1.0,0.8309576667550429,1.0,0.5720406681190996,0.8965969071526316,1,1.7746,5-D,48,48,0,1528.637,1529.218,31.3886
4,9400,dci_gated,16,review,0,0.9504470639856402,1.0,0.8312605804577103,1.0,0.6821713870733479,0.9061895901489544,0,1.7668,5-D,48,48,0,1276.356,1276.933,37.5901
4,9400,dci_gated,17,review,1,0.8277425485955304,0.4166666666666667,0.6902260905291018,0.8,0.6124358974358974,0.6801795732034209,1,2.1096,5-D,20,20,0,545.602,545.906,36.6363
4,9400,dci_gated,18,review,0,0.929136157772559,1.0,0.594630056478412,1.0,0.7471794871794872,0.8632869738157453,0,2.1833,5-D,20,20,0,714.494,714.743,27.9821
4,9400,dci_gated,19,review,0,0.7666769481855499,1.0,0.6022693342810326,0.8,0.7538461538461539,0.7852000269795171,0,2.182,5-D,20,20,0,343.757,343.971,58.1444
4,9400,dci_gated,20,review,0,0.8817030191313457,1.0,0.6971788830652789,1.0,0.7666666666666667,0.8748615313958923,0,2.2071,5-D,20,20,0,374.953,375.209,53.3037
4,9400,dci_gated,21,edge,1,0.5316237356496294,1.0,0.05007549676067502,0.3909090909090909,0.6223076923076925,0.5144490052925145,1,1.9231,5-D,20,20,0,472.264,472.614,42.3178
4,9400,dci_gated,22,edge,0,0.792886813871965,1.0,0.6828826538796757,0.75,0.8237179487179488,0.8083559265516187,0,1.929,5-D,20,20,0,218.603,218.82,91.3994
4,9400,dci_gated,23,edge,0,0.8548515779726948,1.0,0.8125826881817946,0.875,0.8002564102564103,0.8712678936679943,0,1.9232,5-D,20,20,0,373.186,373.455,53.554
4,9400,dci_gated,24,edge,0,0.9723372271911159,1.0,0.4633919887390051,1.0,0.8138461538461539,0.8578396276225032,0,2.0333,5-D,20,20,0,225.109,225.509,88.6881
5,9500,dci_gated,1,edge,0,0.864519507751577,1.0,0.7463667751642247,0.875,0.8341025641025641,0.8655186165861238,0,,5-D,20,20,0,204.699,204.937,97.5908
5,9500,dci_gated,2,edge,0,0.7902447472442267,1.0,0.6326801330135639,0.75,0.8591025641025641,0.8029625980291542,0,,5-D,20,20,0,614.615,614.869,32.5273
5,9500,dci_gated,3,edge,0,0.7172850788062028,1.0,0.5572691833504877,0.75,0.7256410256410257,0.7496212602178021,0,1.769,5-D,20,20,0,152.044,152.356,131.2716
5,9500,dci_gated,4,edge,0,0.789514148439521,1.0,0.6725013284265877,0.9,0.8324358974358975,0.8367441874105825,0,2.2532,5-D,20,20,0,401.221,401.509,49.8121
5,9500,dci_gated,5,geo,1,0.5850749309097627,1.0,0.11342689967295372,0.6428571428571428,0.6587179487179488,0.5963332335411523,1,1.1728,5-D,20,20,0,5050.008,5050.46,3.96
5,9500,dci_gated,6,geo,0,0.7214055714474101,1.0,0.6200721761839543,0.5333333333333333,0.7806410256410257,0.728128648611464,1,1.3897,5-D,20,20,0,6758.458,6758.938,2.959
5,9500,dci_gated,7,geo,0,0.7857273614646951,1.0,0.6654872010720294,0.75,0.7456410256410256,0.7913754344267335,0,1.3933,5-D,20,20,0,1954.797,1955.153,10.2294
5,9500,dci_gated,8,geo,0,0.775072520883384,1.0,0.5086507900458348,0.7166666666666667,0.5852564102564103,0.7266200831018078,0,1.4337,5-D,20,20,0,3996.793,3997.245,5.0034
5,9500,dci_gated,9,geo,1,0.8837502027292349,0.4166666666666667,0.6900943356853522,0.9,0.6155128205128205,0.7146166742296356,1,2.382,5-D,48,48,0,4382.826,4383.815,10.9494
5,9500,dci_gated,10,geo,0,0.9456576974008276,1.0,0.7840557167646001,1.0,0.7959331880900509,0.9126155459166346,0,2.4113,5-D,48,48,0,6000.937,6001.875,7.9975
5,9500,dci_gated,11,geo,0,0.9439632055814009,1.0,0.8388496469938369,1.0,0.8570806100217866,0.9323228222973856,0,2.3649,5-D,48,48,0,4068.352,4069.243,11.7958
5,9500,dci_gated,12,geo,0,0.9558573410986753,1.0,0.8038497482401483,1.0,0.6757806826434278,0.9011013873192126,0,2.3889,5-D,48,48,0,2297.697,2298.635,20.882
5,9500,dci_gated,13,review,1,0.5221199496151685,1.0,0.019817119608030676,0.525,0.6163398692810458,0.5319443917175551,1,1.8479,5-D,48,48,0,20526.423,20527.18,2.3384
5,9500,dci_gated,14,review,0,0.8325748143926834,1.0,0.7474272458244718,0.8,0.7075163398692811,0.8237566037434574,0,1.8538,5-D,48,48,0,1437.668,1438.147,33.3763
5,9500,dci_gated,15,review,0,0.8363909670864877,1.0,0.6066603142507677,0.788888888888889,0.7986564996368919,0.808006057345087,0,1.8638,5-D,48,48,0,960.318,960.774,49.9597
5,9500,dci_gated,16,review,0,0.8650383166325732,1.0,0.7544015883174868,0.8888888888888888,0.7959694989106755,0.8643130994360197,0,1.8616,5-D,48,48,0,962.028,962.518,49.8692
5,9500,dci_gated,17,review,1,0.7671808063098033,0.4166666666666667,0.5959998806009389,0.5444444444444444,0.7453846153846155,0.6150250922275531,1,2.2096,5-D,20,20,0,378.202,378.404,52.8536
5,9500,dci_gated,18,review,0,0.7780863882762077,1.0,0.6411323994123085,0.5694444444444444,0.8558974358974359,0.7650215812250178,1,2.2697,5-D,20,20,0,529.372,529.594,37.7648
5,9500,dci_gated,19,review,0,0.8783576137343286,1.0,0.6140086811301926,0.9,0.880897435897436,0.8545257550442361,0,2.3281,5-D,20,20,0,445.52,445.709,44.8723
5,9500,dci_gated,20,review,0,0.8968307720161979,1.0,0.6330439351654908,1.0,0.6828205128205129,0.8532395569602247,0,2.3981,5-D,20,20,0,509.56,509.758,39.2343
5,9500,dci_gated,21,edge,1,0.5717205324745577,1.0,0.07272648983808272,0.49090909090909096,0.721025641025641,0.5638110954219203,1,2.0986,5-D,20,20,0,371.232,371.53,53.8315
5,9500,dci_gated,22,edge,0,0.7825763639640568,1.0,0.7255637027775249,0.75,0.8093589743589744,0.8121606777003654,0,2.1074,5-D,20,20,0,384.222,384.527,52.012
5,9500,dci_gated,23,edge,0,1.0,1.0,0.8841972082657792,1.0,0.6882051282051282,0.9300702108839252,0,2.0871,5-D,20,20,0,232.5,232.823,85.9022
5,9500,dci_gated,24,edge,0,0.745470912970136,1.0,0.8553358190562573,0.625,0.768846153846154,0.7977618151307085,0,2.1529,5-D,20,20,0,300.653,300.953,66.4556
6,9600,dci_gated,1,edge,0,0.8242298034425207,1.0,0.4844001481663822,0.9,0.7603846153846153,0.7969951728015989,0,,5-D,20,20,0,361.478,361.775,55.283
6,9600,dci_gated,2,edge,0,0.8022150719256483,1.0,0.7858003334571927,0.8,0.8080769230769231,0.8389253731343891,0,,5-D,20,20,0,343.396,343.689,58.1921
6,9600,dci_gated,3,edge,0,0.7476204053962694,1.0,0.726108570240263,0.7,0.8805128205128205,0.804203738474043,0,1.6843,5-D,20,20,0,313.051,313.438,63.8084
