workload,config,seed,dci,eff_rank,stable_rank,p1
tpch,volume_only,24,1.292711587154624,1.4986503740573396,1.1486452624850017,0.8705908017559576
tpch,volume_only,25,1.6458410268046595,1.8184264930784804,1.3628084840149244,0.7337788190560229
tpch,volume_only,26,1.53857310951855,1.727415880319936,1.2906813868754874,0.7747845519185987
tpch,volume_only,27,1.6375934887536796,1.812649701817667,1.356807494688873,0.7370242307139585
tpch,volume_only,28,1.280308232226689,1.4771266303788861,1.1423926354545468,0.875355783086005
tpch,volume_only,29,1.626370256023618,1.7977241920294798,1.3494564567347704,0.7410391013428198
tpch,volume_only,30,1.6186865953553966,1.773856377415097,1.3460705498037322,0.7429031116874282
tpch,volume_only,31,1.6471350967653957,1.8191095232713503,1.3637874339326097,0.7332521000845459
tpch,volume_only,32,1.545387787877665,1.7334994887476283,1.2951467820288334,0.7721132568723298
tpch,volume_only,33,1.0000000000000002,1.000000000000003,1.0000000000000002,0.9999999999999999
tpch,volume_only,34,1.0137667907272,1.0417449080138392,1.0068837215375723,0.9931633401252525
tpch,volume_only,35,1.3848213192696643,1.5847151876089374,1.19943487454098,0.8337259664745841
tpch,volume_only,36,1.0133043201087903,1.040558168637396,1.0066524544467375,0.9933915082436335
tpch,volume_only,37,1.0130870573209028,1.0399981044308153,1.006543808863735,0.9934987341771818
tpch,volume_only,38,1.0134872784293762,1.0410285291216537,1.006743945920839,0.9933012302202916
tpch,volume_only,39,1.299577931684834,1.5068908212919654,1.152273364556838,0.8678496186402763
tpch,volume_only,40,1.2966538568873678,1.4957672331932854,1.1510747572014386,0.8687533053294119
tpch,volume_only,41,1.5676907153104722,1.7346764535410724,1.3110568922376098,0.7627434064232543
tpch,volume_only,42,1.6546442762403057,1.8152180436655525,1.3706086005323168,0.7296028929131337
tpch,volume_only,43,1.0275158624118066,1.0815473913653388,1.0137301564559236,0.9864558074271704
tpch,volume_only,44,1.3062160752460643,1.5073031220568098,1.1561467097615732,0.8649421319602469
tpch,volume_only,45,1.2311027849498066,1.4278453347508249,1.1164033129805797,0.8957336370941021
tpch,volume_only,46,1.5496684505520604,1.7369069304374345,1.2979107962561376,0.7704689743582763
tpch,volume_only,47,1.0126278055311069,1.0388087116384928,1.0063141544916823,0.9937254638986255
