block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
0,9000,dci_gated,1,edge,0,0.8175445350038288,1.0,0.7788603733587827,0.8,0.8121794871794873,0.8419851314996369,0,,5-D,20,20,0,436.622,436.994,45.7673
0,9000,dci_gated,2,edge,0,0.8568140293617765,1.0,0.6505670034399254,0.9,0.9311538461538462,0.8639899849515063,0,,5-D,20,20,0,379.903,380.227,52.6002
0,9000,dci_gated,3,edge,0,0.8126696968621718,1.0,0.6490735743448681,0.8,0.7725641025641026,0.808866754469132,0,1.4779,1-D,20,20,0,555.022,555.273,36.0183
0,9000,dci_gated,4,edge,0,0.8657676528570004,1.0,0.5105933039520065,0.875,0.7637179487179487,0.8081182663123437,0,1.8615,1-D,20,20,0,315.21,315.579,63.3756
0,9000,dci_gated,5,geo,1,0.4166952732048943,1.0,0.0,0.17142857142857143,0.8052564102564103,0.4592479941253994,1,1.1702,1-D,20,20,0,7002.761,7003.412,2.8558
0,9000,dci_gated,6,geo,0,0.6707436088633502,1.0,0.4705343330096934,0.43333333333333335,0.6670512820512821,0.6485171277921352,1,1.1828,1-D,20,20,0,3851.728,3852.18,5.1919
0,9000,dci_gated,7,geo,0,0.7644618960149923,1.0,0.6132316586056861,0.7166666666666667,0.7719230769230769,0.7728836005966802,0,1.1809,1-D,20,20,0,2045.173,2045.603,9.7771
0,9000,dci_gated,8,geo,0,0.7038117241571322,1.0,0.6784903932235818,0.43333333333333335,0.7111538461538461,0.704990753273743,1,1.2602,1-D,20,20,0,1826.64,1827.109,10.9463
0,9000,dci_gated,9,geo,1,0.7798857320966481,0.4166666666666667,0.7229002652685388,0.5166666666666667,0.8725641025641027,0.6571027681291519,1,1.7971,1-D,48,48,0,5382.525,5383.399,8.9163
0,9000,dci_gated,10,geo,0,0.8651043846441083,1.0,0.8012294315017471,0.9,0.8295570079883806,0.8809555336596336,0,1.7957,1-D,48,48,0,3668.158,3669.096,13.0822
0,9000,dci_gated,11,geo,0,0.8185792599470637,1.0,0.717979596395753,0.8,0.6817719680464779,0.8105065294728883,0,1.8057,1-D,48,48,0,2766.201,2767.098,17.3467
0,9000,dci_gated,12,geo,0,0.8673824235724212,1.0,0.7774343356900039,0.9,0.6996732026143792,0.8572834534232631,0,1.8015,1-D,48,48,0,3121.925,3122.778,15.3709
0,9000,dci_gated,13,review,1,0.49268928470822393,1.0,0.061680684201312896,0.625,0.6897966594045026,0.5639779569279939,0,1.7666,1-D,48,48,0,20669.695,20670.426,2.3222
0,9000,dci_gated,14,review,0,0.9746560095889856,1.0,0.8645974648316603,1.0,0.6461510530137982,0.9135061533156481,0,1.753,1-D,48,48,0,10746.766,10747.44,4.4662
0,9000,dci_gated,15,review,0,0.8493820531950165,1.0,0.7305544206461717,0.9,0.7119825708061003,0.8452537830489035,0,1.7545,1-D,48,48,0,13213.001,13213.78,3.6326
0,9000,dci_gated,16,review,0,0.8532692316004895,1.0,0.5097697957329224,0.9,0.7253449527959333,0.8040730099660969,0,1.8004,1-D,48,48,0,15144.904,15145.618,3.1692
0,9000,dci_gated,17,review,1,0.9142924900465794,0.4166666666666667,0.6858986867614657,1.0,0.758974358974359,0.7629323470434252,1,2.1397,1-D,20,20,0,3729.303,3729.55,5.3626
0,9000,dci_gated,18,review,0,0.8282667471598971,1.0,0.5256060811481686,0.9,0.7406410256410256,0.803284056865762,0,2.176,1-D,20,20,0,519.733,519.976,38.4633
0,9000,dci_gated,19,review,0,0.8488575160432829,1.0,0.8043062325516624,0.9,0.7855128205128206,0.8709025485980764,0,2.1669,1-D,20,20,0,315.665,315.869,63.3173
0,9000,dci_gated,20,review,0,0.8183277117007426,1.0,0.6971788830652785,0.9,0.8541025641025641,0.8521330891536261,0,2.1829,1-D,20,20,0,498.518,498.728,40.102
0,9000,dci_gated,21,edge,1,0.5387363925604041,1.0,0.055772826813598075,0.46590909090909094,0.7507692307692309,0.5516358663000235,0,1.9615,1-D,20,20,0,506.123,506.39,39.4952
0,9000,dci_gated,22,edge,0,0.7453375586942754,1.0,0.790973357025115,0.625,0.6573076923076924,0.7681252149247457,0,2.0046,1-D,20,20,0,473.988,474.259,42.1711
