block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,gate_R4s,gate_audit,det_ms,features_used,sp_out_of_band,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
0,9000,dci_gated,1,edge,0,0.8175445350038288,1.0,0.7788603733587827,0.8,0.7955128205128206,0.8394851314996369,0,1.0,full,1.0,0,2.048,full,0,20,20,0,416.438,416.707,47.9954
0,9000,dci_gated,2,edge,0,0.8568140293617765,1.0,0.6505670034399254,0.9,0.8894871794871796,0.8577399849515062,0,1.5734,full,1.0,0,1.9796,full,0,20,20,0,379.246,379.597,52.6874
0,9000,dci_gated,3,edge,0,0.8126696968621718,1.0,0.6490735743448681,0.8,0.7725641025641026,0.808866754469132,0,1.6829,full,1.0,0,2.0667,full,0,20,20,0,540.858,541.112,36.9609
0,9000,dci_gated,4,edge,0,0.8657676528570004,1.0,0.5105933039520065,0.875,0.7637179487179487,0.8081182663123437,0,1.3079,full,1.0,0,2.0309,full,0,20,20,0,309.095,309.46,64.6287
0,9000,dci_gated,5,geo,1,0.4166952732048943,1.0,0.0,0.17142857142857143,0.7834615384615384,0.45597876335616866,1,1.093,full,0.6725,0,1.9163,full,0,20,20,0,7045.397,7045.97,2.8385
0,9000,dci_gated,6,geo,0,0.6707436088633502,1.0,0.4705343330096934,0.43333333333333335,0.6785897435897437,0.6502478970229044,1,1.0988,full,0.591,0,2.4091,full,0,20,20,0,3792.302,3792.812,5.2731
0,9000,dci_gated,7,geo,0,0.7644618960149923,1.0,0.6132316586056861,0.7166666666666667,0.7719230769230769,0.7728836005966802,0,1.0975,full,0.61,0,2.1136,full,0,20,20,0,2007.271,2007.714,9.9616
0,9000,dci_gated,8,geo,0,0.7038117241571322,1.0,0.6784903932235818,0.43333333333333335,0.7111538461538461,0.704990753273743,1,1.1608,full,0.5393,0,1.9357,full,0,20,20,0,1844.94,1845.411,10.8377
0,9000,dci_gated,9,geo,1,0.7798857320966481,0.4166666666666667,0.7229002652685388,0.5166666666666667,0.8725641025641027,0.6571027681291519,1,1.0008,full,0.9996,0,2.1128,full,0,48,48,0,5408.755,5409.636,8.8731
0,9000,dci_gated,10,geo,0,0.8651043846441083,1.0,0.8012294315017471,0.9,0.8270878721859114,0.8805851632892633,0,1.0009,full,0.9996,0,3.9503,full,0,48,48,0,3676.423,3677.406,13.0527
0,9000,dci_gated,11,geo,0,0.8185792599470637,1.0,0.717979596395753,0.8,0.6793028322440088,0.8101361591025179,0,1.0009,full,0.9996,0,3.6845,full,0,48,48,0,2754.385,2755.262,17.4212
0,9000,dci_gated,12,geo,0,0.8673824235724212,1.0,0.7774343356900039,0.9,0.6941176470588235,0.8564501200899297,0,1.0009,full,0.9996,0,3.5199,full,0,48,48,0,3139.697,3140.582,15.2838
0,9000,dci_gated,13,review,1,0.49268928470822393,1.0,0.061680684201312896,0.625,0.6897966594045026,0.5639779569279939,1,1.0012,full,0.9994,0,3.5937,full,0,48,48,0,20732.826,20733.557,2.3151
0,9000,dci_gated,14,review,0,0.9746560095889856,1.0,0.8645974648316603,1.0,0.7807552650689906,0.9336967851239271,0,1.0012,full,0.9994,0,3.6696,full,0,48,48,0,1388.197,1388.72,34.5642
0,9000,dci_gated,15,review,0,0.8493820531950165,1.0,0.7305544206461717,0.9,0.7229121278140886,0.8468932166001019,0,1.0012,full,0.9994,0,3.4717,full,0,48,48,0,801.781,802.23,59.8332
0,9000,dci_gated,16,review,0,0.8532692316004895,1.0,0.5097697957329224,0.9,0.7275962236746552,0.8044107005979052,0,1.0013,full,0.9994,0,3.6589,full,0,48,48,0,1246.046,1246.518,38.5073
0,9000,dci_gated,17,review,1,0.9142924900465794,0.4166666666666667,0.6858986867614657,1.0,0.7107692307692308,0.755701577812656,1,1.0007,full,0.9997,0,2.1451,full,0,20,20,0,787.519,787.714,25.3899
0,9000,dci_gated,18,review,0,0.8282667471598971,1.0,0.5256060811481686,0.9,0.7892307692307692,0.8105725184042234,0,1.0007,full,0.9997,0,1.9722,full,0,20,20,0,511.052,511.267,39.1185
0,9000,dci_gated,19,review,0,0.8488575160432829,1.0,0.8043062325516624,0.9,0.7803846153846155,0.8701333178288455,0,1.0007,full,0.9997,0,2.1132,full,0,20,20,0,313.836,314.057,63.6827
0,9000,dci_gated,20,review,0,0.8183277117007426,1.0,0.6971788830652785,0.9,0.8624358974358974,0.853383089153626,0,1.0007,full,0.9997,0,2.0097,full,0,20,20,0,493.271,493.481,40.5284
0,9000,dci_gated,21,edge,1,0.5387363925604041,1.0,0.055772826813598075,0.46590909090909094,0.7507692307692309,0.5516358663000235,1,1.0008,full,0.9996,0,1.9159,full,0,20,20,0,501.332,501.598,39.8726
0,9000,dci_gated,22,edge,0,0.7453375586942754,1.0,0.790973357025115,0.625,0.6573076923076924,0.7681252149247457,0,1.0009,full,0.9996,0,1.8972,full,0,20,20,0,470.59,470.868,42.4747
0,9000,dci_gated,23,edge,0,0.8501775419428053,1.0,0.7442574154968986,0.8333333333333333,0.8337179487179488,0.8531202275594401,0,1.0009,full,0.9996,0,2.0881,full,0,20,20,0,300.723,301.035,66.4375
0,9000,dci_gated,24,edge,0,0.7607370766594177,1.0,0.8337420285188094,0.7,0.8378205128205128,0.8226057517916933,0,1.0009,full,0.9996,0,2.0966,full,0,20,20,0,297.44,297.753,67.1699
1,9100,dci_gated,1,edge,0,0.7377621311029372,1.0,0.6065163135330657,0.625,0.7570512820512821,0.7443014877900398,0,1.0,full,1.0,0,1.8908,full,0,20,20,0,277.463,277.823,71.9883
1,9100,dci_gated,2,edge,0,0.8023583963705514,1.0,0.7811740311516991,0.75,0.8671794871794872,0.8369013283999008,0,1.3285,full,1.0,0,1.9152,full,0,20,20,0,372.94,373.244,53.5842
1,9100,dci_gated,3,edge,0,0.8011682796979015,1.0,0.7973637282067566,0.75,0.7776923076923077,0.8264186617196729,0,1.6624,full,1.0,0,1.8534,full,0,20,20,0,97.405,97.743,204.6188
1,9100,dci_gated,4,edge,0,0.7266973441742279,1.0,0.8522150475328516,0.625,0.7894871794871796,0.7955404224732043,0,1.5672,full,1.0,0,2.0978,full,0,20,20,0,217.606,217.938,91.7694
1,9100,dci_gated,5,geo,1,0.4639699768845813,1.0,0.004989503928299777,0.375,0.7984615384615386,0.5117596257760361,1,1.2154,full,0.8254,0,2.1036,full,0,20,20,0,6929.55,6930.133,2.8859
1,9100,dci_gated,6,geo,0,0.9599686796632493,1.0,0.8082770218208601,1.0,0.6985897435897437,0.906436035818446,0,1.2207,full,0.8201,0,2.0815,full,0,20,20,0,2539.766,2540.174,7.8735
1,9100,dci_gated,7,geo,0,0.8592950836629896,1.0,0.6292863483241348,0.875,0.546923076923077,0.797719502119036,1,1.2434,full,0.8673,0,2.0983,full,0,20,20,0,750.017,750.359,26.6539
1,9100,dci_gated,8,geo,0,0.8848003962680133,1.0,0.8078315726308664,0.7916666666666667,0.8192307692307693,0.8639843623111253,0,1.2556,full,0.7837,0,2.0663,full,0,20,20,0,1363.093,1363.514,14.668
1,9100,dci_gated,9,geo,1,0.7851629822903892,0.4166666666666667,0.7396034083420171,0.6166666666666667,0.7371794871794872,0.6614550169845905,1,1.0006,full,0.9998,0,2.0765,full,0,48,48,0,2630.504,2631.37,18.2414
1,9100,dci_gated,10,geo,0,0.8852730262587669,1.0,0.850054124261597,0.9,0.6603848946986202,0.8703868156218042,0,1.0006,full,0.9998,0,3.7143,full,0,48,48,0,2216.281,2217.116,21.6497
1,9100,dci_gated,11,geo,0,0.8663708329773616,1.0,0.71089488837567,0.9,0.6336601307189543,0.8338207055273177,0,1.0006,full,0.9998,0,3.7144,full,0,48,48,0,1949.634,1950.376,24.6106
1,9100,dci_gated,12,geo,0,0.8221901242892975,1.0,0.6353358242897831,0.8,0.5899782135076254,0.7811114279564249,0,1.0006,full,0.9998,0,3.4728,full,0,48,48,0,2914.593,2915.563,16.4634
1,9100,dci_gated,13,review,1,0.43513085851010846,1.0,0.015185416042606592,0.3833333333333333,0.8220406681190996,0.5117925647205801,1,1.0011,full,0.9997,0,3.7022,full,0,48,48,0,22232.863,22233.589,2.1589
1,9100,dci_gated,14,review,0,0.8659090845677841,1.0,0.7207059742241875,0.8444444444444444,0.7194625998547567,0.8374267448538859,0,1.0011,full,0.9997,0,3.7567,full,0,48,48,0,1213.999,1214.468,39.5235
1,9100,dci_gated,15,review,0,0.9829197728790905,1.0,0.8002969944550988,1.0,0.8309368191721134,0.9304298649866094,0,1.0011,full,0.9997,0,3.5844,full,0,48,48,0,1231.862,1232.359,38.9497
