analysis_timestamp_utc,run_id,window,S_R,S_V,S_T,S_A,S_P,HSM
2026-07-05T13:12:27Z,20260705T131224Z,1,0.7877679844,1.0000000000,0.2926090459,0.6666666667,0.6666666667,0.6887971386
2026-07-05T13:12:27Z,20260705T131224Z,2,0.7233498105,1.0000000000,0.9500849642,0.3333333333,0.3333333333,0.6875211121
2026-07-05T13:12:27Z,20260705T131224Z,3,0.6968385816,1.0000000000,0.2577621168,0.5000000000,0.5000000000,0.6007620688
2026-07-05T13:12:27Z,20260705T131224Z,4,0.8178906433,1.0000000000,0.4301275269,0.6666666667,0.6666666667,0.7238314995
2026-07-05T13:12:27Z,20260705T131224Z,5,0.7778850527,1.0000000000,0.8233155708,0.6666666667,0.6666666667,0.7924677107
2026-07-05T13:12:27Z,20260705T131224Z,6,0.6864129653,1.0000000000,0.1305442147,0.5000000000,0.5000000000,0.5727120843
2026-07-05T13:12:27Z,20260705T131224Z,7,1.0000000000,1.0000000000,0.6974855906,1.0000000000,1.0000000000,0.9394971181
2026-07-05T13:12:27Z,20260705T131224Z,8,0.8349916978,1.0000000000,0.6457060008,0.7500000000,0.7500000000,0.8003891246
2026-07-05T13:12:27Z,20260705T131224Z,9,0.8308156933,1.0000000000,0.8846841354,0.6666666667,0.6666666667,0.8179740837
2026-07-05T13:12:27Z,20260705T131224Z,10,0.9291181088,1.0000000000,0.3160325403,1.0000000000,1.0000000000,0.8454860353
2026-07-05T13:12:27Z,20260705T131224Z,11,0.8308156933,1.0000000000,0.7991944448,0.6666666667,0.6666666667,0.8008761456
2026-07-05T13:12:27Z,20260705T131224Z,12,0.8308156933,1.0000000000,0.9023267692,0.6666666667,0.6666666667,0.8215026105
2026-07-05T13:12:27Z,20260705T131224Z,13,0.9291181088,1.0000000000,0.5192856065,1.0000000000,1.0000000000,0.8861366485
2026-07-05T13:12:27Z,20260705T131224Z,14,0.9291181088,1.0000000000,0.5791668483,1.0000000000,1.0000000000,0.8981128969
2026-07-05T13:12:27Z,20260705T131224Z,15,0.9291181088,1.0000000000,0.8108830488,1.0000000000,1.0000000000,0.9444561370
2026-07-05T13:12:27Z,20260705T131224Z,16,1.0000000000,1.0000000000,0.5969264516,1.0000000000,1.0000000000,0.9193852903
2026-07-05T13:12:27Z,20260705T131224Z,17,0.7677204728,1.0000000000,0.9665245833,0.5000000000,0.5000000000,0.7602350349
2026-07-05T13:12:27Z,20260705T131224Z,18,0.6968385816,1.0000000000,0.1559582608,0.5000000000,0.5000000000,0.5804012976
2026-07-05T13:12:27Z,20260705T131224Z,19,0.9291181088,1.0000000000,0.1894336775,1.0000000000,1.0000000000,0.8201662627
2026-07-05T13:12:27Z,20260705T131224Z,20,0.7677204728,1.0000000000,0.9665245833,0.5000000000,0.5000000000,0.7602350349
2026-07-05T13:12:27Z,20260705T131224Z,21,0.6968385816,1.0000000000,0.4365489651,0.5000000000,0.5000000000,0.6365194384
2026-07-05T13:12:27Z,20260705T131224Z,22,0.8178906433,1.0000000000,0.7086634066,0.6666666667,0.6666666667,0.7795386755
2026-07-05T13:12:27Z,20260705T131224Z,23,0.8308156933,1.0000000000,0.7543498162,0.6666666667,0.6666666667,0.7919072199
2026-07-05T13:12:27Z,20260705T131224Z,24,1.0000000000,1.0000000000,0.8775171560,1.0000000000,1.0000000000,0.9755034312
2026-07-05T13:12:27Z,20260705T131224Z,25,0.8308156933,1.0000000000,0.6861489844,0.6666666667,0.6666666667,0.7782670535
2026-07-05T13:12:27Z,20260705T131224Z,26,0.9389292606,1.0000000000,0.5713160609,1.0000000000,1.0000000000,0.8989955273
2026-07-05T13:12:27Z,20260705T131224Z,27,0.8938939633,1.0000000000,0.4770728097,1.0000000000,1.0000000000,0.8688880528
2026-07-05T13:12:27Z,20260705T131224Z,28,1.0000000000,1.0000000000,0.9405180032,1.0000000000,1.0000000000,0.9881036006
2026-07-05T13:12:27Z,20260705T131224Z,29,0.9389292606,1.0000000000,0.6764239361,1.0000000000,1.0000000000,0.9200171024
2026-07-05T13:12:27Z,20260705T131224Z,30,0.7309729266,1.0000000000,0.7847480535,0.5000000000,0.5000000000,0.7146928423
2026-07-05T13:12:27Z,20260705T131224Z,31,0.7877679844,1.0000000000,0.3341009347,0.6666666667,0.6666666667,0.6970955164
2026-07-05T13:12:27Z,20260705T131224Z,32,0.8308156933,1.0000000000,0.9092703219,0.6666666667,0.6666666667,0.8228913210
2026-07-05T13:12:27Z,20260705T131224Z,33,0.8308156933,1.0000000000,0.7305833490,0.6666666667,0.6666666667,0.7871539264
2026-07-05T13:12:27Z,20260705T131224Z,34,0.9291181088,1.0000000000,0.1408931499,1.0000000000,1.0000000000,0.8104581572
2026-07-05T13:12:27Z,20260705T131224Z,35,0.9291181088,1.0000000000,0.4447806586,1.0000000000,1.0000000000,0.8712356589
2026-07-05T13:12:27Z,20260705T131224Z,36,0.9291181088,1.0000000000,0.4447806586,1.0000000000,1.0000000000,0.8712356589
2026-07-05T13:12:27Z,20260705T131224Z,37,0.7677204728,1.0000000000,0.9295534250,0.5000000000,0.5000000000,0.7528408032
2026-07-05T13:12:27Z,20260705T131224Z,38,0.6968385816,1.0000000000,0.2577621168,0.5000000000,0.5000000000,0.6007620688
2026-07-05T13:12:27Z,20260705T131224Z,39,0.6186566985,1.0000000000,0.2573850573,0.3333333333,0.3333333333,0.5228078527
2026-07-05T13:12:27Z,20260705T131224Z,40,0.7677204728,1.0000000000,0.9665245833,0.5000000000,0.5000000000,0.7602350349
2026-07-05T13:12:27Z,20260705T131224Z,41,0.7677204728,1.0000000000,0.9665245833,0.5000000000,0.5000000000,0.7602350349
2026-07-05T13:12:27Z,20260705T131224Z,42,0.9291181088,1.0000000000,0.1039219917,1.0000000000,1.0000000000,0.8030639255
2026-07-05T13:12:27Z,20260705T131224Z,43,0.6968385816,1.0000000000,0.0704465750,0.5000000000,0.5000000000,0.5632989604
2026-07-05T13:12:27Z,20260705T131224Z,44,0.6968385816,1.0000000000,0.4365489651,0.5000000000,0.5000000000,0.6365194384
2026-07-05T13:12:27Z,20260705T131224Z,45,0.5822138547,1.0000000000,0.4222538635,0.2500000000,0.2500000000,0.5175042364
2026-07-05T13:12:27Z,20260705T131224Z,46,0.6251540513,1.0000000000,0.8344014373,0.2500000000,0.2500000000,0.6106688003
2026-07-05T13:12:27Z,20260705T131224Z,47,0.7248934060,1.0000000000,0.3663080433,0.6666666667,0.6666666667,0.6878182935
2026-07-05T13:12:27Z,20260705T131224Z,48,0.9389292606,1.0000000000,0.6946788093,1.0000000000,1.0000000000,0.9236680770
2026-07-05T13:12:27Z,20260705T131224Z,49,0.9694646303,1.0000000000,0.8287355945,1.0000000000,1.0000000000,0.9581132765
2026-07-05T13:12:27Z,20260705T131224Z,50,0.9694646303,1.0000000000,0.8879298276,1.0000000000,1.0000000000,0.9699521231
2026-07-05T13:12:27Z,20260705T131224Z,51,0.6251540513,1.0000000000,0.5961465394,0.2500000000,0.2500000000,0.5630178207
2026-07-05T13:12:27Z,20260705T131224Z,52,0.5857228750,1.0000000000,0.2741606301,0.2500000000,0.2500000000,0.4887628448
2026-07-05T13:12:27Z,20260705T131224Z,53,0.8308156933,1.0000000000,0.7905756498,0.6666666667,0.6666666667,0.7991523866
2026-07-05T13:12:27Z,20260705T131224Z,54,0.7167933476,1.0000000000,0.2242026939,0.4000000000,0.4000000000,0.5640388757
2026-07-05T13:12:27Z,20260705T131224Z,55,0.6916771212,1.0000000000,0.6862158344,0.5000000000,0.5000000000,0.6851624472
2026-07-05T13:12:27Z,20260705T131224Z,56,0.7895834242,1.0000000000,0.7413127992,0.5000000000,0.5000000000,0.7206584159
2026-07-05T13:12:27Z,20260705T131224Z,57,1.0000000000,1.0000000000,0.9999999905,1.0000000000,1.0000000000,0.9999999981
2026-07-05T13:12:27Z,20260705T131224Z,58,1.0000000000,1.0000000000,0.9552415148,1.0000000000,1.0000000000,0.9910483030
2026-07-05T13:12:27Z,20260705T131224Z,59,0.9291181088,1.0000000000,0.5477487407,1.0000000000,1.0000000000,0.8918292753
2026-07-05T13:12:27Z,20260705T131224Z,60,0.6968385816,1.0000000000,0.4365489651,0.5000000000,0.5000000000,0.6365194384
2026-07-05T13:12:27Z,20260705T131224Z,61,0.9999999953,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9999999988
2026-07-05T13:12:27Z,20260705T131224Z,62,0.7677204728,1.0000000000,0.7422378832,0.5000000000,0.5000000000,0.7153776948
2026-07-05T13:12:27Z,20260705T131224Z,63,0.8308156933,1.0000000000,0.8588550841,0.6666666667,0.6666666667,0.8128082735
2026-07-05T13:12:27Z,20260705T131224Z,64,0.6820617591,1.0000000000,0.5496738246,0.5000000000,0.5000000000,0.6554502047
2026-07-05T13:12:27Z,20260705T131224Z,65,0.6251540513,1.0000000000,0.6044690365,0.2500000000,0.2500000000,0.5646823201
2026-07-05T13:12:27Z,20260705T131224Z,66,0.9291181088,1.0000000000,0.6943110820,1.0000000000,1.0000000000,0.9211417436
2026-07-05T13:12:27Z,20260705T131224Z,67,0.6968385816,1.0000000000,0.4365489651,0.5000000000,0.5000000000,0.6365194384
2026-07-05T13:12:27Z,20260705T131224Z,68,0.7221149473,1.0000000000,0.7499837614,0.3333333333,0.3333333333,0.6471921558
2026-07-05T13:12:27Z,20260705T131224Z,69,0.7575558929,1.0000000000,0.4892220734,0.6666666667,0.6666666667,0.7205667212
2026-07-05T13:12:27Z,20260705T131224Z,70,0.7575558929,1.0000000000,0.5080917002,0.6666666667,0.6666666667,0.7243406466
2026-07-05T13:12:27Z,20260705T131224Z,71,0.7575558929,1.0000000000,0.3900852729,0.6666666667,0.6666666667,0.7007393611
2026-07-05T13:12:27Z,20260705T131224Z,72,0.6186566985,1.0000000000,0.3139791351,0.3333333333,0.3333333333,0.5341266683
2026-07-05T13:12:27Z,20260705T131224Z,73,0.5857228750,1.0000000000,0.3347133086,0.2500000000,0.2500000000,0.5008733805
2026-07-05T13:12:27Z,20260705T131224Z,74,0.7496918975,1.0000000000,0.9119278398,0.5000000000,0.5000000000,0.7448085423
2026-07-05T13:12:27Z,20260705T131224Z,75,0.6616313865,1.0000000000,0.3646829799,0.5000000000,0.5000000000,0.6133444426
2026-07-05T13:12:27Z,20260705T131224Z,76,0.6616313865,1.0000000000,0.2590577033,0.5000000000,0.5000000000,0.5922193873
2026-07-05T13:12:27Z,20260705T131224Z,77,0.8308156933,1.0000000000,0.8131656506,0.6666666667,0.6666666667,0.8036703868
2026-07-05T13:12:27Z,20260705T131224Z,78,0.6968385816,1.0000000000,0.2577621168,0.5000000000,0.5000000000,0.6007620688
2026-07-05T13:12:27Z,20260705T131224Z,79,0.9999999953,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9999999988
2026-07-05T13:12:27Z,20260705T131224Z,80,0.6968385816,1.0000000000,0.2048327647,0.5000000000,0.5000000000,0.5901761983
2026-07-05T13:12:27Z,20260705T131224Z,81,0.9291181088,1.0000000000,0.3160325403,1.0000000000,1.0000000000,0.8454860353
2026-07-05T13:12:27Z,20260705T131224Z,82,0.7677204728,1.0000000000,0.8888002244,0.5000000000,0.5000000000,0.7446901631
2026-07-05T13:12:27Z,20260705T131224Z,83,0.9999999953,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.9999999988
2026-07-05T13:12:27Z,20260705T131224Z,84,0.6968385816,1.0000000000,0.3144528418,0.5000000000,0.5000000000,0.6121002138
2026-07-05T13:12:27Z,20260705T131224Z,85,0.9291181088,1.0000000000,0.3848994168,1.0000000000,1.0000000000,0.8592594106
2026-07-05T13:12:27Z,20260705T131224Z,86,0.8308156933,1.0000000000,0.8961891502,0.6666666667,0.6666666667,0.8202750867
2026-07-05T13:12:27Z,20260705T131224Z,87,0.8178906433,1.0000000000,0.6006301841,0.6666666667,0.6666666667,0.7579320310
2026-07-05T13:12:27Z,20260705T131224Z,88,0.9291181088,1.0000000000,0.4700243819,1.0000000000,1.0000000000,0.8762844036
2026-07-05T13:12:27Z,20260705T131224Z,89,0.6666666667,1.0000000000,0.9526695251,0.3333333333,0.3333333333,0.6738672384
2026-07-05T13:12:27Z,20260705T131224Z,90,0.7248934060,1.0000000000,0.1196946536,0.6666666667,0.6666666667,0.6384956156
2026-07-05T13:12:27Z,20260705T131224Z,91,0.9189432581,1.0000000000,0.2002806055,1.0000000000,1.0000000000,0.8197919356
2026-07-05T13:12:27Z,20260705T131224Z,92,0.9189432581,1.0000000000,0.3804087938,1.0000000000,1.0000000000,0.8558175733
2026-07-05T13:12:27Z,20260705T131224Z,93,0.9389292606,1.0000000000,0.6937401240,1.0000000000,1.0000000000,0.9234803400
2026-07-05T13:12:27Z,20260705T131224Z,94,1.0000000000,1.0000000000,0.6748340540,1.0000000000,1.0000000000,0.9349668108
2026-07-05T13:12:27Z,20260705T131224Z,95,0.8274928135,1.0000000000,0.5731830391,0.6666666667,0.6666666667,0.7548431445
2026-07-05T13:12:27Z,20260705T131224Z,96,0.8274928135,1.0000000000,0.7153604996,0.6666666667,0.6666666667,0.7832786366
2026-07-05T13:12:27Z,20260705T131224Z,97,0.7470254735,1.0000000000,0.6469546764,0.5000000000,0.5000000000,0.6911473037
2026-07-05T13:12:27Z,20260705T131224Z,98,0.9189432581,1.0000000000,0.5291529815,1.0000000000,1.0000000000,0.8855664108
2026-07-05T13:12:27Z,20260705T131224Z,99,0.7107144013,1.0000000000,0.8002247874,0.5000000000,0.5000000000,0.7127235578
2026-07-05T13:12:27Z,20260705T131224Z,100,0.8178906433,1.0000000000,0.3287584004,0.6666666667,0.6666666667,0.7035576742
