cand_id,stratum,policy,hit,fa
502,cross/aligned,best_axis_oracle,1,0
502,cross/aligned,every_k2,0,6
502,cross/aligned,adwin,0,0
502,cross/aligned,mcusum,0,4
502,cross/aligned,sketch1,0,11
503,cross/aligned,always_multiD,1,11
503,cross/aligned,union4_bonf,1,11
503,cross/aligned,dci_v3,1,11
503,cross/aligned,dci_v3_a8,1,11
503,cross/aligned,best_axis_oracle,1,0
503,cross/aligned,every_k2,1,5
503,cross/aligned,adwin,0,0
503,cross/aligned,mcusum,0,1
503,cross/aligned,sketch1,0,1
504,cross/aligned,always_multiD,1,14
504,cross/aligned,union4_bonf,1,13
504,cross/aligned,dci_v3,1,13
504,cross/aligned,dci_v3_a8,1,14
504,cross/aligned,best_axis_oracle,1,2
504,cross/aligned,every_k2,0,8
504,cross/aligned,adwin,0,0
504,cross/aligned,mcusum,0,3
504,cross/aligned,sketch1,0,11
505,cross/aligned,always_multiD,1,14
505,cross/aligned,union4_bonf,1,13
505,cross/aligned,dci_v3,1,13
505,cross/aligned,dci_v3_a8,1,13
505,cross/aligned,best_axis_oracle,1,2
505,cross/aligned,every_k2,0,8
505,cross/aligned,adwin,0,0
505,cross/aligned,mcusum,0,1
505,cross/aligned,sketch1,0,5
506,cross/aligned,always_multiD,1,11
506,cross/aligned,union4_bonf,1,12
506,cross/aligned,dci_v3,1,12
506,cross/aligned,dci_v3_a8,1,12
506,cross/aligned,best_axis_oracle,1,2
506,cross/aligned,every_k2,0,5
506,cross/aligned,adwin,0,0
506,cross/aligned,mcusum,0,2
506,cross/aligned,sketch1,0,5
507,cross/aligned,always_multiD,1,3
507,cross/aligned,union4_bonf,1,5
507,cross/aligned,dci_v3,1,5
507,cross/aligned,dci_v3_a8,1,3
507,cross/aligned,best_axis_oracle,1,0
507,cross/aligned,every_k2,0,1
507,cross/aligned,adwin,0,0
507,cross/aligned,mcusum,0,0
507,cross/aligned,sketch1,0,2
508,cross/aligned,always_multiD,1,5
508,cross/aligned,union4_bonf,1,6
508,cross/aligned,dci_v3,1,6
508,cross/aligned,dci_v3_a8,1,6
508,cross/aligned,best_axis_oracle,1,0
508,cross/aligned,every_k2,1,2
508,cross/aligned,adwin,0,0
508,cross/aligned,mcusum,0,0
508,cross/aligned,sketch1,0,0
509,cross/aligned,always_multiD,1,7
509,cross/aligned,union4_bonf,1,9
509,cross/aligned,dci_v3,1,9
509,cross/aligned,dci_v3_a8,1,9
509,cross/aligned,best_axis_oracle,1,0
509,cross/aligned,every_k2,0,4
509,cross/aligned,adwin,0,0
509,cross/aligned,mcusum,0,0
509,cross/aligned,sketch1,0,2
510,cross/aligned,always_multiD,1,8
510,cross/aligned,union4_bonf,1,11
510,cross/aligned,dci_v3,1,11
510,cross/aligned,dci_v3_a8,1,11
510,cross/aligned,best_axis_oracle,1,0
510,cross/aligned,every_k2,1,4
510,cross/aligned,adwin,0,0
510,cross/aligned,mcusum,0,1
510,cross/aligned,sketch1,0,2
511,cross/aligned,always_multiD,1,11
511,cross/aligned,union4_bonf,1,11
511,cross/aligned,dci_v3,1,11
511,cross/aligned,dci_v3_a8,1,11
511,cross/aligned,best_axis_oracle,1,0
511,cross/aligned,every_k2,1,5
511,cross/aligned,adwin,0,0
511,cross/aligned,mcusum,0,1
511,cross/aligned,sketch1,1,3
512,cross/aligned,always_multiD,1,11
512,cross/aligned,union4_bonf,1,10
512,cross/aligned,dci_v3,1,10
512,cross/aligned,dci_v3_a8,1,10
512,cross/aligned,best_axis_oracle,1,2
512,cross/aligned,every_k2,0,5
512,cross/aligned,adwin,0,0
512,cross/aligned,mcusum,0,1
512,cross/aligned,sketch1,0,1
513,cross/aligned,always_multiD,1,11
513,cross/aligned,union4_bonf,1,12
513,cross/aligned,dci_v3,1,12
513,cross/aligned,dci_v3_a8,1,11
513,cross/aligned,best_axis_oracle,1,0
513,cross/aligned,every_k2,0,5
513,cross/aligned,adwin,0,0
513,cross/aligned,mcusum,0,1
513,cross/aligned,sketch1,0,4
514,cross/aligned,always_multiD,1,10
514,cross/aligned,union4_bonf,1,10
514,cross/aligned,dci_v3,1,10
514,cross/aligned,dci_v3_a8,1,10
514,cross/aligned,best_axis_oracle,1,3
514,cross/aligned,every_k2,0,6
514,cross/aligned,adwin,0,0
514,cross/aligned,mcusum,0,1
514,cross/aligned,sketch1,0,0
515,cross/aligned,always_multiD,1,9
515,cross/aligned,union4_bonf,1,10
515,cross/aligned,dci_v3,1,10
515,cross/aligned,dci_v3_a8,1,9
515,cross/aligned,best_axis_oracle,1,0
515,cross/aligned,every_k2,0,5
515,cross/aligned,adwin,0,0
515,cross/aligned,mcusum,0,1
515,cross/aligned,sketch1,0,2
516,cross/aligned,always_multiD,1,0
516,cross/aligned,union4_bonf,1,2
516,cross/aligned,dci_v3,1,2
516,cross/aligned,dci_v3_a8,1,1
516,cross/aligned,best_axis_oracle,1,0
516,cross/aligned,every_k2,0,0
516,cross/aligned,adwin,0,0
516,cross/aligned,mcusum,0,0
516,cross/aligned,sketch1,0,1
517,cross/aligned,always_multiD,1,2
517,cross/aligned,union4_bonf,1,2
517,cross/aligned,dci_v3,1,2
517,cross/aligned,dci_v3_a8,1,2
517,cross/aligned,best_axis_oracle,1,1
517,cross/aligned,every_k2,0,0
517,cross/aligned,adwin,0,0
517,cross/aligned,mcusum,0,0
517,cross/aligned,sketch1,0,1
518,cross/aligned,always_multiD,1,3
518,cross/aligned,union4_bonf,1,2
518,cross/aligned,dci_v3,1,2
518,cross/aligned,dci_v3_a8,1,3
518,cross/aligned,best_axis_oracle,1,2
518,cross/aligned,every_k2,0,2
518,cross/aligned,adwin,0,0
518,cross/aligned,mcusum,0,0
518,cross/aligned,sketch1,0,0
519,cross/aligned,always_multiD,1,5
519,cross/aligned,union4_bonf,1,4
519,cross/aligned,dci_v3,1,4
519,cross/aligned,dci_v3_a8,1,4
519,cross/aligned,best_axis_oracle,1,2
519,cross/aligned,every_k2,1,2
519,cross/aligned,adwin,0,0
519,cross/aligned,mcusum,0,0
519,cross/aligned,sketch1,0,0
520,cross/aligned,always_multiD,1,0
520,cross/aligned,union4_bonf,1,1
520,cross/aligned,dci_v3,1,1
520,cross/aligned,dci_v3_a8,1,1
520,cross/aligned,best_axis_oracle,1,0
520,cross/aligned,every_k2,1,0
520,cross/aligned,adwin,0,0
520,cross/aligned,mcusum,0,0
520,cross/aligned,sketch1,0,1
521,cross/aligned,always_multiD,1,2
521,cross/aligned,union4_bonf,1,2
521,cross/aligned,dci_v3,1,2
521,cross/aligned,dci_v3_a8,1,2
521,cross/aligned,best_axis_oracle,1,0
521,cross/aligned,every_k2,0,1
521,cross/aligned,adwin,0,0
521,cross/aligned,mcusum,0,0
521,cross/aligned,sketch1,0,1
522,cross/aligned,always_multiD,1,5
522,cross/aligned,union4_bonf,1,7
522,cross/aligned,dci_v3,1,7
522,cross/aligned,dci_v3_a8,1,7
522,cross/aligned,best_axis_oracle,1,0
522,cross/aligned,every_k2,0,3
522,cross/aligned,adwin,0,0
522,cross/aligned,mcusum,0,0
522,cross/aligned,sketch1,0,2
523,cross/aligned,always_multiD,1,9
523,cross/aligned,union4_bonf,1,11
523,cross/aligned,dci_v3,1,11
523,cross/aligned,dci_v3_a8,1,11
523,cross/aligned,best_axis_oracle,1,0
523,cross/aligned,every_k2,0,5
523,cross/aligned,adwin,0,0
523,cross/aligned,mcusum,0,1
523,cross/aligned,sketch1,0,10
524,cross/aligned,always_multiD,1,13
524,cross/aligned,union4_bonf,1,13
524,cross/aligned,dci_v3,1,13
524,cross/aligned,dci_v3_a8,1,13
524,cross/aligned,best_axis_oracle,1,0
524,cross/aligned,every_k2,1,7
524,cross/aligned,adwin,0,0
524,cross/aligned,mcusum,0,3
524,cross/aligned,sketch1,0,11
525,cross/aligned,always_multiD,1,0
525,cross/aligned,union4_bonf,1,0
525,cross/aligned,dci_v3,1,0
525,cross/aligned,dci_v3_a8,1,0
525,cross/aligned,best_axis_oracle,1,0
525,cross/aligned,every_k2,1,0
525,cross/aligned,adwin,0,0
525,cross/aligned,mcusum,0,0
525,cross/aligned,sketch1,0,0
526,cross/aligned,always_multiD,1,3
526,cross/aligned,union4_bonf,1,2
526,cross/aligned,dci_v3,1,2
526,cross/aligned,dci_v3_a8,1,3
526,cross/aligned,best_axis_oracle,1,2
526,cross/aligned,every_k2,1,1
526,cross/aligned,adwin,0,0
526,cross/aligned,mcusum,0,0
526,cross/aligned,sketch1,0,0
527,cross/aligned,always_multiD,1,4
527,cross/aligned,union4_bonf,1,4
527,cross/aligned,dci_v3,1,4
527,cross/aligned,dci_v3_a8,1,4
527,cross/aligned,best_axis_oracle,1,0
527,cross/aligned,every_k2,0,1
527,cross/aligned,adwin,0,0
527,cross/aligned,mcusum,0,0
527,cross/aligned,sketch1,0,3
528,cross/aligned,always_multiD,1,10
528,cross/aligned,union4_bonf,1,10
528,cross/aligned,dci_v3,1,10
528,cross/aligned,dci_v3_a8,1,10
528,cross/aligned,best_axis_oracle,1,0
528,cross/aligned,every_k2,1,5
528,cross/aligned,adwin,0,0
528,cross/aligned,mcusum,0,2
528,cross/aligned,sketch1,0,7
529,cross/aligned,always_multiD,1,5
529,cross/aligned,union4_bonf,1,6
529,cross/aligned,dci_v3,1,6
529,cross/aligned,dci_v3_a8,1,6
529,cross/aligned,best_axis_oracle,1,0
529,cross/aligned,every_k2,0,3
529,cross/aligned,adwin,0,0
529,cross/aligned,mcusum,0,1
529,cross/aligned,sketch1,1,2
530,cross/aligned,always_multiD,1,7
530,cross/aligned,union4_bonf,1,6
530,cross/aligned,dci_v3,1,6
530,cross/aligned,dci_v3_a8,1,6
530,cross/aligned,best_axis_oracle,1,7
530,cross/aligned,every_k2,0,3
530,cross/aligned,adwin,0,0
530,cross/aligned,mcusum,0,0
530,cross/aligned,sketch1,0,0
531,cross/aligned,always_multiD,1,8
531,cross/aligned,union4_bonf,1,9
531,cross/aligned,dci_v3,1,9
531,cross/aligned,dci_v3_a8,1,9
531,cross/aligned,best_axis_oracle,1,2
531,cross/aligned,every_k2,0,5
531,cross/aligned,adwin,0,0
531,cross/aligned,mcusum,0,1
531,cross/aligned,sketch1,0,6
532,cross/aligned,always_multiD,1,9
532,cross/aligned,union4_bonf,1,8
532,cross/aligned,dci_v3,1,8
532,cross/aligned,dci_v3_a8,1,8
532,cross/aligned,best_axis_oracle,1,0
532,cross/aligned,every_k2,0,5
532,cross/aligned,adwin,0,0
532,cross/aligned,mcusum,0,3
532,cross/aligned,sketch1,1,11
533,cross/aligned,always_multiD,1,7
533,cross/aligned,union4_bonf,1,7
533,cross/aligned,dci_v3,1,7
533,cross/aligned,dci_v3_a8,1,7
533,cross/aligned,best_axis_oracle,1,0
533,cross/aligned,every_k2,1,3
533,cross/aligned,adwin,0,0
533,cross/aligned,mcusum,0,1
533,cross/aligned,sketch1,0,5
534,cross/aligned,always_multiD,1,8
534,cross/aligned,union4_bonf,1,8
534,cross/aligned,dci_v3,1,8
534,cross/aligned,dci_v3_a8,1,8
534,cross/aligned,best_axis_oracle,1,4
534,cross/aligned,every_k2,0,3
534,cross/aligned,adwin,0,0
534,cross/aligned,mcusum,0,0
534,cross/aligned,sketch1,0,2
535,cross/aligned,always_multiD,1,12
535,cross/aligned,union4_bonf,1,12
535,cross/aligned,dci_v3,1,12
535,cross/aligned,dci_v3_a8,1,12
535,cross/aligned,best_axis_oracle,1,2
535,cross/aligned,every_k2,0,6
535,cross/aligned,adwin,0,0
535,cross/aligned,mcusum,0,3
535,cross/aligned,sketch1,1,7
536,cross/aligned,always_multiD,1,8
536,cross/aligned,union4_bonf,1,9
536,cross/aligned,dci_v3,1,9
536,cross/aligned,dci_v3_a8,1,9
536,cross/aligned,best_axis_oracle,1,2
536,cross/aligned,every_k2,0,5
536,cross/aligned,adwin,0,0
536,cross/aligned,mcusum,0,1
536,cross/aligned,sketch1,0,6
537,cross/aligned,always_multiD,1,7
537,cross/aligned,union4_bonf,1,6
537,cross/aligned,dci_v3,1,6
537,cross/aligned,dci_v3_a8,1,6
537,cross/aligned,best_axis_oracle,1,7
537,cross/aligned,every_k2,0,3
537,cross/aligned,adwin,0,0
537,cross/aligned,mcusum,0,0
537,cross/aligned,sketch1,0,0
538,cross/aligned,always_multiD,1,6
538,cross/aligned,union4_bonf,1,6
538,cross/aligned,dci_v3,1,6
538,cross/aligned,dci_v3_a8,1,6
538,cross/aligned,best_axis_oracle,1,5
538,cross/aligned,every_k2,1,5
538,cross/aligned,adwin,0,0
538,cross/aligned,mcusum,0,1
538,cross/aligned,sketch1,0,1
539,cross/aligned,always_multiD,1,13
539,cross/aligned,union4_bonf,1,13
539,cross/aligned,dci_v3,1,13
539,cross/aligned,dci_v3_a8,1,13
539,cross/aligned,best_axis_oracle,1,2
539,cross/aligned,every_k2,1,7
539,cross/aligned,adwin,0,0
539,cross/aligned,mcusum,0,11
539,cross/aligned,sketch1,1,12
540,cross/aligned,always_multiD,1,13
540,cross/aligned,union4_bonf,1,13
540,cross/aligned,dci_v3,1,13
540,cross/aligned,dci_v3_a8,1,13
540,cross/aligned,best_axis_oracle,1,0
540,cross/aligned,every_k2,1,6
540,cross/aligned,adwin,0,0
540,cross/aligned,mcusum,0,11
540,cross/aligned,sketch1,1,13
541,cross/aligned,always_multiD,1,15
541,cross/aligned,union4_bonf,1,16
541,cross/aligned,dci_v3,1,16
541,cross/aligned,dci_v3_a8,1,16
541,cross/aligned,best_axis_oracle,1,0
541,cross/aligned,every_k2,1,7
541,cross/aligned,adwin,0,0
541,cross/aligned,mcusum,0,11
541,cross/aligned,sketch1,1,13
542,cross/aligned,always_multiD,1,13
542,cross/aligned,union4_bonf,1,13
542,cross/aligned,dci_v3,1,13
542,cross/aligned,dci_v3_a8,1,13
542,cross/aligned,best_axis_oracle,1,2
542,cross/aligned,every_k2,1,7
542,cross/aligned,adwin,0,0
542,cross/aligned,mcusum,0,11
542,cross/aligned,sketch1,1,12
543,cross/aligned,always_multiD,1,13
543,cross/aligned,union4_bonf,1,13
543,cross/aligned,dci_v3,1,13
543,cross/aligned,dci_v3_a8,1,13
543,cross/aligned,best_axis_oracle,1,0
543,cross/aligned,every_k2,1,6
543,cross/aligned,adwin,0,0
543,cross/aligned,mcusum,0,11
543,cross/aligned,sketch1,1,13
544,cross/aligned,always_multiD,1,15
544,cross/aligned,union4_bonf,1,16
544,cross/aligned,dci_v3,1,16
544,cross/aligned,dci_v3_a8,1,16
544,cross/aligned,best_axis_oracle,1,0
544,cross/aligned,every_k2,1,7
544,cross/aligned,adwin,0,0
544,cross/aligned,mcusum,0,11
544,cross/aligned,sketch1,1,13
545,cross/aligned,always_multiD,1,13
545,cross/aligned,union4_bonf,1,13
545,cross/aligned,dci_v3,1,13
545,cross/aligned,dci_v3_a8,1,13
545,cross/aligned,best_axis_oracle,1,0
545,cross/aligned,every_k2,0,7
545,cross/aligned,adwin,0,0
545,cross/aligned,mcusum,0,11
545,cross/aligned,sketch1,1,13
546,cross/aligned,always_multiD,1,11
546,cross/aligned,union4_bonf,1,11
546,cross/aligned,dci_v3,1,11
546,cross/aligned,dci_v3_a8,1,11
546,cross/aligned,best_axis_oracle,1,0
546,cross/aligned,every_k2,1,5
546,cross/aligned,adwin,0,0
546,cross/aligned,mcusum,0,11
546,cross/aligned,sketch1,1,0
547,cross/aligned,always_multiD,1,14
547,cross/aligned,union4_bonf,1,13
547,cross/aligned,dci_v3,1,13
547,cross/aligned,dci_v3_a8,1,13
547,cross/aligned,best_axis_oracle,1,2
547,cross/aligned,every_k2,0,8
547,cross/aligned,adwin,0,0
547,cross/aligned,mcusum,0,11
547,cross/aligned,sketch1,1,11
548,cross/aligned,always_multiD,1,13
548,cross/aligned,union4_bonf,1,13
548,cross/aligned,dci_v3,1,13
548,cross/aligned,dci_v3_a8,1,13
548,cross/aligned,best_axis_oracle,1,2
548,cross/aligned,every_k2,0,6
548,cross/aligned,adwin,0,0
548,cross/aligned,mcusum,0,11
548,cross/aligned,sketch1,1,12
549,cross/aligned,always_multiD,1,13
549,cross/aligned,union4_bonf,1,13
549,cross/aligned,dci_v3,1,13
549,cross/aligned,dci_v3_a8,1,13
549,cross/aligned,best_axis_oracle,1,0
549,cross/aligned,every_k2,0,7
549,cross/aligned,adwin,0,0
549,cross/aligned,mcusum,0,11
549,cross/aligned,sketch1,1,13
550,cross/aligned,always_multiD,1,3
550,cross/aligned,union4_bonf,1,2
550,cross/aligned,dci_v3,1,2
550,cross/aligned,dci_v3_a8,1,2
550,cross/aligned,best_axis_oracle,1,2
550,cross/aligned,every_k2,0,2
550,cross/aligned,adwin,0,0
550,cross/aligned,mcusum,0,0
550,cross/aligned,sketch1,0,0
551,cross/aligned,always_multiD,1,4
551,cross/aligned,union4_bonf,1,5
551,cross/aligned,dci_v3,1,5
551,cross/aligned,dci_v3_a8,1,5
551,cross/aligned,best_axis_oracle,1,0
551,cross/aligned,every_k2,0,2
551,cross/aligned,adwin,0,0
551,cross/aligned,mcusum,0,0
551,cross/aligned,sketch1,0,2
552,cross/aligned,always_multiD,1,0
552,cross/aligned,union4_bonf,1,0
552,cross/aligned,dci_v3,1,0
552,cross/aligned,dci_v3_a8,1,0
552,cross/aligned,best_axis_oracle,1,0
552,cross/aligned,every_k2,0,0
552,cross/aligned,adwin,0,0
552,cross/aligned,mcusum,0,0
552,cross/aligned,sketch1,0,1
553,cross/aligned,always_multiD,1,4
553,cross/aligned,union4_bonf,1,5
553,cross/aligned,dci_v3,1,5
553,cross/aligned,dci_v3_a8,1,5
553,cross/aligned,best_axis_oracle,1,0
553,cross/aligned,every_k2,0,2
553,cross/aligned,adwin,0,0
553,cross/aligned,mcusum,0,0
553,cross/aligned,sketch1,0,2
554,cross/aligned,always_multiD,1,3
554,cross/aligned,union4_bonf,1,2
554,cross/aligned,dci_v3,1,2
554,cross/aligned,dci_v3_a8,1,2
554,cross/aligned,best_axis_oracle,1,2
554,cross/aligned,every_k2,0,2
554,cross/aligned,adwin,0,0
554,cross/aligned,mcusum,0,0
554,cross/aligned,sketch1,0,0
555,cross/aligned,always_multiD,1,4
555,cross/aligned,union4_bonf,1,5
555,cross/aligned,dci_v3,1,5
555,cross/aligned,dci_v3_a8,1,5
555,cross/aligned,best_axis_oracle,1,0
555,cross/aligned,every_k2,0,2
555,cross/aligned,adwin,0,0
555,cross/aligned,mcusum,0,0
555,cross/aligned,sketch1,0,2
556,cross/aligned,always_multiD,1,2
556,cross/aligned,union4_bonf,1,2
556,cross/aligned,dci_v3,1,2
556,cross/aligned,dci_v3_a8,1,2
556,cross/aligned,best_axis_oracle,1,0
556,cross/aligned,every_k2,0,1
556,cross/aligned,adwin,0,0
556,cross/aligned,mcusum,0,0
556,cross/aligned,sketch1,0,2
557,cross/aligned,always_multiD,1,4
557,cross/aligned,union4_bonf,1,5
557,cross/aligned,dci_v3,1,5
557,cross/aligned,dci_v3_a8,1,5
557,cross/aligned,best_axis_oracle,1,0
557,cross/aligned,every_k2,0,2
557,cross/aligned,adwin,0,0
557,cross/aligned,mcusum,0,0
557,cross/aligned,sketch1,0,2
558,cross/aligned,always_multiD,1,3
558,cross/aligned,union4_bonf,1,2
558,cross/aligned,dci_v3,1,2
558,cross/aligned,dci_v3_a8,1,2
558,cross/aligned,best_axis_oracle,1,2
558,cross/aligned,every_k2,1,1
558,cross/aligned,adwin,0,0
558,cross/aligned,mcusum,0,0
558,cross/aligned,sketch1,0,0
559,cross/aligned,always_multiD,1,2
559,cross/aligned,union4_bonf,1,2
559,cross/aligned,dci_v3,1,2
559,cross/aligned,dci_v3_a8,1,2
559,cross/aligned,best_axis_oracle,1,2
559,cross/aligned,every_k2,0,0
559,cross/aligned,adwin,0,0
559,cross/aligned,mcusum,0,0
559,cross/aligned,sketch1,0,1
560,cross/aligned,always_multiD,1,3
560,cross/aligned,union4_bonf,1,2
560,cross/aligned,dci_v3,1,2
560,cross/aligned,dci_v3_a8,1,2
560,cross/aligned,best_axis_oracle,1,2
560,cross/aligned,every_k2,1,1
560,cross/aligned,adwin,0,0
560,cross/aligned,mcusum,0,0
560,cross/aligned,sketch1,0,0
561,cross/aligned,always_multiD,1,9
561,cross/aligned,union4_bonf,1,7
561,cross/aligned,dci_v3,1,7
561,cross/aligned,dci_v3_a8,1,7
561,cross/aligned,best_axis_oracle,1,2
561,cross/aligned,every_k2,0,6
561,cross/aligned,adwin,0,0
561,cross/aligned,mcusum,0,1
561,cross/aligned,sketch1,0,3
562,cross/aligned,always_multiD,1,9
562,cross/aligned,union4_bonf,1,9
562,cross/aligned,dci_v3,1,9
562,cross/aligned,dci_v3_a8,1,9
562,cross/aligned,best_axis_oracle,1,0
562,cross/aligned,every_k2,1,5
562,cross/aligned,adwin,0,0
562,cross/aligned,mcusum,0,1
562,cross/aligned,sketch1,0,10
563,cross/aligned,always_multiD,1,6
563,cross/aligned,union4_bonf,1,5
563,cross/aligned,dci_v3,1,5
563,cross/aligned,dci_v3_a8,1,5
563,cross/aligned,best_axis_oracle,1,0
563,cross/aligned,every_k2,1,3
563,cross/aligned,adwin,0,0
563,cross/aligned,mcusum,0,1
563,cross/aligned,sketch1,1,8
564,cross/aligned,always_multiD,1,9
564,cross/aligned,union4_bonf,1,11
564,cross/aligned,dci_v3,1,11
564,cross/aligned,dci_v3_a8,1,11
564,cross/aligned,best_axis_oracle,1,2
564,cross/aligned,every_k2,1,4
564,cross/aligned,adwin,0,0
564,cross/aligned,mcusum,0,2
564,cross/aligned,sketch1,1,7
565,cross/aligned,always_multiD,1,12
565,cross/aligned,union4_bonf,1,12
565,cross/aligned,dci_v3,1,12
565,cross/aligned,dci_v3_a8,1,12
565,cross/aligned,best_axis_oracle,1,0
565,cross/aligned,every_k2,0,6
565,cross/aligned,adwin,0,0
565,cross/aligned,mcusum,0,2
565,cross/aligned,sketch1,1,12
566,cross/aligned,always_multiD,1,6
566,cross/aligned,union4_bonf,1,5
566,cross/aligned,dci_v3,1,5
566,cross/aligned,dci_v3_a8,1,5
566,cross/aligned,best_axis_oracle,1,0
566,cross/aligned,every_k2,0,3
566,cross/aligned,adwin,0,0
566,cross/aligned,mcusum,0,1
566,cross/aligned,sketch1,1,10
567,cross/aligned,always_multiD,1,4
567,cross/aligned,union4_bonf,1,4
567,cross/aligned,dci_v3,1,4
567,cross/aligned,dci_v3_a8,1,4
567,cross/aligned,best_axis_oracle,1,0
567,cross/aligned,every_k2,0,3
567,cross/aligned,adwin,0,0
567,cross/aligned,mcusum,0,0
567,cross/aligned,sketch1,0,5
568,cross/aligned,always_multiD,1,9
568,cross/aligned,union4_bonf,1,11
568,cross/aligned,dci_v3,1,11
568,cross/aligned,dci_v3_a8,1,11
568,cross/aligned,best_axis_oracle,1,2
568,cross/aligned,every_k2,1,4
568,cross/aligned,adwin,0,0
568,cross/aligned,mcusum,0,2
568,cross/aligned,sketch1,1,7
569,cross/aligned,always_multiD,1,9
569,cross/aligned,union4_bonf,1,9
569,cross/aligned,dci_v3,1,9
569,cross/aligned,dci_v3_a8,1,9
569,cross/aligned,best_axis_oracle,1,0
569,cross/aligned,every_k2,1,5
569,cross/aligned,adwin,0,0
569,cross/aligned,mcusum,0,1
569,cross/aligned,sketch1,0,10
570,cross/aligned,always_multiD,1,6
570,cross/aligned,union4_bonf,1,5
570,cross/aligned,dci_v3,1,5
570,cross/aligned,dci_v3_a8,1,5
570,cross/aligned,best_axis_oracle,1,0
570,cross/aligned,every_k2,1,3
570,cross/aligned,adwin,0,0
570,cross/aligned,mcusum,0,1
570,cross/aligned,sketch1,1,10
571,cross/aligned,always_multiD,1,8
571,cross/aligned,union4_bonf,1,9
571,cross/aligned,dci_v3,1,9
571,cross/aligned,dci_v3_a8,1,9
571,cross/aligned,best_axis_oracle,1,0
571,cross/aligned,every_k2,1,3
571,cross/aligned,adwin,0,0
571,cross/aligned,mcusum,0,1
571,cross/aligned,sketch1,0,6
572,cross/aligned,always_multiD,1,4
572,cross/aligned,union4_bonf,1,5
572,cross/aligned,dci_v3,1,5
572,cross/aligned,dci_v3_a8,1,5
572,cross/aligned,best_axis_oracle,1,0
572,cross/aligned,every_k2,0,2
572,cross/aligned,adwin,0,0
572,cross/aligned,mcusum,0,0
572,cross/aligned,sketch1,0,2
573,cross/aligned,always_multiD,1,2
573,cross/aligned,union4_bonf,1,2
573,cross/aligned,dci_v3,1,2
573,cross/aligned,dci_v3_a8,1,2
573,cross/aligned,best_axis_oracle,1,2
573,cross/aligned,every_k2,1,2
573,cross/aligned,adwin,0,0
573,cross/aligned,mcusum,0,0
573,cross/aligned,sketch1,0,1
574,cross/aligned,always_multiD,1,0
574,cross/aligned,union4_bonf,1,0
574,cross/aligned,dci_v3,1,0
574,cross/aligned,dci_v3_a8,1,0
574,cross/aligned,best_axis_oracle,1,0
574,cross/aligned,every_k2,1,0
574,cross/aligned,adwin,0,0
574,cross/aligned,mcusum,0,0
574,cross/aligned,sketch1,0,1
575,cross/aligned,always_multiD,1,2
575,cross/aligned,union4_bonf,1,2
575,cross/aligned,dci_v3,1,2
575,cross/aligned,dci_v3_a8,1,2
575,cross/aligned,best_axis_oracle,1,2
575,cross/aligned,every_k2,0,0
575,cross/aligned,adwin,0,0
575,cross/aligned,mcusum,0,0
575,cross/aligned,sketch1,0,1
576,cross/aligned,always_multiD,1,4
576,cross/aligned,union4_bonf,1,5
576,cross/aligned,dci_v3,1,5
576,cross/aligned,dci_v3_a8,1,5
576,cross/aligned,best_axis_oracle,1,0
576,cross/aligned,every_k2,1,2
576,cross/aligned,adwin,0,0
576,cross/aligned,mcusum,0,0
576,cross/aligned,sketch1,0,2
577,cross/aligned,always_multiD,1,0
577,cross/aligned,union4_bonf,1,0
577,cross/aligned,dci_v3,1,0
577,cross/aligned,dci_v3_a8,1,0
577,cross/aligned,best_axis_oracle,1,0
577,cross/aligned,every_k2,1,0
577,cross/aligned,adwin,0,0
577,cross/aligned,mcusum,0,0
577,cross/aligned,sketch1,0,0
578,cross/aligned,always_multiD,1,4
578,cross/aligned,union4_bonf,1,2
578,cross/aligned,dci_v3,1,2
578,cross/aligned,dci_v3_a8,1,3
578,cross/aligned,best_axis_oracle,1,0
578,cross/aligned,every_k2,1,2
578,cross/aligned,adwin,0,0
578,cross/aligned,mcusum,0,0
578,cross/aligned,sketch1,0,2
579,cross/aligned,always_multiD,1,2
579,cross/aligned,union4_bonf,1,2
579,cross/aligned,dci_v3,1,2
579,cross/aligned,dci_v3_a8,1,2
579,cross/aligned,best_axis_oracle,1,2
579,cross/aligned,every_k2,1,2
579,cross/aligned,adwin,0,0
579,cross/aligned,mcusum,0,0
579,cross/aligned,sketch1,0,1
580,cross/aligned,always_multiD,1,3
580,cross/aligned,union4_bonf,1,2
580,cross/aligned,dci_v3,1,2
580,cross/aligned,dci_v3_a8,1,2
580,cross/aligned,best_axis_oracle,1,2
580,cross/aligned,every_k2,1,1
580,cross/aligned,adwin,0,0
580,cross/aligned,mcusum,0,0
580,cross/aligned,sketch1,0,0
581,cross/aligned,always_multiD,1,2
581,cross/aligned,union4_bonf,1,2
581,cross/aligned,dci_v3,1,2
581,cross/aligned,dci_v3_a8,1,2
581,cross/aligned,best_axis_oracle,1,0
581,cross/aligned,every_k2,0,1
581,cross/aligned,adwin,0,0
581,cross/aligned,mcusum,0,0
581,cross/aligned,sketch1,0,2
582,cross/aligned,always_multiD,1,0
582,cross/aligned,union4_bonf,1,0
582,cross/aligned,dci_v3,1,0
582,cross/aligned,dci_v3_a8,1,0
582,cross/aligned,best_axis_oracle,1,0
582,cross/aligned,every_k2,1,0
582,cross/aligned,adwin,0,0
582,cross/aligned,mcusum,0,0
582,cross/aligned,sketch1,0,1
583,cross/aligned,always_multiD,1,3
583,cross/aligned,union4_bonf,1,2
