id,arm,cluster_a,start_a,cluster_b,start_b,R_at_onset,DCI_at_onset,minR_onset_p2,esc_windows,b_SR,b_SV,b_ST,b_SA,b_SP
1579,control,96,57065,96,57077,1.0,1.263,1.0,0,0.5,1.0,1.0,1.0,1.0
1580,control,96,4065,96,4077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1581,control,96,30065,96,30077,1.0,1.0,1.0,6,0.5,1.0,1.0,1.0,1.0
1582,control,96,33065,96,33077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1583,control,96,25065,96,25077,0.9559,1.0,0.9559,0,0.5,1.0,1.0,1.0,1.0
1584,control,96,46065,96,46077,1.0,1.0004,1.0,0,0.5,1.0,1.0,1.0,1.0
1585,control,96,54065,96,54077,0.676,1.2096,0.676,0,0.5,1.0,1.0,1.0,1.0
1586,control,96,47065,96,47077,1.0,1.0946,1.0,0,0.5,1.0,1.0,1.0,1.0
1587,control,96,38065,96,38077,1.0,2.0691,1.0,0,0.6667,1.0,0.9991,0.25,1.0
1588,control,96,2065,96,2077,1.0,1.9751,1.0,0,1.0,1.0,0.9994,1.0,1.0
1589,control,96,24065,96,24077,0.7483,1.0,0.7483,0,0.5992,1.0,0.5588,0.1628,0.8863
1590,control,96,51065,96,51077,1.0,1.3191,1.0,0,1.0,1.0,0.9994,0.1667,1.0
1591,control,96,15065,96,15077,0.6923,1.0,0.6923,0,0.5,1.0,1.0,1.0,1.0
1592,control,96,22065,96,22077,1.0,1.0889,1.0,0,0.5,1.0,1.0,1.0,1.0
1593,control,96,36065,96,36077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1594,control,96,21065,96,21077,1.0,1.2936,1.0,0,1.0,1.0,0.9987,0.3333,1.0
1595,control,96,28065,96,28077,1.0,1.9663,1.0,0,0.5804,1.0,0.9987,0.1667,1.0
1596,control,96,27065,96,27077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1597,control,96,17065,96,17077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1598,control,96,8065,96,8077,0.9055,1.0001,0.9051,0,0.5,1.0,1.0,1.0,1.0
1599,control,96,42065,96,42077,1.0,1.0283,1.0,0,0.5,1.0,1.0,1.0,1.0
1600,control,96,19065,96,19077,1.0,1.1811,1.0,0,1.0,1.0,0.9994,0.1667,1.0
1601,control,96,12065,96,12077,1.0,1.0,1.0,0,0.5,1.0,1.0,1.0,1.0
1602,control,100,9065,100,9077,1.0,1.8887,1.0,0,0.4896,1.0,0.9552,0.1333,1.0
1603,control,100,18065,100,18077,1.0995,1.7583,1.0864,0,0.4962,1.0,0.8587,0.1218,1.0
1604,control,100,3065,100,3077,1.0,1.7611,1.0,0,0.5984,1.0,0.8343,0.1342,1.0
1605,control,100,16065,100,16077,1.0,2.374,1.0,0,0.2638,1.0,0.7953,0.1343,0.8619
1606,control,100,19065,100,19077,0.7442,1.4866,0.7442,0,0.284,1.0,0.9001,0.1197,0.9502
1607,control,100,13065,100,13077,1.0,1.2997,1.0,0,0.8635,1.0,0.9661,0.1226,1.0
1608,control,100,12065,100,12077,1.0,1.6663,1.0,0,0.4816,1.0,0.8616,0.1274,1.0
1609,control,100,10065,100,10077,1.0,1.6516,1.0,0,0.4453,1.0,0.9561,0.125,1.0
1610,control,100,17065,100,17077,1.0,1.5576,1.0,0,0.838,1.0,0.9287,0.109,1.0
1611,control,100,1065,100,1077,1.0356,1.6098,0.9172,0,0.5185,1.0,0.9387,0.1024,0.9562
1612,control,100,11065,100,11077,1.0,2.3816,1.0,0,0.804,1.0,0.9657,0.1234,1.0
1613,control,100,65,100,77,0.0684,2.2406,0.0622,18,0.6869,1.0,0.9012,0.75,0.7654
1614,control,100,15065,100,15077,1.0,2.5441,1.0,1,0.7864,1.0,0.9546,0.1169,1.0
1615,control,100,4065,100,4077,1.0,2.0121,1.0,0,0.4837,1.0,0.939,0.1316,1.0
1616,control,100,14065,100,14077,1.0,1.9706,1.0,0,0.788,1.0,0.9277,0.1234,1.0
1617,control,100,8065,100,8077,1.0,2.4797,1.0,0,0.4826,1.0,0.9606,0.0968,1.0
1618,control,100,6065,100,6077,0.6801,1.6422,0.6801,0,0.4826,1.0,0.9605,0.1032,1.0
1619,control,100,5065,100,5077,1.0,2.4906,1.0,0,0.4839,1.0,0.9607,0.0974,1.0
1620,control,100,7065,100,7077,1.0,2.2932,1.0,0,0.4854,1.0,0.9608,0.1039,1.0
1621,control,100,20065,100,20077,1.0,1.2054,1.0,0,0.3021,1.0,0.826,0.1371,0.9223
1622,control,100,2065,100,2077,1.0,2.6623,1.0,0,0.5277,1.0,0.8441,0.1192,0.9865
1623,control,31,8065,31,8077,1.0,2.5481,1.0,0,0.5584,1.0,0.743,0.1231,0.6859
1624,control,31,4065,31,4077,1.0,2.4894,1.0,0,0.6021,1.0,0.8111,0.1667,0.84
1625,control,31,3065,31,3077,1.0,2.1364,1.0,0,0.462,1.0,0.6771,0.1951,0.6864
1626,control,31,5065,31,5077,1.0,1.5143,1.0,0,0.6566,1.0,0.9878,0.3913,0.9744
1627,control,31,6065,31,6077,1.0,2.6074,1.0,0,0.5002,1.0,0.5705,0.0941,0.6839
1628,control,31,2065,31,2077,1.0,2.2148,1.0,0,0.4896,1.0,0.6551,0.1286,0.6144
1629,control,31,1065,31,1077,1.0,2.2999,1.0,0,0.4297,1.0,0.6849,0.1429,0.9221
1630,control,31,7065,31,7077,1.0,1.8628,1.0,0,0.5013,1.0,0.614,0.1216,0.6896
1631,control,31,65,31,77,1.0,2.3988,1.0,1,0.5101,1.0,0.851,0.2195,0.8724
1632,control,77,6065,77,6077,1.0,2.3087,1.0,0,0.2302,1.0,0.7138,0.2345,0.837
1633,control,77,65,77,77,1.0,1.8187,1.0,0,0.2467,1.0,0.7121,0.1972,0.856
1634,control,77,2065,77,2077,0.4706,1.017,0.4706,0,0.7327,1.0,0.9877,0.1186,0.9769
1635,control,77,1065,77,1077,1.0,1.7561,1.0,0,0.3617,1.0,0.706,0.3413,0.7298
1636,control,77,7065,77,7077,1.0,2.06,1.0,0,0.2354,1.0,0.6889,0.1702,0.6588
1637,control,77,3065,77,3077,1.0,1.5714,1.0,0,0.2294,1.0,0.7455,0.1527,0.7918
1638,control,77,4065,77,4077,1.0,2.2333,1.0,0,0.3643,1.0,0.4353,0.0833,0.6122
1639,control,77,5065,77,5077,1.0,2.6268,1.0,0,0.2055,1.0,0.6973,0.2436,0.8312
1640,control,178,4065,178,4077,1.0,1.6354,1.0,0,0.2126,1.0,0.2393,0.1514,0.8116
1641,control,178,1065,178,1077,1.0,2.0557,1.0,0,0.2303,1.0,0.9136,0.073,0.8477
1642,control,178,5065,178,5077,0.9402,2.0793,0.9402,0,0.3418,1.0,0.9529,0.1532,0.8487
1643,control,178,65,178,77,1.0,2.3088,1.0,0,0.1551,1.0,0.8149,0.2721,0.7065
1644,control,178,2065,178,2077,1.0,1.8401,1.0,0,0.2365,1.0,0.9375,0.1341,0.6742
1645,control,178,3065,178,3077,1.0065,1.7396,1.0065,0,0.3552,1.0,0.841,0.1446,0.6116
1646,control,33,65,33,77,1.1197,1.3603,1.1197,0,0.3346,1.0,0.9942,0.0,0.9638
1647,control,33,2065,33,2077,0.6839,1.835,0.6839,0,0.3944,1.0,0.9701,0.2,0.8263
1648,control,33,4065,33,4077,1.0,1.9957,1.0,0,0.3526,1.0,0.997,0.1111,0.9939
1649,control,33,3065,33,3077,1.0,2.2198,1.0,0,0.7159,1.0,0.9979,1.0,0.9939
1650,control,33,1065,33,1077,1.0,1.6346,1.0,0,0.2413,1.0,0.4998,0.0865,0.8145
1651,control,3,3065,3,3077,1.0,1.0,1.0,0,1.0,1.0,0.9846,1.0,0.6881
1652,control,3,1065,3,1077,1.0,1.0,1.0,0,1.0,1.0,0.9978,1.0,0.8015
1653,control,3,2065,3,2077,1.0,1.0,1.0,0,1.0,1.0,0.9786,1.0,0.6965
1654,control,3,65,3,77,1.0,1.0,1.0,0,1.0,1.0,0.9931,1.0,0.8205
1655,control,11,3065,11,3077,1.0,1.9958,1.0,0,0.2831,1.0,0.9222,0.0561,0.6205
1656,control,11,1065,11,1077,1.0,2.6079,1.0,0,0.2549,1.0,0.9286,0.0533,0.8357
1657,control,11,65,11,77,1.0,2.755,1.0,0,0.3096,1.0,0.9349,0.0504,0.6863
1658,control,11,2065,11,2077,1.0,1.9514,1.0,0,0.2751,1.0,0.9067,0.1173,0.8683
1659,control,56,2065,56,2077,0.7979,1.0058,0.7971,0,0.382,1.0,0.9103,0.5,0.8705
1660,control,56,1065,56,1077,1.0,1.9087,1.0,0,0.4452,1.0,0.9958,0.0,0.8951
1661,control,56,65,56,77,1.0,1.2518,1.0,0,0.7902,1.0,0.9983,0.0,0.7582
1662,control,16,2065,16,2077,1.0,1.7706,1.0,0,0.231,1.0,0.9811,0.0389,0.8275
1663,control,16,65,16,77,1.0,2.2447,1.0,0,0.2336,1.0,0.9748,0.0997,0.5886
1664,control,16,1065,16,1077,1.0,2.0228,1.0,0,0.2222,1.0,0.9777,0.0538,0.5886
1665,control,53,65,53,77,1.0,1.5298,1.0,0,0.2812,1.0,0.9101,0.1607,0.7701
1666,control,53,2065,53,2077,1.0,2.335,1.0,0,0.2242,1.0,0.9292,0.0496,0.7381
1667,control,53,1065,53,1077,1.0,1.3735,1.0,0,0.2495,1.0,0.8999,0.1145,0.6931
1668,control,14,65,14,77,1.0,1.0216,1.0,0,0.208,1.0,0.981,0.0997,0.7574
1669,control,14,1065,14,1077,1.0,1.1596,1.0,0,0.165,1.0,0.9832,0.0906,0.9373
