id,arm,cluster_a,start_a,cluster_b,start_b,R_at_onset,DCI_at_onset,minR_onset_p2,esc_windows,b_SR,b_SV,b_ST,b_SA,b_SP
1061,cross,56,2065,16,65,0.7972,1.0008,0.7972,0,0.1323,1.0,0.0,0.0,0.6423
1062,cross,56,65,16,65,0.7673,1.0003,0.7673,0,0.4271,1.0,0.0,0.0,0.6269
1063,cross,56,65,16,65,0.7673,1.0003,0.7673,0,0.4271,1.0,0.0,0.0,0.6269
1064,cross,56,1065,16,65,0.7353,1.0001,0.7353,0,0.3216,1.0,0.0,0.0,0.6418
1065,cross,56,2065,16,65,0.7972,1.0008,0.7972,0,0.1323,1.0,0.0,0.0,0.6423
1066,cross,56,2065,16,2065,0.7972,1.0008,0.7972,0,0.1294,1.0,0.0,0.0,0.8151
1067,cross,56,2065,53,1065,0.7973,1.0008,0.7973,0,0.1196,1.0,0.0,0.0,0.8053
1068,cross,56,1065,53,65,0.7347,1.0001,0.7347,0,0.3878,1.0,0.0,0.0,0.7921
1069,cross,56,2065,53,1065,0.7973,1.0008,0.7973,0,0.1196,1.0,0.0,0.0,0.8053
1070,cross,56,2065,53,2065,0.7973,1.0008,0.7973,0,0.119,1.0,0.0,0.0,0.6359
1071,cross,56,1065,53,2065,0.7351,1.0001,0.7351,0,0.3448,1.0,0.0,0.0,0.6219
1072,cross,56,1065,53,65,0.7347,1.0001,0.7347,0,0.3878,1.0,0.0,0.0,0.7921
1073,cross,56,2065,53,65,0.7972,1.0008,0.7972,0,0.1303,1.0,0.0,0.0,0.789
1074,cross,56,2065,53,65,0.7972,1.0008,0.7972,0,0.1303,1.0,0.0,0.0,0.789
1075,cross,56,65,53,1065,0.7669,1.0003,0.7669,0,0.4483,1.0,0.0,0.0,0.8116
1076,cross,56,65,53,1065,0.7669,1.0003,0.7669,0,0.4483,1.0,0.0,0.0,0.8116
1077,cross,56,2065,53,65,0.7972,1.0008,0.7972,0,0.1303,1.0,0.0,0.0,0.789
1078,cross,56,65,14,1065,0.7669,1.0003,0.7669,0,0.4477,1.0,0.0,0.0,0.6182
1079,cross,56,1065,14,65,0.7362,1.0001,0.7362,0,0.2324,1.0,0.0,0.0,0.7608
1080,cross,56,65,14,65,0.7684,1.0003,0.7684,0,0.3745,1.0,0.0,0.0,0.862
1081,cross,56,65,14,65,0.7684,1.0003,0.7684,0,0.3745,1.0,0.0,0.0,0.862
1082,cross,56,2065,14,1065,0.7973,1.0008,0.7973,0,0.1189,1.0,0.0,0.0,0.6584
1083,cross,56,2065,14,1065,0.7973,1.0008,0.7973,0,0.1189,1.0,0.0,0.0,0.6584
1084,cross,56,65,14,65,0.7684,1.0003,0.7684,0,0.3745,1.0,0.0,0.0,0.862
1085,cross,56,2065,14,65,0.7973,1.0008,0.7973,0,0.1167,1.0,0.0,0.0,0.8431
1086,cross,56,1065,14,65,0.7362,1.0001,0.7362,0,0.2324,1.0,0.0,0.0,0.7608
1087,cross,56,1065,14,65,0.7362,1.0001,0.7362,0,0.2324,1.0,0.0,0.0,0.7608
1088,cross,56,65,14,65,0.7684,1.0003,0.7684,0,0.3745,1.0,0.0,0.0,0.862
1089,cross,16,65,96,14065,0.9829,1.001,0.9648,0,0.4,1.0,0.0,0.0,0.5675
1090,cross,16,65,96,28065,0.9865,1.001,0.9853,0,0.2343,1.0,0.0,0.0,0.5675
1091,cross,16,65,96,20065,0.9829,1.001,0.9648,0,0.4,1.0,0.0,0.0,0.5675
1092,cross,16,2065,96,65,0.8591,1.0002,0.8478,0,0.4039,1.0,0.0,0.0,0.837
1093,cross,16,2065,96,53065,0.8591,1.0002,0.8478,0,0.4039,1.0,0.0,0.0,0.837
1094,cross,16,2065,96,40065,0.8591,1.0002,0.8478,0,0.4039,1.0,0.0,0.0,0.837
1095,cross,16,1065,96,42065,0.8319,1.0005,0.826,0,0.385,1.0,0.0,0.0,0.5527
1096,cross,16,1065,96,9065,0.831,1.0005,0.8268,0,0.4172,1.0,0.0,0.0,0.5527
1097,cross,16,1065,96,41065,0.831,1.0005,0.8237,0,0.4172,1.0,0.0,0.0,0.5527
1098,cross,16,2065,96,28065,0.8664,1.0002,0.8661,0,0.2409,1.0,0.0,0.0,0.837
1099,cross,16,2065,96,39065,0.8591,1.0002,0.8518,0,0.4039,1.0,0.0,0.0,0.837
1100,cross,16,2065,100,3065,0.8722,1.0002,0.8687,0,0.1107,1.0,0.0,0.0,0.8751
1101,cross,16,1065,100,8065,0.8386,1.0005,0.8379,0,0.1185,1.0,0.0,0.0,0.612
1102,cross,16,2065,100,11065,0.8712,1.0002,0.8666,0,0.1337,1.0,0.0,0.0,0.8677
1103,cross,16,1065,100,3065,0.8383,1.0005,0.8342,0,0.1319,1.0,0.0,0.0,0.6046
1104,cross,16,2065,100,10065,0.8727,1.0002,0.8723,0,0.0973,1.0,0.0,0.0,0.8677
1105,cross,16,2065,100,12065,0.8724,1.0002,0.8708,0,0.1048,1.0,0.0,0.0,0.8677
1106,cross,16,65,100,11065,0.9885,1.001,0.9808,0,0.1291,1.0,0.0,0.0,0.613
1107,cross,16,65,100,9065,0.989,1.001,0.9879,0,0.0968,1.0,0.0,0.0,0.613
1108,cross,16,65,100,15065,0.9885,1.001,0.9806,0,0.1304,1.0,0.0,0.0,0.613
1109,cross,16,65,100,3065,0.9889,1.001,0.9856,0,0.1062,1.0,0.0,0.0,0.6056
1110,cross,16,2065,100,10065,0.8727,1.0002,0.8723,0,0.0973,1.0,0.0,0.0,0.8677
1111,cross,16,65,31,7065,0.9889,1.001,0.9872,0,0.1025,1.0,0.0,0.0,0.8692
1112,cross,16,1065,31,6065,0.8386,1.0005,0.8333,0,0.1203,1.0,0.0,0.0,0.7676
1113,cross,16,1065,31,3065,0.8373,1.0005,0.8295,0,0.1708,1.0,0.0,0.0,0.6098
1114,cross,16,2065,31,6065,0.8726,1.0002,0.8679,0,0.1003,1.0,0.0,0.0,0.6306
1115,cross,16,1065,31,65,0.8382,1.0005,0.8315,0,0.136,1.0,0.0,0.0,0.6316
1116,cross,16,65,31,5065,0.9881,1.001,0.9856,0,0.1509,1.0,0.0,0.0,0.6264
1117,cross,16,2065,31,7065,0.8723,1.0002,0.8718,0,0.1065,1.0,0.0,0.0,0.5536
1118,cross,16,1065,31,65,0.8382,1.0005,0.8315,0,0.136,1.0,0.0,0.0,0.6316
1119,cross,16,2065,31,3065,0.8703,1.0002,0.8672,0,0.1522,1.0,0.0,0.0,0.8186
1120,cross,16,65,31,4065,0.9882,1.001,0.9836,0,0.1449,1.0,0.0,0.0,0.6401
1121,cross,16,2065,31,7065,0.8723,1.0002,0.8718,0,0.1065,1.0,0.0,0.0,0.5536
1122,cross,16,65,77,1065,0.988,1.001,0.9876,0,0.1552,1.0,0.0,0.0,0.8395
1123,cross,16,2065,77,4065,0.8699,1.0002,0.8699,0,0.163,1.0,0.0,0.0,0.5944
1124,cross,16,2065,77,4065,0.8699,1.0002,0.8699,0,0.163,1.0,0.0,0.0,0.5944
1125,cross,16,1065,77,1065,0.8369,1.0005,0.8345,0,0.189,1.0,0.0,0.0,0.8136
1126,cross,16,65,77,1065,0.988,1.001,0.9876,0,0.1552,1.0,0.0,0.0,0.8395
1127,cross,16,65,77,1065,0.988,1.001,0.9876,0,0.1552,1.0,0.0,0.0,0.8395
1128,cross,16,1065,77,3065,0.8364,1.0005,0.8324,0,0.2091,1.0,0.0,0.0,0.8159
1129,cross,16,65,77,2065,0.9886,1.001,0.9842,0,0.1214,1.0,0.0,0.0,0.5736
1130,cross,16,1065,77,65,0.8387,1.0005,0.8384,0,0.1159,1.0,0.0,0.0,0.5788
1131,cross,16,1065,77,5065,0.8371,1.0005,0.8334,0,0.1807,1.0,0.0,0.0,0.6561
1132,cross,16,1065,77,5065,0.8371,1.0005,0.8334,0,0.1807,1.0,0.0,0.0,0.6561
1133,cross,16,1065,178,65,0.8379,1.0005,0.8358,0,0.1476,1.0,0.0,0.0,0.8035
1134,cross,16,2065,178,2065,0.8715,1.0002,0.8715,0,0.1267,1.0,0.0,0.0,0.8642
1135,cross,16,2065,178,65,0.8717,1.0002,0.8717,0,0.1222,1.0,0.0,0.0,0.6359
1136,cross,16,65,178,2065,0.9886,1.001,0.9874,0,0.1224,1.0,0.0,0.0,0.5796
1137,cross,16,2065,178,2065,0.8715,1.0002,0.8715,0,0.1267,1.0,0.0,0.0,0.8642
1138,cross,16,2065,178,2065,0.8715,1.0002,0.8715,0,0.1267,1.0,0.0,0.0,0.8642
1139,cross,16,1065,178,3065,0.8375,1.0005,0.8369,0,0.1637,1.0,0.0,0.0,0.8493
1140,cross,16,2065,178,1065,0.8718,1.0002,0.8718,0,0.1179,1.0,0.0,0.0,0.7685
1141,cross,16,2065,178,2065,0.8715,1.0002,0.8715,0,0.1267,1.0,0.0,0.0,0.8642
1142,cross,16,65,178,3065,0.9883,1.001,0.9875,0,0.1411,1.0,0.0,0.0,0.8563
1143,cross,16,2065,178,2065,0.8715,1.0002,0.8715,0,0.1267,1.0,0.0,0.0,0.8642
1144,cross,16,65,33,1065,0.9878,1.001,0.9876,0,0.1658,1.0,0.0,0.0,0.6326
1145,cross,16,2065,33,4065,0.8668,1.0002,0.8667,0,0.2338,1.0,0.0,0.0,0.8879
1146,cross,16,65,33,3065,0.9885,1.001,0.9885,0,0.1288,1.0,0.0,0.0,0.8428
1147,cross,16,2065,33,3065,0.8711,1.0002,0.8711,0,0.1341,1.0,0.0,0.0,0.6817
1148,cross,16,2065,33,3065,0.8711,1.0002,0.8711,0,0.1341,1.0,0.0,0.0,0.6817
1149,cross,16,2065,33,4065,0.8668,1.0002,0.8667,0,0.2338,1.0,0.0,0.0,0.8879
1150,cross,16,65,33,1065,0.9878,1.001,0.9876,0,0.1658,1.0,0.0,0.0,0.6326
1151,cross,16,65,33,1065,0.9878,1.001,0.9876,0,0.1658,1.0,0.0,0.0,0.6326
1152,cross,16,1065,33,4065,0.8352,1.0005,0.8351,0,0.257,1.0,0.0,0.0,0.6237
1153,cross,16,65,33,4065,0.9867,1.001,0.9864,0,0.2272,1.0,0.0,0.0,0.6028
1154,cross,16,1065,33,65,0.8325,1.0005,0.8316,0,0.3616,1.0,0.0,0.0,0.5527
1155,cross,16,65,3,1065,0.9838,1.001,0.967,0,0.3626,1.0,0.0,0.0,0.8628
1156,cross,16,1065,3,3065,0.8319,1.0005,0.8213,0,0.385,1.0,0.0,0.0,0.7757
1157,cross,16,1065,3,3065,0.8319,1.0005,0.8213,0,0.385,1.0,0.0,0.0,0.7757
1158,cross,16,2065,3,1065,0.8608,1.0002,0.8531,0,0.3677,1.0,0.0,0.0,0.5987
1159,cross,16,1065,3,3065,0.8319,1.0005,0.8213,0,0.385,1.0,0.0,0.0,0.7757
1160,cross,16,1065,3,1065,0.8319,1.0005,0.8194,0,0.385,1.0,0.0,0.0,0.8103
1161,cross,16,1065,3,65,0.8319,1.0005,0.8196,0,0.385,1.0,0.0,0.0,0.6293
1162,cross,16,65,3,1065,0.9838,1.001,0.967,0,0.3626,1.0,0.0,0.0,0.8628
1163,cross,16,1065,3,1065,0.8319,1.0005,0.8194,0,0.385,1.0,0.0,0.0,0.8103
1164,cross,16,2065,3,65,0.8608,1.0002,0.853,0,0.3677,1.0,0.0,0.0,0.7699
1165,cross,16,65,3,3065,0.9838,1.001,0.9675,0,0.3626,1.0,0.0,0.0,0.7968
1166,cross,16,65,11,65,0.9884,1.001,0.9883,0,0.1362,1.0,0.0,0.0,0.7683
1167,cross,16,65,11,2065,0.9882,1.001,0.9882,0,0.1471,1.0,0.0,0.0,0.5745
1168,cross,16,1065,11,1065,0.8374,1.0005,0.8372,0,0.1692,1.0,0.0,0.0,0.8434
1169,cross,16,2065,11,3065,0.8715,1.0002,0.8715,0,0.1267,1.0,0.0,0.0,0.7042
1170,cross,16,65,11,65,0.9884,1.001,0.9883,0,0.1362,1.0,0.0,0.0,0.7683
1171,cross,16,1065,11,3065,0.8378,1.0005,0.8374,0,0.1522,1.0,0.0,0.0,0.744
1172,cross,16,2065,11,1065,0.8708,1.0002,0.8707,0,0.1416,1.0,0.0,0.0,0.6029
1173,cross,16,1065,11,1065,0.8374,1.0005,0.8372,0,0.1692,1.0,0.0,0.0,0.8434
1174,cross,16,65,11,65,0.9884,1.001,0.9883,0,0.1362,1.0,0.0,0.0,0.7683
1175,cross,16,65,11,3065,0.9886,1.001,0.9886,0,0.1217,1.0,0.0,0.0,0.7825
1176,cross,16,1065,11,65,0.8374,1.0005,0.8373,0,0.1683,1.0,0.0,0.0,0.7724
1177,cross,16,1065,56,65,0.8358,1.0005,0.8356,0,0.2323,1.0,0.0,0.0,0.847
1178,cross,16,65,56,65,0.9871,1.001,0.9864,0,0.2036,1.0,0.0,0.0,0.7645
1179,cross,16,1065,56,65,0.8358,1.0005,0.8356,0,0.2323,1.0,0.0,0.0,0.847
1180,cross,16,1065,56,65,0.8358,1.0005,0.8356,0,0.2323,1.0,0.0,0.0,0.847
1181,cross,16,65,56,1065,0.9862,1.001,0.9835,0,0.251,1.0,0.0,0.0,0.7321
1182,cross,16,2065,56,1065,0.8657,1.0002,0.8645,0,0.2577,1.0,0.0,0.0,0.6519
1183,cross,16,65,56,65,0.9871,1.001,0.9864,0,0.2036,1.0,0.0,0.0,0.7645
1184,cross,16,1065,56,65,0.8358,1.0005,0.8356,0,0.2323,1.0,0.0,0.0,0.847
1185,cross,16,2065,56,1065,0.8657,1.0002,0.8645,0,0.2577,1.0,0.0,0.0,0.6519
1186,cross,16,1065,56,1065,0.8346,1.0005,0.833,0,0.2811,1.0,0.0,0.0,0.6864
1187,cross,16,65,56,65,0.9871,1.001,0.9864,0,0.2036,1.0,0.0,0.0,0.7645
1188,cross,16,1065,53,2065,0.8387,1.0005,0.8386,0,0.1151,1.0,0.0,0.0,0.803
1189,cross,16,65,53,2065,0.9891,1.001,0.9891,0,0.0917,1.0,0.0,0.0,0.8325
1190,cross,16,1065,53,2065,0.8387,1.0005,0.8386,0,0.1151,1.0,0.0,0.0,0.803
1191,cross,16,1065,53,2065,0.8387,1.0005,0.8386,0,0.1151,1.0,0.0,0.0,0.803
1192,cross,16,65,53,1065,0.9888,1.001,0.9888,0,0.108,1.0,0.0,0.0,0.5524
1193,cross,16,1065,53,65,0.8377,1.0005,0.8377,0,0.1576,1.0,0.0,0.0,0.6647
1194,cross,16,2065,53,2065,0.8728,1.0002,0.8728,0,0.0955,1.0,0.0,0.0,0.6154
1195,cross,16,2065,53,2065,0.8728,1.0002,0.8728,0,0.0955,1.0,0.0,0.0,0.6154
1196,cross,16,65,53,1065,0.9888,1.001,0.9888,0,0.108,1.0,0.0,0.0,0.5524
1197,cross,16,65,53,65,0.9885,1.001,0.9885,0,0.1265,1.0,0.0,0.0,0.6589
1198,cross,16,2065,53,2065,0.8728,1.0002,0.8728,0,0.0955,1.0,0.0,0.0,0.6154
1199,cross,16,65,14,1065,0.9889,1.001,0.9888,0,0.1071,1.0,0.0,0.0,0.8577
1200,cross,16,1065,14,65,0.8397,1.0005,0.8396,0,0.0744,1.0,0.0,0.0,0.6687
1201,cross,16,1065,14,1065,0.8382,1.0005,0.8382,0,0.1344,1.0,0.0,0.0,0.8384
1202,cross,16,1065,14,65,0.8397,1.0005,0.8396,0,0.0744,1.0,0.0,0.0,0.6687
1203,cross,16,1065,14,1065,0.8382,1.0005,0.8382,0,0.1344,1.0,0.0,0.0,0.8384
1204,cross,16,2065,14,65,0.8741,1.0002,0.8741,0,0.0651,1.0,0.0,0.0,0.756
1205,cross,16,2065,14,1065,0.8721,1.0002,0.8721,0,0.1116,1.0,0.0,0.0,0.6496
1206,cross,16,65,14,65,0.9896,1.001,0.9894,0,0.0629,1.0,0.0,0.0,0.618
1207,cross,16,65,14,65,0.9896,1.001,0.9894,0,0.0629,1.0,0.0,0.0,0.618
1208,cross,16,1065,14,65,0.8397,1.0005,0.8396,0,0.0744,1.0,0.0,0.0,0.6687
1209,cross,16,1065,14,1065,0.8382,1.0005,0.8382,0,0.1344,1.0,0.0,0.0,0.8384
1210,cross,53,65,96,46065,0.6701,1.3726,0.4483,2,0.4473,1.0,0.0,0.0,0.793
1211,cross,53,1065,96,17065,0.6082,1.6338,0.4331,0,0.4435,1.0,0.0,0.0,0.6402
1212,cross,53,1065,96,47065,0.6424,1.6506,0.3695,0,0.4208,1.0,0.0,0.0,0.6402
1213,cross,53,65,96,57065,0.6701,1.3726,0.5207,5,0.4473,1.0,0.0,0.0,0.793
1214,cross,53,2065,96,21065,0.6504,1.1164,0.3246,10,0.4195,1.0,0.0,0.0,0.6455
1215,cross,53,1065,96,65,0.6082,1.6338,0.4331,0,0.4435,1.0,0.0,0.0,0.6402
1216,cross,53,1065,96,18065,0.6082,1.6338,0.4331,0,0.4435,1.0,0.0,0.0,0.6402
1217,cross,53,65,96,32065,0.7344,1.3962,0.5282,0,0.426,1.0,0.0,0.0,0.793
1218,cross,53,2065,96,49065,0.5889,1.1132,0.3739,1,0.4426,1.0,0.0,0.0,0.6455
1219,cross,53,65,96,33065,0.6701,1.3726,0.5207,0,0.4473,1.0,0.0,0.0,0.793
1220,cross,53,2065,96,11065,0.5889,1.1132,0.3739,0,0.4426,1.0,0.0,0.0,0.6455
1221,cross,53,65,100,8065,0.7444,1.4458,0.3484,1,0.1607,1.0,0.0,0.0,0.8645
1222,cross,53,2065,100,13065,1.0504,1.1347,0.2773,11,0.2189,1.0,0.0,0.0,0.6539
1223,cross,53,65,100,6065,0.9974,1.5099,0.4181,0,0.2591,1.0,0.0,0.0,0.8645
1224,cross,53,2065,100,9065,0.8988,1.1351,0.2975,10,0.1414,1.0,0.0,0.0,0.6465
1225,cross,53,65,100,16065,0.6344,1.4037,0.6235,0,0.1239,1.0,0.0,0.0,0.8618
1226,cross,53,1065,100,65,0.6351,1.677,0.2853,3,0.1507,1.0,0.0,0.0,0.8279
1227,cross,53,1065,100,19065,0.5877,1.6589,0.5821,0,0.1196,1.0,0.0,0.0,0.613
1228,cross,53,2065,100,13065,1.0504,1.1347,0.2773,11,0.2189,1.0,0.0,0.0,0.6539
1229,cross,53,2065,100,18065,0.9001,1.1351,0.291,8,0.1419,1.0,0.0,0.0,0.6465
1230,cross,53,1065,100,18065,0.6212,1.6719,0.3211,2,0.1414,1.0,0.0,0.0,0.6553
1231,cross,53,1065,100,4065,0.6229,1.6726,0.329,3,0.1426,1.0,0.0,0.0,0.6553
1232,cross,53,2065,31,8065,1.0299,1.1352,0.5025,0,0.2002,1.0,0.0,0.0,0.6485
1233,cross,53,2065,31,7065,0.9411,1.1354,0.6528,0,0.1571,1.0,0.0,0.0,0.8201
1234,cross,53,1065,31,6065,0.5966,1.6625,0.3478,1,0.1254,1.0,0.0,0.0,0.9013
1235,cross,53,65,31,3065,0.9747,1.5072,0.5505,0,0.2452,1.0,0.0,0.0,0.8173
1236,cross,53,2065,31,2065,0.8735,1.1348,0.4731,2,0.1325,1.0,0.0,0.0,0.8805
1237,cross,53,65,31,2065,0.6359,1.4043,0.5131,0,0.1244,1.0,0.0,0.0,0.6965
1238,cross,53,2065,31,8065,1.0299,1.1352,0.5025,0,0.2002,1.0,0.0,0.0,0.6485
1239,cross,53,65,31,7065,0.7715,1.455,0.5081,0,0.1696,1.0,0.0,0.0,0.6474
1240,cross,53,65,31,1065,1.005,1.5104,0.5513,0,0.2652,1.0,0.0,0.0,0.8391
1241,cross,53,2065,31,8065,1.0299,1.1352,0.5025,0,0.2002,1.0,0.0,0.0,0.6485
1242,cross,53,2065,31,1065,1.0553,1.1334,0.4197,0,0.2485,1.0,0.0,0.0,0.6599
1243,cross,53,65,77,6065,0.7132,1.4347,0.4288,8,0.1505,1.0,0.0,0.0,0.8487
1244,cross,53,2065,77,3065,1.0124,1.1353,0.6853,7,0.1894,1.0,0.0,0.0,0.8265
1245,cross,53,2065,77,3065,1.0124,1.1353,0.6853,7,0.1894,1.0,0.0,0.0,0.8265
1246,cross,53,65,77,6065,0.7132,1.4347,0.4288,8,0.1505,1.0,0.0,0.0,0.8487
1247,cross,53,2065,77,6065,0.9912,1.1354,0.5677,4,0.1785,1.0,0.0,0.0,0.5795
1248,cross,53,65,77,65,0.6848,1.424,0.5463,8,0.1411,1.0,0.0,0.0,0.8521
1249,cross,53,1065,77,7065,0.6136,1.6691,0.2334,11,0.1365,1.0,0.0,0.0,0.615
1250,cross,53,2065,77,4065,0.9773,1.1355,0.5777,4,0.1721,1.0,0.0,0.0,0.866
1251,cross,53,2065,77,4065,0.9773,1.1355,0.5777,4,0.1721,1.0,0.0,0.0,0.866
1252,cross,53,65,77,5065,0.6741,1.4198,0.3926,9,0.1375,1.0,0.0,0.0,0.8016
1253,cross,53,2065,77,6065,0.9912,1.1354,0.5677,4,0.1785,1.0,0.0,0.0,0.5795
1254,cross,53,65,178,2065,0.8985,1.4916,0.2767,10,0.2125,1.0,0.0,0.0,0.8609
1255,cross,53,65,178,5065,0.6331,1.4032,0.4635,3,0.1235,1.0,0.0,0.0,0.8012
1256,cross,53,1065,178,4065,0.5932,1.6611,0.5932,3,0.1231,1.0,0.0,0.0,0.8937
1257,cross,53,1065,178,3065,0.7275,1.7051,0.4514,0,0.2255,1.0,0.0,0.0,0.8486
1258,cross,53,65,178,1065,0.848,1.4784,0.5924,7,0.1947,1.0,0.0,0.0,0.8197
1259,cross,53,2065,178,5065,0.8433,1.1345,0.6678,1,0.1222,1.0,0.0,0.0,0.6024
1260,cross,53,1065,178,1065,0.6811,1.6923,0.5807,7,0.1836,1.0,0.0,0.0,0.6307
1261,cross,53,65,178,65,0.6477,1.4092,0.6477,1,0.1285,1.0,0.0,0.0,0.6692
1262,cross,53,65,178,4065,0.6308,1.4022,0.6308,3,0.1227,1.0,0.0,0.0,0.7202
1263,cross,53,1065,178,1065,0.6811,1.6923,0.5807,7,0.1836,1.0,0.0,0.0,0.6307
1264,cross,53,2065,178,4065,0.8797,1.1349,0.8797,3,0.1347,1.0,0.0,0.0,0.9086
1265,cross,53,65,33,4065,0.9889,1.4884,0.3779,3,0.3302,1.0,0.0,0.0,0.8269
1266,cross,53,1065,33,2065,0.7413,1.6978,0.2816,9,0.3332,1.0,0.0,0.0,0.6402
1267,cross,53,1065,33,2065,0.7413,1.6978,0.2816,9,0.3332,1.0,0.0,0.0,0.6402
1268,cross,53,1065,33,3065,0.6114,1.6683,0.6039,4,0.135,1.0,0.0,0.0,0.8775
1269,cross,53,65,33,1065,0.7305,1.4409,0.7305,0,0.1562,1.0,0.0,0.0,0.7987
1270,cross,53,65,33,65,0.7836,1.4138,0.3324,1,0.41,1.0,0.0,0.0,0.793
1271,cross,53,2065,33,4065,0.9467,1.1283,0.4297,4,0.3164,1.0,0.0,0.0,0.631
1272,cross,53,65,33,4065,0.9889,1.4884,0.3779,3,0.3302,1.0,0.0,0.0,0.8269
1273,cross,53,65,33,65,0.7836,1.4138,0.3324,1,0.41,1.0,0.0,0.0,0.793
1274,cross,53,2065,33,65,0.6993,1.1187,0.1964,1,0.4021,1.0,0.0,0.0,0.6455
1275,cross,53,65,33,3065,0.6591,1.4139,0.6426,1,0.1325,1.0,0.0,0.0,0.7104
1276,cross,53,2065,3,3065,0.6504,1.1164,0.607,0,0.4195,1.0,0.0,0.0,0.8368
1277,cross,53,1065,3,3065,0.6424,1.6506,0.6424,0,0.4208,1.0,0.0,0.0,0.8262
1278,cross,53,2065,3,3065,0.6504,1.1164,0.607,0,0.4195,1.0,0.0,0.0,0.8368
1279,cross,53,65,3,2065,0.7344,1.3962,0.7171,0,0.426,1.0,0.0,0.0,0.8137
1280,cross,53,65,3,2065,0.7344,1.3962,0.7171,0,0.426,1.0,0.0,0.0,0.8137
1281,cross,53,2065,3,1065,0.6504,1.1164,0.6074,0,0.4195,1.0,0.0,0.0,0.8395
1282,cross,53,1065,3,65,0.6424,1.6506,0.6424,0,0.4208,1.0,0.0,0.0,0.6205
1283,cross,53,1065,3,3065,0.6424,1.6506,0.6424,0,0.4208,1.0,0.0,0.0,0.8262
1284,cross,53,2065,3,65,0.6504,1.1164,0.6031,0,0.4195,1.0,0.0,0.0,0.6266
1285,cross,53,65,3,1065,0.7344,1.3962,0.726,0,0.426,1.0,0.0,0.0,0.6636
1286,cross,53,65,3,1065,0.7344,1.3962,0.726,0,0.426,1.0,0.0,0.0,0.6636
1287,cross,53,2065,11,1065,0.9349,1.1353,0.8233,0,0.1547,1.0,0.0,0.0,0.8539
1288,cross,53,1065,11,3065,0.5981,1.6631,0.5952,0,0.1264,1.0,0.0,0.0,0.7863
1289,cross,53,65,11,3065,0.6338,1.4035,0.6338,0,0.1237,1.0,0.0,0.0,0.7419
1290,cross,53,1065,11,3065,0.5981,1.6631,0.5952,0,0.1264,1.0,0.0,0.0,0.7863
1291,cross,53,65,11,65,0.6523,1.4111,0.4625,6,0.1301,1.0,0.0,0.0,0.7503
1292,cross,53,65,11,2065,0.6745,1.42,0.6745,0,0.1377,1.0,0.0,0.0,0.8641
1293,cross,53,2065,11,65,0.9293,1.1353,0.6368,0,0.1526,1.0,0.0,0.0,0.7937
1294,cross,53,65,11,3065,0.6338,1.4035,0.6338,0,0.1237,1.0,0.0,0.0,0.7419
1295,cross,53,1065,11,1065,0.6156,1.6698,0.585,0,0.1377,1.0,0.0,0.0,0.8418
1296,cross,53,2065,11,2065,0.9552,1.1354,0.9552,0,0.1627,1.0,0.0,0.0,0.6768
1297,cross,53,2065,11,3065,0.897,1.1351,0.897,0,0.1408,1.0,0.0,0.0,0.7975
1298,cross,53,1065,56,2065,0.755,1.7092,0.5876,2,0.2747,1.0,0.0,0.0,0.6313
1299,cross,53,2065,56,65,0.9991,1.1303,0.3017,10,0.2934,1.0,0.0,0.0,0.8098
1300,cross,53,1065,56,2065,0.755,1.7092,0.5876,2,0.2747,1.0,0.0,0.0,0.6313
1301,cross,53,1065,56,2065,0.755,1.7092,0.5876,2,0.2747,1.0,0.0,0.0,0.6313
1302,cross,53,2065,56,1065,0.8893,1.1262,0.4424,9,0.3377,1.0,0.0,0.0,0.7201
1303,cross,53,65,56,2065,1.0197,1.5085,0.6751,0,0.2864,1.0,0.0,0.0,0.7946
1304,cross,53,1065,56,1065,0.736,1.6951,0.4214,8,0.3406,1.0,0.0,0.0,0.6792
1305,cross,53,2065,56,65,0.9991,1.1303,0.3017,10,0.2934,1.0,0.0,0.0,0.8098
1306,cross,53,65,56,65,1.0143,1.5009,0.2834,10,0.3084,1.0,0.0,0.0,0.7205
1307,cross,53,2065,56,2065,1.0367,1.132,0.8175,7,0.2704,1.0,0.0,0.0,0.6298
1308,cross,53,65,56,2065,1.0197,1.5085,0.6751,0,0.2864,1.0,0.0,0.0,0.7946
1309,cross,53,2065,16,65,0.8268,1.1342,0.5974,0,0.1166,1.0,0.0,0.0,0.8311
1310,cross,53,1065,16,1065,0.5771,1.6546,0.569,1,0.1128,1.0,0.0,0.0,0.7886
1311,cross,53,2065,16,2065,0.8197,1.1341,0.7031,0,0.1143,1.0,0.0,0.0,0.7449
1312,cross,53,1065,16,2065,0.5772,1.6546,0.5281,0,0.1129,1.0,0.0,0.0,0.7245
1313,cross,53,1065,16,65,0.581,1.6562,0.4702,0,0.1154,1.0,0.0,0.0,0.8483
1314,cross,53,2065,16,1065,0.8135,1.134,0.7712,0,0.1122,1.0,0.0,0.0,0.7464
1315,cross,53,1065,16,65,0.581,1.6562,0.4702,0,0.1154,1.0,0.0,0.0,0.8483
1316,cross,53,2065,16,65,0.8268,1.1342,0.5974,0,0.1166,1.0,0.0,0.0,0.8311
1317,cross,53,2065,16,65,0.8268,1.1342,0.5974,0,0.1166,1.0,0.0,0.0,0.8311
1318,cross,53,2065,16,65,0.8268,1.1342,0.5974,0,0.1166,1.0,0.0,0.0,0.8311
