block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,n_queries,n_ok,exec_ms_window_sum,wall_ms_window,qps_window,sf
9,8000,dci_gated,18,Aggregation,0,0.961015,1.0,0.915486,1.0,0.808846,0.944678,0,20,20,2825.026,3447.009,5.8021,1.0
9,8000,dci_gated,19,MultiJoin,1,0.341503,1.0,0.0,0.411765,0.760641,0.481825,1,20,20,7817.532,8929.132,2.2399,1.0
9,8000,dci_gated,20,MultiJoin,0,0.847129,1.0,0.753248,0.956522,0.68,0.855736,1,20,20,7809.912,9020.685,2.2171,1.0
9,8000,dci_gated,21,MultiJoin,0,0.853253,1.0,0.78479,0.956522,0.793974,0.880672,1,20,20,9365.595,10193.692,1.962,1.0
9,8000,dci_gated,22,MultiJoin,0,0.949813,1.0,0.777968,1.0,0.753846,0.906124,0,20,20,11797.733,12465.243,1.6045,1.0
9,8000,dci_gated,23,MultiJoin,0,0.977529,1.0,0.857102,1.0,0.865769,0.945668,0,20,20,11533.507,12491.674,1.6011,1.0
9,8000,dci_gated,24,MultiJoin,0,1.0,1.0,0.883428,1.0,0.615769,0.919051,0,20,20,10463.739,11264.189,1.7755,1.0
10,8100,dci_gated,1,Reporting,0,0.910499,1.0,0.522606,1.0,0.767308,0.847242,0,20,20,4464.085,4938.741,4.0496,1.0
10,8100,dci_gated,2,Reporting,0,0.975269,1.0,0.814882,1.0,0.724231,0.915428,0,20,20,4152.504,4660.962,4.291,1.0
10,8100,dci_gated,3,Reporting,0,0.934427,1.0,0.775227,1.0,0.814103,0.910768,0,20,20,5227.384,5625.867,3.555,1.0
10,8100,dci_gated,4,Reporting,0,0.934427,1.0,0.775227,1.0,0.747051,0.90071,0,20,20,4123.445,4675.765,4.2774,1.0
10,8100,dci_gated,5,Reporting,0,0.975269,1.0,0.925348,1.0,0.797308,0.948483,1,20,20,4424.745,4842.314,4.1303,1.0
10,8100,dci_gated,6,Reporting,0,0.925489,1.0,0.592485,1.0,0.735385,0.860177,0,20,20,2676.249,3103.264,6.4448,1.0
10,8100,dci_gated,7,JoinHeavy,1,0.37062,1.0,0.0,0.145503,0.75641,0.435217,1,20,20,5103.732,5883.848,3.3991,1.0
10,8100,dci_gated,8,JoinHeavy,0,0.961088,1.0,0.812806,1.0,0.817564,0.925468,0,20,20,5197.087,6008.127,3.3288,1.0
10,8100,dci_gated,9,JoinHeavy,0,0.864263,1.0,0.595377,1.0,0.737179,0.845718,0,20,20,4377.671,5187.515,3.8554,1.0
10,8100,dci_gated,10,JoinHeavy,0,0.870291,1.0,0.684621,1.0,0.824231,0.878132,0,20,20,4869.308,5774.126,3.4637,1.0
10,8100,dci_gated,11,JoinHeavy,0,0.968274,1.0,0.914733,1.0,0.697308,0.929611,0,20,20,4839.108,5626.051,3.5549,1.0
10,8100,dci_gated,12,JoinHeavy,0,0.944682,1.0,0.672428,1.0,0.684359,0.87331,0,20,20,4107.504,5090.464,3.9289,1.0
10,8100,dci_gated,13,Aggregation,1,0.340195,1.0,0.0,0.457589,0.648718,0.473874,1,20,20,2087.316,2581.073,7.7487,1.0
10,8100,dci_gated,14,Aggregation,0,0.977529,1.0,0.799955,1.0,0.822179,0.9277,0,20,20,2736.813,3274.078,6.1086,1.0
10,8100,dci_gated,15,Aggregation,0,0.949687,1.0,0.911431,1.0,0.719359,0.927612,0,20,20,2841.824,3365.077,5.9434,1.0
10,8100,dci_gated,16,Aggregation,0,0.977585,1.0,0.878461,1.0,0.882692,0.952492,0,20,20,2438.203,2966.474,6.742,1.0
10,8100,dci_gated,17,Aggregation,0,0.896792,1.0,0.563742,1.0,0.780769,0.854062,0,20,20,3080.641,3566.071,5.6084,1.0
10,8100,dci_gated,18,Aggregation,0,0.78624,1.0,0.668913,0.518182,0.586667,0.721979,1,20,20,2581.384,3248.956,6.1558,1.0
10,8100,dci_gated,19,MultiJoin,1,0.371371,1.0,0.0,0.259524,0.750256,0.457286,1,20,20,14336.655,15183.66,1.3172,1.0
10,8100,dci_gated,20,MultiJoin,0,0.880795,1.0,0.594258,1.0,0.748846,0.851377,0,20,20,12943.51,13685.988,1.4613,1.0
10,8100,dci_gated,21,MultiJoin,0,0.955171,1.0,0.915616,1.0,0.712051,0.928724,0,20,20,13026.216,13865.096,1.4425,1.0
10,8100,dci_gated,22,MultiJoin,0,0.955171,1.0,0.888002,1.0,0.832436,0.941258,0,20,20,12066.012,12876.115,1.5533,1.0
10,8100,dci_gated,23,MultiJoin,0,0.880795,1.0,0.464559,1.0,0.780897,0.830245,0,20,20,8855.618,9725.167,2.0565,1.0
10,8100,dci_gated,24,MultiJoin,0,0.922224,1.0,0.658425,1.0,0.697308,0.866837,0,20,20,13469.724,14267.848,1.4018,1.0
