block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,gate_R4s,gate_audit,det_ms,features_used,sp_out_of_band,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
0,9000,dci_gated,1,edge,0,0.8175445350038288,1.0,0.7788603733587827,0.8,0.7955128205128206,0.8394851314996369,0,1.0,cheap,1.0,0,0.4273,cheap,1,20,20,0,417.333,417.576,47.8955
0,9000,dci_gated,2,edge,0,0.8568140293617765,1.0,0.6505670034399254,0.9,0.8894871794871796,0.8577399849515062,0,1.5734,cheap,1.0,0,0.2863,cheap,1,20,20,0,373.976,374.282,53.4356
0,9000,dci_gated,3,edge,0,0.8126696968621718,1.0,0.6490735743448681,0.8,0.7725641025641026,0.808866754469132,0,1.6829,cheap,1.0,0,0.31,cheap,1,20,20,0,541.971,542.249,36.8834
0,9000,dci_gated,4,edge,0,0.8657676528570004,1.0,0.5105933039520065,0.875,0.7637179487179487,0.8081182663123437,0,1.3079,cheap,1.0,0,0.3023,cheap,1,20,20,0,309.988,310.348,64.4437
0,9000,dci_gated,5,geo,1,0.4166952732048943,1.0,0.0,0.17142857142857143,0.7885897435897437,0.45674799412539946,1,1.093,cheap,0.6725,0,0.3221,cheap,1,20,20,0,7046.447,7047.05,2.8381
0,9000,dci_gated,6,geo,0,0.6707436088633502,1.0,0.4705343330096934,0.43333333333333335,0.6837179487179488,0.6510171277921352,1,1.0988,cheap,0.591,0,0.3002,cheap,1,20,20,0,3747.546,3747.99,5.3362
0,9000,dci_gated,7,geo,0,0.7644618960149923,1.0,0.6132316586056861,0.7166666666666667,0.7719230769230769,0.7728836005966802,0,1.0975,cheap,0.61,0,0.3329,cheap,1,20,20,0,2018.442,2018.904,9.9064
0,9000,dci_gated,8,geo,0,0.7038117241571322,1.0,0.6784903932235818,0.43333333333333335,0.7111538461538461,0.704990753273743,1,1.1608,cheap,0.5393,0,0.3227,cheap,1,20,20,0,1854.713,1855.205,10.7805
0,9000,dci_gated,9,geo,1,0.7798857320966481,0.4166666666666667,0.7229002652685388,0.5166666666666667,0.8892307692307693,0.6596027681291519,1,1.0008,cheap,0.9996,0,0.3529,cheap,1,48,48,0,5399.728,5400.627,8.8879
0,9000,dci_gated,10,geo,0,0.8651043846441083,1.0,0.8012294315017471,0.9,0.8295570079883806,0.8809555336596336,0,1.0009,cheap,0.9996,0,0.3186,cheap,1,48,48,0,3692.501,3693.416,12.9961
