block,block_seed,strategy,window,phase,drift_truth,S_R,S_V,S_T,S_A,S_P,HSM,invoked,gate_dci,gate_regime,n_queries,n_ok,n_failed,exec_ms_window_sum,wall_ms_window,qps_window
1,9100,dci_gated,9,geo,1,0.7851629822903892,0.4166666666666667,0.7396034083420171,0.6166666666666667,0.7371794871794872,0.6614550169845905,1,2.1904,5-D,48,48,0,2643.491,2644.464,18.1511
1,9100,dci_gated,10,geo,0,0.8852730262587669,1.0,0.850054124261597,0.9,0.6628540305010894,0.8707571859921746,0,2.1704,5-D,48,48,0,2238.153,2239.084,21.4373
1,9100,dci_gated,11,geo,0,0.8663708329773616,1.0,0.71089488837567,0.9,0.6361292665214234,0.834191075897688,0,2.204,5-D,48,48,0,1949.729,1950.59,24.6079
1,9100,dci_gated,12,geo,0,0.8221901242892975,1.0,0.6353358242897831,0.8,0.5875090777051561,0.7807410575860545,0,2.2772,5-D,48,48,0,2929.975,2931.039,16.3764
1,9100,dci_gated,13,review,1,0.43513085851010846,1.0,0.015185416042606592,0.3833333333333333,0.8195715323166304,0.5114221943502096,1,1.7461,5-D,48,48,0,23040.692,23041.523,2.0832
1,9100,dci_gated,14,review,0,0.8659090845677841,1.0,0.7207059742241875,0.8444444444444444,0.7194625998547567,0.8374267448538859,0,1.7473,5-D,48,48,0,1232.669,1233.172,38.924
1,9100,dci_gated,15,review,0,0.9829197728790905,1.0,0.8002969944550988,1.0,0.8309368191721134,0.9304298649866094,0,1.7532,5-D,48,48,0,1255.499,1256.0,38.2166
1,9100,dci_gated,16,review,0,0.9061340949801014,1.0,0.645206854763099,1.0,0.7910675381263617,0.8742350254165995,0,1.7987,5-D,48,48,0,898.73,899.27,53.3766
1,9100,dci_gated,17,review,1,0.8343088634737803,0.4166666666666667,0.6783433712258631,0.7444444444444445,0.8258974358974359,0.7003527277204553,1,2.1106,5-D,20,20,0,436.102,436.332,45.8367
1,9100,dci_gated,18,review,0,0.6987811230180054,1.0,0.5335588036272452,0.43333333333333335,0.7938461538461539,0.6871506312235401,1,2.0952,5-D,20,20,0,605.972,606.158,32.9947
1,9100,dci_gated,19,review,0,0.7697655149738658,1.0,0.44635349582275285,0.8888888888888888,0.7707692307692308,0.7751052403011794,1,2.1394,5-D,20,20,0,436.138,436.367,45.833
1,9100,dci_gated,20,review,0,0.6980180511453791,1.0,0.44804665425294254,0.5694444444444444,0.8107692307692309,0.6996181171412068,0,2.0832,5-D,20,20,0,475.493,475.695,42.0437
1,9100,dci_gated,21,edge,1,0.5122410911516139,1.0,0.039840665813421605,0.29545454545454547,0.6705128205128205,0.49569623811841995,1,1.829,5-D,20,20,0,512.648,512.9,38.9939
1,9100,dci_gated,22,edge,0,0.8758291863952269,1.0,0.8553125839255101,0.9,0.7356410256410257,0.8803659672300627,0,1.8194,5-D,20,20,0,403.522,403.802,49.5292
1,9100,dci_gated,23,edge,0,0.8758445046064223,1.0,0.8784609690653701,0.9,0.7206410256410256,0.8827494738108335,0,1.8096,5-D,20,20,0,535.743,536.036,37.3109
1,9100,dci_gated,24,edge,0,0.8561388285897877,1.0,0.7775282210454202,0.875,0.8226923076923078,0.8679441975103772,0,1.8098,5-D,20,20,0,595.968,596.254,33.5428
2,9200,dci_gated,1,edge,0,0.8682972782400727,1.0,0.8148758831487549,0.875,0.673974358974359,0.8561456500359231,0,,5-D,20,20,0,531.139,531.4,37.6364
2,9200,dci_gated,2,edge,0,0.976892054630154,1.0,0.8362904532015769,1.0,0.7757692307692308,0.9278464889132384,0,,5-D,20,20,0,444.107,444.387,45.0058
2,9200,dci_gated,3,edge,0,0.8265711565012832,1.0,0.8108459312778248,0.8,0.7885897435897437,0.8471004369193473,0,1.3657,1-D,20,20,0,264.975,265.234,75.405
2,9200,dci_gated,4,edge,0,0.8256494585299246,1.0,0.4786395772662131,0.8,0.8191025641025642,0.7850056647011084,0,1.6695,5-D,20,20,0,387.056,387.382,51.6286
2,9200,dci_gated,5,geo,1,0.5423384042731032,1.0,0.043757672249943314,0.425,0.7587179487179488,0.5431438278259568,1,1.1263,1-D,20,20,0,6983.768,6984.312,2.8636
2,9200,dci_gated,6,geo,0,0.7675187116963861,1.0,0.6474064091640066,0.6333333333333333,0.7441025641025641,0.7596430110389492,0,1.1621,1-D,20,20,0,3893.884,3894.366,5.1356
2,9200,dci_gated,7,geo,0,0.6846839869196966,1.0,0.35547574444646346,0.55,0.7305128205128205,0.6618430686961398,1,1.1356,1-D,20,20,0,1270.63,1271.042,15.7351
2,9200,dci_gated,8,geo,0,0.7715106640479703,1.0,0.6850200224480734,0.7333333333333334,0.6073076923076923,0.7676444910144279,0,1.1899,1-D,20,20,0,1016.833,1017.175,19.6623
2,9200,dci_gated,9,geo,1,0.8567799735987254,0.4166666666666667,0.7322422278296491,0.9166666666666667,0.6417948717948718,0.7235793364015086,1,1.8471,5-D,48,48,0,2255.6,2256.62,21.2708
2,9200,dci_gated,10,geo,0,0.8870904647300609,1.0,0.7603038404028006,0.9,0.8486564996368919,0.8811318592086093,0,1.8615,5-D,48,48,0,2336.348,2337.268,20.5368
2,9200,dci_gated,11,geo,0,0.8873300023769842,1.0,0.664143874107521,0.9,0.743282498184459,0.8461536501434191,0,1.89,5-D,48,48,0,3182.305,3183.176,15.0793
2,9200,dci_gated,12,geo,0,0.8592143362075808,1.0,0.4457405128609171,0.9,0.842084241103849,0.810264322789656,0,2.0152,5-D,48,48,0,3847.952,3848.999,12.4708
2,9200,dci_gated,13,review,1,0.44699686941163186,1.0,0.014522700340317996,0.425,0.8542120551924474,0.5277855656998387,1,1.6329,5-D,48,48,0,23823.553,23824.41,2.0147
2,9200,dci_gated,14,review,0,0.7881822592374996,1.0,0.5956368476772915,0.788888888888889,0.7603485838779958,0.7880029997043104,0,1.6318,5-D,48,48,0,1060.602,1061.208,45.2315
2,9200,dci_gated,15,review,0,0.8534417801898818,1.0,0.6761377150415979,0.8888888888888888,0.7241830065359478,0.8349932168139601,0,1.6423,5-D,48,48,0,880.816,881.371,54.4606
2,9200,dci_gated,16,review,0,0.8467592193077512,1.0,0.7493531482419908,0.9,0.756644880174292,0.8550571665014799,0,1.6425,5-D,48,48,0,1004.198,1004.877,47.7671
2,9200,dci_gated,17,review,1,0.8125051963481574,0.4166666666666667,0.6042973624225192,0.8,0.7602564102564103,0.6813575664433381,1,1.952,5-D,20,20,0,729.179,729.425,27.4189
2,9200,dci_gated,18,review,0,0.7507443988361635,1.0,0.5222885531523712,0.6444444444444444,0.7048717948717949,0.7267634684591733,0,1.9382,5-D,20,20,0,453.915,454.146,44.0387
2,9200,dci_gated,19,review,0,0.7558321731953874,1.0,0.5277517559016467,0.75,0.8141025641025641,0.7666237790945609,0,1.9295,5-D,20,20,0,450.02,450.237,44.421
2,9200,dci_gated,20,review,0,0.7675778869440619,1.0,0.5033506922607982,0.7444444444444445,0.7771794871794873,0.7580304221539871,0,1.9174,5-D,20,20,0,507.356,507.58,39.4027
2,9200,dci_gated,21,edge,1,0.5645919980419004,1.0,0.05485937645220518,0.49090909090909096,0.7641025641025642,0.5649170775981189,1,1.7353,5-D,20,20,0,303.364,303.652,65.8649
2,9200,dci_gated,22,edge,0,0.8029243130069971,1.0,0.5022538470031984,0.8,0.7038461538461539,0.7667587707293121,0,1.7423,5-D,20,20,0,446.224,446.582,44.7846
2,9200,dci_gated,23,edge,0,0.7856097738565375,1.0,0.5952589989579273,0.9,0.7553846153846154,0.8087619355634122,0,1.7585,5-D,20,20,0,194.056,194.37,102.8968
2,9200,dci_gated,24,edge,0,0.7398426896668466,1.0,0.7000699263164454,0.8,0.7256410256410257,0.7938208115261546,0,1.7644,5-D,20,20,0,392.793,393.069,50.8817
3,9300,dci_gated,1,edge,0,0.7848421927924534,1.0,0.7780860822788062,0.7,0.7673076923076924,0.8069239185000285,0,,5-D,20,20,0,459.867,460.176,43.4617
3,9300,dci_gated,2,edge,0,0.798088603661685,1.0,0.7205638552359652,0.75,0.796923076923077,0.8131733835010759,0,,5-D,20,20,0,545.15,545.43,36.6683
3,9300,dci_gated,3,edge,0,0.7940898643434111,1.0,0.7768159288260112,0.8,0.738974358974359,0.8247318056972089,0,1.4131,1-D,20,20,0,336.022,336.306,59.4696
3,9300,dci_gated,4,edge,0,0.7439550637154713,1.0,0.7943758476211935,0.8,0.7524358974358976,0.8177293200684912,0,1.5685,5-D,20,20,0,148.987,149.302,133.9567
3,9300,dci_gated,5,geo,1,0.4696621285141145,1.0,0.011136821281616416,0.2625,0.8124358974358974,0.4940082810002365,1,1.0936,1-D,20,20,0,5664.363,5664.957,3.5305
3,9300,dci_gated,6,geo,0,0.8754383845797199,1.0,0.5195056013330157,0.875,0.7255128205128205,0.8065876394884562,0,1.1746,1-D,20,20,0,3164.998,3165.421,6.3183
3,9300,dci_gated,7,geo,0,0.8673897936944323,1.0,0.48248411775529754,0.8166666666666667,0.7234615384615385,0.7851968360772317,0,1.2402,1-D,20,20,0,858.215,858.597,23.2938
3,9300,dci_gated,8,geo,0,0.8623841308747962,1.0,0.5782018227282031,0.8166666666666667,0.6757692307692308,0.7959351152130576,0,1.2809,1-D,20,20,0,2016.925,2017.298,9.9143
3,9300,dci_gated,9,geo,1,0.8685389092543,0.4166666666666667,0.7700324925875676,0.8166666666666667,0.7725641025641026,0.7336925078823706,1,1.972,5-D,48,48,0,4844.465,4845.532,9.906
3,9300,dci_gated,10,geo,0,0.9654854868160316,1.0,0.9339952805910978,1.0,0.6955337690631809,0.9325004931817046,0,1.8859,5-D,48,48,0,2302.716,2303.563,20.8373
3,9300,dci_gated,11,geo,0,0.9375999806248132,1.0,0.8385816703143975,1.0,0.8433188090050836,0.9286141505698453,0,1.875,5-D,48,48,0,2341.332,2342.317,20.4925
3,9300,dci_gated,12,geo,0,0.9412387034491367,1.0,0.8020745272260241,1.0,0.8039941902687001,0.9163237098477941,0,1.863,5-D,48,48,0,3916.029,3916.933,12.2545
3,9300,dci_gated,13,review,1,0.46571320915813863,1.0,0.03460106180842304,0.525,0.6266521423384168,0.5223463360019818,1,1.6349,5-D,48,48,0,22823.555,22824.384,2.103
3,9300,dci_gated,14,review,0,0.8822542928489153,1.0,0.6863551654019643,0.9,0.7601670297748729,0.8518596607588527,0,1.645,5-D,48,48,0,1488.548,1489.113,32.234
3,9300,dci_gated,15,review,0,0.870967135251195,1.0,0.6817650114048859,0.9,0.7846405228758171,0.8517908645251485,0,1.6557,5-D,48,48,0,1338.485,1339.007,35.8475
3,9300,dci_gated,16,review,0,0.8681098729717852,1.0,0.6048275266444578,0.9,0.7625998547567175,0.8323829517853456,0,1.6811,5-D,48,48,0,1013.195,1013.701,47.3513
3,9300,dci_gated,17,review,1,0.8530104911252304,0.4166666666666667,0.756836123134813,0.9,0.6925641025641026,0.7318377961262189,1,1.9839,5-D,20,20,0,491.723,491.941,40.6553
3,9300,dci_gated,18,review,0,0.9444078082336262,1.0,0.6468364152647221,1.0,0.8125641025641026,0.8873538504959664,0,2.0367,5-D,20,20,0,428.325,428.518,46.6725
3,9300,dci_gated,19,review,0,0.7640383071860306,1.0,0.6826574975798749,0.7,0.7653846153846154,0.7823487686201749,0,2.0417,5-D,20,20,0,215.379,215.595,92.7667
3,9300,dci_gated,20,review,0,0.7325271831591738,1.0,0.5669249647541343,0.6444444444444444,0.7642307692307693,0.7400402930141246,0,2.0256,5-D,20,20,0,545.284,545.522,36.6621
3,9300,dci_gated,21,edge,1,0.49580990700783856,1.0,0.06384869000623805,0.24545454545454548,0.6843589743589744,0.4884669699979625,1,1.753,5-D,20,20,0,348.873,349.192,57.2751
3,9300,dci_gated,22,edge,0,0.827438127052845,1.0,0.6682811101454841,0.875,0.5624358974358974,0.7998811384076927,1,1.7932,5-D,20,20,0,353.208,353.451,56.585
3,9300,dci_gated,23,edge,0,0.7037847429728492,1.0,0.6699582708060721,0.6,0.7450000000000001,0.7416878399044268,0,1.8046,5-D,20,20,0,535.693,535.912,37.3196
3,9300,dci_gated,24,edge,0,0.8669403007611096,1.0,0.8249898218973224,0.8333333333333333,0.7852564102564104,0.8661881677748701,0,1.8026,5-D,20,20,0,444.914,445.164,44.9273
4,9400,dci_gated,1,edge,0,0.7593571611647671,1.0,0.7427707771203448,0.7,0.6626923076923078,0.777797291869107,0,,5-D,20,20,0,601.385,601.672,33.2407
4,9400,dci_gated,2,edge,0,0.863582117928692,1.0,0.47902359745565637,0.875,0.8475641025641026,0.8138348643579196,0,,5-D,20,20,0,348.057,348.431,57.4001
4,9400,dci_gated,3,edge,0,0.7643296512767884,1.0,0.6486149994907953,0.7,0.6937179487179488,0.7648631050250485,0,1.5696,5-D,20,20,0,402.651,402.963,49.6323
4,9400,dci_gated,4,edge,0,0.744039871145453,1.0,0.4647447548978205,0.7,0.6691025641025641,0.7193243033813119,0,1.9621,5-D,20,20,0,445.614,445.968,44.8462
4,9400,dci_gated,5,geo,1,0.5067067993269458,1.0,0.031530264136603314,0.325,0.7721794871794873,0.5138096757359802,1,1.2164,1-D,20,20,0,6857.65,6858.195,2.9162
4,9400,dci_gated,6,geo,0,0.8234893318690265,1.0,0.7795482586675891,0.75,0.7056410256410257,0.8176281385469284,0,1.2422,1-D,20,20,0,3392.335,3392.822,5.8948
4,9400,dci_gated,7,geo,0,0.8314197590867656,1.0,0.8746737234739219,0.75,0.6875641025641026,0.8359242998510913,0,1.297,1-D,20,20,0,1847.264,1847.709,10.8242
4,9400,dci_gated,8,geo,0,0.7864770209080968,1.0,0.6237803953684338,0.7,0.7164102564102565,0.7688368727622495,0,1.302,1-D,20,20,0,2944.721,2945.213,6.7907
4,9400,dci_gated,9,geo,1,0.8361768112946512,0.4166666666666667,0.6162120199955653,0.9,0.788846153846154,0.7139468632330322,1,2.0405,5-D,48,48,0,3656.804,3657.733,13.1229
4,9400,dci_gated,10,geo,0,0.9171613540597655,1.0,0.6699730375936412,1.0,0.7157225853304285,0.870643333833234,0,2.1221,5-D,48,48,0,2441.73,2442.826,19.6494
4,9400,dci_gated,11,geo,0,0.8835611234595582,1.0,0.6774503444471558,0.8166666666666667,0.8017429193899782,0.8399751209961508,0,2.14,5-D,48,48,0,5261.444,5262.418,9.1213
4,9400,dci_gated,12,geo,0,0.8974957515831579,1.0,0.8304959638479036,0.8166666666666667,0.7157225853304285,0.8611648517982678,0,2.1385,5-D,48,48,0,3138.281,3139.298,15.29
4,9400,dci_gated,13,review,1,0.47280131636221523,1.0,0.03983863260082188,0.48333333333333334,0.70359477124183,0.5283739379636594,1,1.7259,5-D,48,48,0,22950.454,22951.308,2.0914
4,9400,dci_gated,14,review,0,0.8587157137027586,1.0,0.8024431918718281,0.8444444444444444,0.6696441539578795,0.8445030787826261,0,1.7326,5-D,48,48,0,1046.984,1047.457,45.8253
4,9400,dci_gated,15,review,0,0.9783970943350327,1.0,0.8309576667550429,1.0,0.5720406681190996,0.8965969071526316,1,1.7749,5-D,48,48,0,1523.608,1524.103,31.4939
4,9400,dci_gated,16,review,0,0.9504470639856402,1.0,0.8312605804577103,1.0,0.684640522875817,0.9065599605193247,0,1.7657,5-D,48,48,0,1280.272,1280.744,37.4782
4,9400,dci_gated,17,review,1,0.8277425485955304,0.4166666666666667,0.6902260905291018,0.8,0.6021794871794872,0.6786411116649593,1,2.1121,5-D,20,20,0,512.691,512.88,38.9955
4,9400,dci_gated,18,review,0,0.929136157772559,1.0,0.594630056478412,1.0,0.736923076923077,0.8617485122772838,0,2.1863,5-D,20,20,0,706.957,707.164,28.282
4,9400,dci_gated,19,review,0,0.7666769481855499,1.0,0.6022693342810326,0.8,0.7538461538461539,0.7852000269795171,0,2.1851,5-D,20,20,0,344.17,344.379,58.0756
4,9400,dci_gated,20,review,0,0.8817030191313457,1.0,0.6971788830652789,1.0,0.7784615384615385,0.876630762165123,0,2.2108,5-D,20,20,0,370.943,371.15,53.8866
4,9400,dci_gated,21,edge,1,0.5316237356496294,1.0,0.05007549676067502,0.3909090909090909,0.628974358974359,0.5154490052925145,1,1.9299,5-D,20,20,0,465.521,465.785,42.9382
4,9400,dci_gated,22,edge,0,0.792886813871965,1.0,0.6828826538796757,0.75,0.8237179487179488,0.8083559265516187,0,1.9352,5-D,20,20,0,212.138,212.339,94.1892
4,9400,dci_gated,23,edge,0,0.8548515779726948,1.0,0.8125826881817946,0.875,0.8002564102564103,0.8712678936679943,0,1.9295,5-D,20,20,0,363.501,363.706,54.9895
4,9400,dci_gated,24,edge,0,0.9723372271911159,1.0,0.4633919887390051,1.0,0.8189743589743591,0.858608858391734,1,2.04,5-D,20,20,0,225.179,225.556,88.6697
5,9500,dci_gated,1,edge,0,0.864519507751577,1.0,0.7463667751642247,0.875,0.8341025641025641,0.8655186165861238,0,,5-D,20,20,0,199.564,199.82,100.09
5,9500,dci_gated,2,edge,0,0.7902447472442267,1.0,0.6326801330135639,0.75,0.8591025641025641,0.8029625980291542,0,,5-D,20,20,0,611.831,612.082,32.6754
5,9500,dci_gated,3,edge,0,0.7172850788062028,1.0,0.5572691833504877,0.75,0.7256410256410257,0.7496212602178021,0,1.7403,5-D,20,20,0,147.16,147.488,135.6039
5,9500,dci_gated,4,edge,0,0.789514148439521,1.0,0.6725013284265877,0.9,0.8324358974358975,0.8367441874105825,0,2.2304,5-D,20,20,0,398.886,399.183,50.1023
5,9500,dci_gated,5,geo,1,0.5850749309097627,1.0,0.11342689967295372,0.6428571428571428,0.6587179487179488,0.5963332335411523,1,1.1667,1-D,20,20,0,5012.257,5012.69,3.9899
5,9500,dci_gated,6,geo,0,0.7214055714474101,1.0,0.6200721761839543,0.5333333333333333,0.7723076923076924,0.7268786486114639,1,1.379,1-D,20,20,0,6697.684,6698.137,2.9859
5,9500,dci_gated,7,geo,0,0.7857273614646951,1.0,0.6654872010720294,0.75,0.7456410256410256,0.7913754344267335,0,1.3827,1-D,20,20,0,1916.927,1917.296,10.4314
5,9500,dci_gated,8,geo,0,0.775072520883384,1.0,0.5086507900458348,0.7166666666666667,0.5852564102564103,0.7266200831018078,0,1.4242,1-D,20,20,0,3982.819,3983.179,5.0211
5,9500,dci_gated,9,geo,1,0.8837502027292349,0.4166666666666667,0.6900943356853522,0.9,0.6155128205128205,0.7146166742296356,1,2.373,5-D,48,48,0,4341.055,4342.029,11.0547
5,9500,dci_gated,10,geo,0,0.9456576974008276,1.0,0.7840557167646001,1.0,0.7990196078431373,0.9130785088795976,0,2.4023,5-D,48,48,0,5998.516,5999.417,8.0008
5,9500,dci_gated,11,geo,0,0.9439632055814009,1.0,0.8388496469938369,1.0,0.8626361655773421,0.9331561556307191,0,2.3559,5-D,48,48,0,4104.705,4105.605,11.6913
5,9500,dci_gated,12,geo,0,0.9558573410986753,1.0,0.8038497482401483,1.0,0.6788671023965143,0.9015643502821756,0,2.3824,5-D,48,48,0,2311.018,2312.01,20.7612
5,9500,dci_gated,13,review,1,0.5221199496151685,1.0,0.019817119608030676,0.525,0.6194262890341322,0.5324073546805181,1,1.845,5-D,48,48,0,20324.201,20324.963,2.3616
5,9500,dci_gated,14,review,0,0.8325748143926834,1.0,0.7474272458244718,0.8,0.7044299201161947,0.8232936407804945,0,1.8522,5-D,48,48,0,1428.489,1428.986,33.5903
5,9500,dci_gated,15,review,0,0.8363909670864877,1.0,0.6066603142507677,0.788888888888889,0.801125635439361,0.8083764277154574,0,1.8622,5-D,48,48,0,968.045,968.551,49.5586
5,9500,dci_gated,16,review,0,0.8650383166325732,1.0,0.7544015883174868,0.8888888888888888,0.7848583877995643,0.8626464327693532,0,1.8594,5-D,48,48,0,963.141,963.626,49.8119
5,9500,dci_gated,17,review,1,0.7671808063098033,0.4166666666666667,0.5959998806009389,0.5444444444444444,0.7370512820512821,0.6137750922275531,1,2.2043,5-D,20,20,0,382.244,382.495,52.2883
5,9500,dci_gated,18,review,0,0.7780863882762077,1.0,0.6411323994123085,0.5694444444444444,0.8642307692307692,0.7662715812250179,1,2.2674,5-D,20,20,0,530.419,530.698,37.6862
5,9500,dci_gated,19,review,0,0.8783576137343286,1.0,0.6140086811301926,0.9,0.8975641025641026,0.8570257550442362,0,2.3315,5-D,20,20,0,447.991,448.199,44.6231
5,9500,dci_gated,20,review,0,0.8968307720161979,1.0,0.6330439351654908,1.0,0.6661538461538462,0.8507395569602246,0,2.4073,5-D,20,20,0,509.21,509.431,39.2595
5,9500,dci_gated,21,edge,1,0.5717205324745577,1.0,0.07272648983808272,0.49090909090909096,0.721025641025641,0.5638110954219203,1,2.106,5-D,20,20,0,373.223,373.508,53.5464
5,9500,dci_gated,22,edge,0,0.7825763639640568,1.0,0.7255637027775249,0.75,0.8093589743589744,0.8121606777003654,0,2.1145,5-D,20,20,0,390.673,391.006,51.1501
5,9500,dci_gated,23,edge,0,1.0,1.0,0.8841972082657792,1.0,0.6882051282051282,0.9300702108839252,0,2.095,5-D,20,20,0,235.656,235.985,84.751
5,9500,dci_gated,24,edge,0,0.745470912970136,1.0,0.8553358190562573,0.625,0.768846153846154,0.7977618151307085,0,2.1609,5-D,20,20,0,303.343,303.635,65.8685
6,9600,dci_gated,1,edge,0,0.8242298034425207,1.0,0.4844001481663822,0.9,0.731923076923077,0.7927259420323682,0,,5-D,20,20,0,339.516,339.843,58.8507
6,9600,dci_gated,2,edge,0,0.8022150719256483,1.0,0.7858003334571927,0.8,0.8294871794871796,0.8421369115959276,0,,5-D,20,20,0,341.89,342.204,58.4447
6,9600,dci_gated,3,edge,0,0.7476204053962694,1.0,0.726108570240263,0.7,0.888846153846154,0.805453738474043,0,1.6007,5-D,20,20,0,309.249,309.609,64.5975
